N	4gram	Vygotskiy__4	Vladivir
1	в том что в	1	3
2	с одной стороны и	2	2
3	а с другой стороны	1	2
4	как мы видели выше	1	2
5	в то время как	1	2
6	в том случае если	1	2
7	том смысле как мы	1	1
8	в том смысле как	1	1
9	одно и то же	6	1
10	не что иное как	1	1
11	так же как и	4	1
12	бы то ни было	1	1
13	с этой точки зрения	4	1
14	с того с чего	1	1
15	но вместе с тем	2	1
16	в том что он	1	1
17	не подлежит никакому сомнению	2	1
18	на то что в	1	1
19	заключается в том что	13	1
20	в том что это	1	1
21	не содержит в себе	1	1
22	с целым рядом других	1	1
23	мы должны сказать что	1	1
