N	2gram	Vinokur_St_1	Psycholo
1	то что	18	32
2	и в	44	31
3	в том	36	30
4	и т	30	26
5	то есть	2	26
6	что в	30	23
7	может быть	15	22
8	таким образом	7	20
9	при помощи	2	20
10	при этом	2	19
11	ясно что	10	19
12	так как	5	18
13	художественного произведения	1	17
14	не может	8	17
15	как и	9	16
16	том что	29	16
17	т п	9	16
18	и не	16	16
19	точки зрения	11	15
20	только в	10	14
21	не только	18	13
22	что и	6	13
23	а не	16	13
24	мы не	2	12
25	если мы	1	12
26	так же	5	12
27	в этом	21	12
28	в самом	7	11
29	не в	12	11
30	в области	14	11
31	могут быть	5	11
32	в сущности	2	10
33	на то	4	10
34	того что	9	10
35	потому что	6	10
36	самом деле	11	9
37	по себе	1	9
38	ни в	3	9
39	как в	13	9
40	показать что	1	8
41	т д	21	8
42	и что	4	8
43	всякий раз	2	8
44	никогда не	5	8
45	что мы	5	8
46	вместе с	1	8
47	все это	5	8
48	во всяком	6	8
49	том чтобы	1	7
50	заключается в	4	7
51	на основании	1	7
52	сказать что	7	7
53	того чтобы	11	7
54	и его	8	7
55	о том	17	7
56	есть в	2	7
57	что он	10	7
58	что это	4	6
59	зависимости от	1	6
60	очевидно что	1	6
61	целый ряд	2	6
62	из этих	6	6
63	что она	4	6
64	для того	10	6
65	было бы	17	6
66	если бы	9	6
67	в его	9	6
68	всяком случае	6	6
69	вовсе не	19	6
70	и даже	5	6
71	совершенно точно	1	6
72	одной стороны	2	6
73	до конца	1	6
74	а в	17	6
75	и есть	1	5
76	в зависимости	1	5
77	то же	5	5
78	время как	2	5
79	в ее	4	5
80	с одной	3	5
81	в целом	5	5
82	показывает что	1	5
83	несмотря на	2	5
84	иначе говоря	1	5
85	оказывается что	1	5
86	она не	2	5
87	в то	9	5
88	тогда когда	1	5
89	в процессе	1	5
90	как будто	4	5
91	не является	3	5
92	то время	2	5
93	для нас	7	5
94	с другой	9	5
95	в какой	3	5
96	так что	6	5
97	был бы	1	5
98	совершенно не	5	5
99	как бы	4	5
100	все же	8	5
101	и для	3	5
102	и все	2	5
103	говорит что	3	5
104	другой стороны	7	5
105	же как	3	4
106	в котором	5	4
107	мы имеем	2	4
108	в которой	4	4
109	совпадает с	2	4
110	в виду	1	4
111	столь же	4	4
112	у него	2	4
113	со всеми	2	4
114	в себе	2	4
115	по существу	2	4
116	от себя	1	4
117	что я	1	4
118	тому что	3	4
119	одна из	1	4
120	у нас	11	4
121	очень часто	3	4
122	к тому	1	4
123	со стороны	6	4
