N	3gram	Voloshinov_1	Komedia
1	в том что	2	5
2	для того чтобы	1	4
3	по отношению к	3	3
4	в связи с	1	3
5	то же время	1	3
6	до тех пор	4	3
7	в то же	1	3
8	только потому что	1	2
9	чуть ли не	1	2
10	в отличие от	1	2
11	с одной стороны	2	2
12	к тому что	1	2
13	можно было бы	1	2
14	греции и в	1	1
15	само собой разумеется	1	1
16	и к тому	1	1
17	с этим же	1	1
18	в самом деле	2	1
19	с точки зрения	5	1
20	с самого начала	2	1
21	еще тем что	1	1
22	и особенно его	1	1
23	то что в	1	1
24	вместе с ними	1	1
25	если говорить о	1	1
26	в чем же	1	1
27	втором году жизни	1	1
28	само по себе	1	1
29	тех пор пока	3	1
30	с другой стороны	2	1
31	не может быть	4	1
32	так и для	1	1
33	не было бы	1	1
34	того или иного	2	1
35	но столь же	1	1
36	более или менее	1	1
37	только в связи	1	1
38	в тех случаях	1	1
39	хотя бы в	1	1
40	но не менее	1	1
41	тех случаях когда	1	1
42	тем не менее	1	1
43	своего времени в	1	1
