N	3gram	Ircho_Kome_1	KulturaY
1	и т п	5	41
2	для того чтобы	1	11
3	можно было бы	1	10
4	тем не менее	1	9
5	до сих пор	2	8
6	в том что	9	8
7	и т д	4	8
8	в зависимости от	1	7
9	в данном случае	1	4
10	с одной стороны	3	4
11	после того как	3	4
12	сам по себе	1	3
13	можно говорить о	1	3
14	на мой взгляд	1	3
15	не только в	1	3
16	в первую очередь	2	3
17	с другой стороны	5	3
18	о том что	3	3
19	т п в	1	3
20	смысле этого слова	1	2
21	сплошь да рядом	1	2
22	по отношению к	3	2
23	не говоря уже	2	2
24	в том числе	1	2
25	говоря уже о	2	2
26	в отличие от	1	2
27	при этом что	2	2
28	и тот же	1	2
29	на себя внимание	1	2
30	так как он	1	2
31	более или менее	1	2
32	к тому же	5	2
33	как мы видели	1	2
34	хотя и не	1	1
35	следует отметить что	1	1
36	что же касается	1	1
37	у нас в	2	1
38	прибегают не к	1	1
39	в чем же	1	1
40	и к тому	1	1
41	чуть ли не	1	1
42	том что на	1	1
43	то же самое	2	1
44	к числу таких	1	1
45	ни в коем	1	1
46	что он не	1	1
47	для этой цели	1	1
48	бы то ни	2	1
49	но и в	2	1
50	а может быть	1	1
51	это вовсе не	1	1
52	а то и	2	1
53	с этой точки	1	1
54	вместе с тем	1	1
55	т п т	1	1
56	в коем случае	1	1
57	то время когда	1	1
58	в то время	5	1
59	так же как	1	1
60	обращает на себя	1	1
61	ответа на вопрос	1	1
62	что они являются	1	1
63	не связанное с	1	1
64	в одном случае	1	1
65	т е в	2	1
66	всего этого можно	1	1
67	во всяком случае	2	1
68	идет о совершенно	1	1
69	этой точки зрения	1	1
70	в тех случаях	1	1
71	по меньшей мере	2	1
72	до нас только	1	1
73	то же время	4	1
74	нас только в	1	1
75	в тех же	2	1
76	из повседневной жизни	1	1
77	и независимо от	1	1
78	и прежде всего	1	1
79	тех случаях когда	1	1
80	в то же	4	1
81	в одном из	4	1
82	к тому что	1	1
83	друг от друга	1	1
84	п т е	1	1
85	именно потому что	2	1
86	не заметить что	1	1
