N	4gram	Vinokur_St_1	Myslijsy
1	только в том что	1	4
2	в то же время	4	3
3	дело в том что	4	2
4	но дело в том	1	2
5	но с другой стороны	2	2
6	бы они ни были	1	2
7	в том и другом	1	2
8	уже о том что	1	1
9	во всяком случае не	1	1
10	и т д в	1	1
11	потому что не может	1	1
12	во что бы то	1	1
13	в том смысле что	1	1
14	показать что и в	1	1
15	что бы то ни	1	1
16	д и т д	1	1
17	только тем что в	1	1
18	бы то ни стало	1	1
19	с другой стороны и	1	1
20	не только в том	1	1
21	что не может быть	2	1
22	то же время не	1	1
23	языка не может быть	1	1
24	и в том и	1	1
25	заключается в том что	2	1
26	в каждом из этих	1	1
27	не говоря уже о	1	1
28	ни для кого не	1	1
29	и в этом отношении	1	1
