N	3gram	Voloshinov_2	Dialekti
1	с точки зрения	13	9
2	в том что	6	9
3	что иное как	1	8
4	не что иное	1	8
5	по крайней мере	2	7
6	ровно ничего не	1	6
7	не может быть	10	6
8	то же время	8	6
9	в то же	8	6
10	для того чтобы	6	5
11	все это –	1	4
12	само по себе	1	4
13	это не есть	1	4
14	и тем более	1	4
15	не говоря уже	1	3
16	есть прежде всего	1	3
17	говоря уже о	1	3
18	то или иное	1	3
19	лежит в основе	2	3
20	на то что	2	3
21	в данный момент	1	2
22	сам по себе	1	2
23	есть в сущности	1	2
24	ни в коем	2	2
25	в собственном смысле	2	2
26	в коем случае	2	2
27	уже о том	1	2
28	но в то	5	2
29	по сравнению с	1	2
30	коем случае не	1	2
31	в свою очередь	5	2
32	теперь мы можем	1	2
33	тем не менее	1	2
34	никакого отношения к	1	2
35	и неотделим от	1	1
36	что же такое	1	1
37	прямо сказать что	1	1
38	и пр но	2	1
39	дело в том	1	1
40	не в их	1	1
41	а не в	2	1
42	а эти последние	1	1
43	в себе не	1	1
44	можно говорить лишь	1	1
45	точки зрения в	1	1
46	самом же деле	3	1
47	он не может	1	1
48	вполне понятно что	1	1
49	этого совершенно не	1	1
50	– так можно	1	1
51	в зависимости от	2	1
52	в той же	1	1
53	в отличие от	3	1
54	можно сказать что	1	1
55	на самом же	3	1
56	не было бы	2	1
57	с тем что	1	1
58	нем нет никакого	1	1
59	рано или поздно	1	1
60	нет ничего что	1	1
61	и не в	3	1
62	из всего этого	1	1
63	в жизни и	1	1
64	принимая во внимание	1	1
65	был бы не	1	1
66	исходит из определенного	1	1
67	не только в	1	1
68	значением в отличие	1	1
69	и все его	1	1
70	в сущности это	1	1
71	в сущности только	1	1
72	не только его	1	1
73	так или иначе	1	1
74	пределу – к	1	1
75	в связи с	7	1
76	в течение веков	1	1
77	можно прямо сказать	1	1
78	что это –	1	1
79	с той или	1	1
80	в нем нет	2	1
81	не имеет значения	1	1
82	но тем не	1	1
83	лежащая в основе	3	1
84	в свою основу	1	1
85	в этом случае	1	1
86	о том что	3	1
87	мы можем сказать	2	1
88	хотя бы в	2	1
89	и не может	3	1
90	и прежде всего	2	1
91	но все же	1	1
92	с другой стороны	1	1
93	друг от друга	1	1
94	ни одна из	1	1
95	и не имеет	1	1
96	в отношении к	4	1
97	но также и	1	1
98	не дает возможности	1	1
99	но что он	1	1
100	можем сказать что	1	1
101	по себе а	1	1
102	мы только что	1	1
103	отношении к нему	1	1
104	той или иной	4	1
