N	3gram	Vygotskiy__1	Sovremen
1	мы не можем	1	6
2	с точки зрения	18	5
3	в зависимости от	2	4
4	не может быть	5	4
5	мы видели что	1	3
6	с самого начала	8	3
7	тем не менее	1	2
8	друг с другом	4	2
9	во всяком случае	3	2
10	пока наконец не	1	2
11	в отличие от	1	2
12	в свою очередь	3	2
13	с помощью которых	1	2
14	в конце развития	1	2
15	так как он	2	2
16	то же самое	3	2
17	точки зрения с	1	1
18	как мы это	1	1
19	такой же мере	3	1
20	в известном смысле	2	1
21	и в этом	1	1
22	одной стороны и	1	1
23	по крайней мере	1	1
24	у каждого из	1	1
25	в такой же	3	1
26	в дальнейшем и	1	1
27	все более и	2	1
28	дело в том	1	1
29	по отношению к	7	1
30	на самом деле	1	1
31	в этом смысле	1	1
32	и той же	2	1
33	когда мы говорим	1	1
34	так же как	5	1
35	влечет за собой	2	1
36	шаг за шагом	2	1
37	до наших дней	1	1
38	и речи мы	1	1
39	на какой бы	1	1
40	совершенно независимо от	1	1
41	до сих пор	4	1
42	то же время	2	1
43	и в то	1	1
44	но тем не	1	1
45	самого начала от	1	1
46	в самом конце	1	1
47	и именно в	1	1
48	это значит что	1	1
49	в конечном счете	1	1
50	заключает в себе	1	1
51	более и более	2	1
52	можно было бы	3	1
53	и не может	1	1
54	в самом деле	2	1
55	той или иной	1	1
56	но все же	1	1
57	по самому своему	1	1
58	с этим вопросом	1	1
59	и что она	1	1
60	в то же	2	1
61	как и вся	1	1
62	одной и той	2	1
63	мы уже знаем	1	1
64	иметь место только	1	1
65	в том что	15	1
66	в этой области	1	1
67	в данном случае	2	1
68	на этот вопрос	2	1
69	она не может	1	1
70	с одной стороны	8	1
71	тот факт что	1	1
