N	3gram	Voloshinov_1	FransuaR
1	то же время	1	6
2	в то же	1	6
3	как мы уже	1	5
4	до сих пор	3	4
5	но в то	1	4
6	на самом деле	2	3
7	в нашем примере	7	3
8	и прежде всего	1	3
9	по отношению к	11	2
10	но и в	1	2
11	в этом отношении	1	2
12	можно было бы	1	2
13	в значительной степени	1	2
14	имеет в виду	3	2
15	не может быть	7	2
16	в данном случае	2	2
17	о том что	1	2
18	можно сказать что	5	2
19	как и в	1	2
20	в том же	1	2
21	в виду и	1	1
22	в основе своей	1	1
23	к слову в	1	1
24	том что в	1	1
25	какой бы то	1	1
26	дело в том	4	1
27	имеем в виду	2	1
28	мы уже сказали	1	1
29	так как в	1	1
30	подобно тому как	1	1
31	в настоящее время	2	1
32	не на что	1	1
33	мы не найдем	1	1
34	как это делает	1	1
35	может быть только	1	1
36	в нем и	1	1
37	с точки зрения	2	1
38	и не может	3	1
39	мы в нем	1	1
40	отражает в себе	3	1
41	бы то ни	3	1
42	и др и	1	1
43	но несмотря на	1	1
44	но для этого	1	1
45	они входят в	1	1
46	только там где	1	1
47	речи так как	1	1
48	особый тип общения	1	1
49	и с другой	1	1
50	и потому не	1	1
51	может быть и	3	1
52	и в частности	1	1
53	может быть понято	1	1
54	все эти три	1	1
55	и тем же	1	1
56	то ни было	3	1
57	в высшей степени	1	1
58	существенный момент в	1	1
59	и в этом	1	1
60	прежде всего тем	1	1
61	там же где	1	1
62	во всяком случае	1	1
63	же время не	1	1
64	с другой стороны	2	1
65	мы все время	2	1
66	одним и тем	1	1
67	художественную форму и	1	1
68	только то что	1	1
69	сих пор не	1	1
70	между тем как	1	1
71	в свою очередь	1	1
72	и отнюдь не	1	1
73	не найдем в	1	1
74	с самого начала	1	1
75	включает в себя	1	1
76	в приведенном нами	1	1
77	здесь вовсе не	1	1
78	мы имеем в	1	1
79	лежит на границе	2	1
80	это как бы	3	1
81	тех или иных	1	1
82	но все же	1	1
83	эти моменты и	1	1
84	в том что	4	1
