N	3gram	Tiupa_Lite_3	Komedia
1	к тому же	5	10
2	едва ли не	1	5
3	в том что	4	5
4	вместе с тем	1	4
5	о том что	4	4
6	для того чтобы	1	4
7	по отношению к	4	3
8	в том числе	3	3
9	так или иначе	2	3
10	в связи с	1	3
11	в первую очередь	1	3
12	то же время	7	3
13	в то же	7	3
14	одних и тех	1	2
15	а затем и	1	2
16	не говоря уже	4	2
17	говоря уже о	3	2
18	в отличие от	5	2
19	бы то ни	2	2
20	и тех же	1	2
21	то ни было	2	2
22	с одной стороны	4	2
23	в самом начале	1	2
24	и т п	1	2
25	берет на себя	2	2
26	к тому что	1	2
27	как например в	2	1
28	имеется в виду	1	1
29	между отцом и	1	1
30	и к тому	1	1
31	одной из бесчисленных	1	1
32	в самом деле	2	1
33	в соответствии с	3	1
34	так и не	1	1
35	с точки зрения	3	1
36	только в том	1	1
37	но и в	2	1
38	то что в	1	1
39	том числе и	2	1
40	а то и	1	1
41	вместе с ними	1	1
42	и не всегда	1	1
43	в этой связи	1	1
44	той или иной	2	1
45	в этих словах	1	1
46	если говорить о	1	1
47	вслед за ним	1	1
48	по существу своему	1	1
49	как будто бы	1	1
50	в целом ряде	1	1
51	с другой стороны	2	1
52	и в том	1	1
53	не может быть	3	1
54	более или менее	1	1
55	но уже в	1	1
56	в свою очередь	1	1
57	до самого конца	1	1
58	и в самом	2	1
59	себя в жизни	1	1
60	не только в	2	1
61	во второй половине	1	1
62	друг от друга	1	1
63	в общественном сознании	1	1
64	и не имеет	1	1
65	тем не менее	1	1
66	во всех других	1	1
