N	3gram	Bakhtin_sl_2	Problema
1	о том что	1	9
2	с точки зрения	3	8
3	в том что	4	8
4	в связи с	2	7
5	тем не менее	1	5
6	с другой стороны	1	5
7	до некоторой степени	1	4
8	людей и их	1	3
9	может быть только	1	3
10	с одной стороны	5	3
11	в новое время	2	3
12	по отношению к	4	2
13	также и в	1	2
14	в том числе	1	2
15	том что он	1	2
16	до сих пор	2	2
17	но и в	1	2
18	и не в	1	2
19	не может быть	15	2
20	во всяком случае	2	2
21	и сам человек	1	2
22	но все же	4	2
23	на то что	1	2
24	никак не могут	1	2
25	для нас в	1	2
26	тех или иных	1	2
27	для того чтобы	2	2
28	в чем не	2	1
29	хотя и не	1	1
30	здесь конечно не	1	1
31	же время это	2	1
32	не только о	2	1
33	римской империи и	1	1
34	прежде чем перейти	1	1
35	и в дальнейшем	1	1
36	между тем как	1	1
37	если она не	2	1
38	в этом отношении	3	1
39	том числе и	1	1
40	то есть на	2	1
41	у него нет	2	1
42	нисколько не уменьшается	1	1
43	чем перейти к	1	1
44	вовсе не в	1	1
45	и в значительной	1	1
46	но в то	3	1
47	не только в	2	1
48	тот факт что	2	1
49	а также и	2	1
50	не только как	1	1
51	а вовсе не	2	1
52	которые как бы	1	1
53	уже не в	1	1
54	нем не только	1	1
55	хотя и в	1	1
56	ни в чем	2	1
57	то же время	4	1
58	по себе а	1	1
59	и притом в	1	1
60	так и в	3	1
61	таким образом даже	1	1
62	xvii и xviii	1	1
63	с самого начала	1	1
64	той или иной	5	1
65	не менее в	1	1
66	в большинстве случаев	5	1
67	в то же	4	1
68	сама по себе	3	1
69	в нем не	1	1
70	и т д	2	1
71	своей и чужой	1	1
