N	2gram	Potebnia_M_2	Komedia
1	и в	24	22
2	том что	8	12
3	но и	9	11
4	в том	18	11
5	не только	15	10
6	в то	6	10
7	из них	5	10
8	и т	6	9
9	как и	7	9
10	может быть	23	9
11	таким образом	11	8
12	должны были	1	8
13	о том	5	8
14	и его	2	8
15	в одном	6	8
16	и не	19	8
17	и других	2	7
18	то же	12	6
19	тому же	1	6
20	и по	2	6
21	не в	13	6
22	ни в	1	6
23	одного из	1	6
24	что он	4	6
25	к тому	1	6
26	а в	8	6
27	в которой	5	6
28	что в	16	6
29	в истории	1	5
30	как в	10	5
31	то время	4	5
32	при этом	13	5
33	во время	4	5
34	потому что	49	5
35	так и	5	5
36	между тем	6	5
37	один из	2	5
38	уже в	5	5
39	в его	2	5
40	прежде всего	7	5
41	т п	3	5
42	о которых	3	5
43	с другой	6	5
44	когда же	1	5
45	все это	2	5
46	другой стороны	2	5
47	по которым	1	4
48	время как	4	4
49	что они	5	4
50	но в	4	4
51	в нем	9	4
52	т д	3	4
53	в другом	2	4
54	известно что	1	4
55	в котором	4	4
56	в их	1	4
57	одном из	4	4
58	так как	10	4
59	как мы	1	4
60	на него	3	4
61	же время	2	4
62	так в	4	4
63	в птицах	1	4
64	что и	11	4
65	мы можем	12	4
66	тем что	7	4
67	именно в	1	4
68	же в	5	4
69	по поводу	6	4
70	к этому	2	4
71	мы не	11	3
72	и о	1	3
73	и на	8	3
74	в чем	7	3
75	с одной	4	3
76	в этом	8	3
77	все же	5	3
78	хотя и	3	3
79	и как	6	3
80	в целом	3	3
81	и и	1	3
82	вполне вероятно	1	3
83	на то	5	3
84	главным образом	4	3
85	он не	1	3
86	и еще	1	3
87	и богатство	1	3
88	и с	1	3
89	его в	3	3
90	в них	5	3
91	на основании	1	3
92	место в	4	3
93	вопрос о	2	3
94	не менее	5	3
95	по отношению	2	3
96	того как	7	3
97	к этим	1	3
98	ничего не	1	3
99	в сознании	23	3
100	у нас	2	3
101	могут быть	8	3
102	и сам	1	3
103	во второй	1	3
104	вероятно что	1	3
105	после того	2	3
106	тот же	5	3
107	только в	11	3
108	и у	3	3
109	отношение к	1	3
110	у него	2	3
111	каждый из	1	3
112	к которому	2	3
113	так же	2	3
114	как это	2	3
115	одной стороны	3	3
116	в течение	1	3
117	в более	1	3
118	и все	3	3
119	все остальные	5	3
120	того же	14	2
121	тех же	1	2
122	ту же	1	2
123	на две	2	2
124	видеть в	1	2
125	из всех	1	2
126	иначе в	1	2
127	принадлежит к	1	2
128	столь же	5	2
129	бы то	1	2
130	тем как	2	2
131	совсем не	2	2
132	отличие от	1	2
133	за пределы	2	2
134	относится к	3	2
135	несколько раз	2	2
136	независимо от	9	2
137	что к	1	2
138	что касается	1	2
139	что по	1	2
140	в противоположность	1	2
141	этой цели	1	2
142	в самом	4	2
143	из нескольких	1	2
144	в известном	1	2
145	в себе	10	2
146	только один	4	2
147	не следует	1	2
148	время и	2	2
149	в первой	1	2
150	если они	1	2
151	не к	1	2
152	на этом	2	2
153	то ни	1	2
154	связанные с	2	2
155	на все	3	2
156	было бы	13	2
157	и тем	3	2
158	мы видели	1	2
159	такой же	4	2
160	или менее	8	2
161	и без	1	2
162	всяком случае	7	2
163	и самого	1	2
164	ни малейшего	1	2
165	но он	2	2
166	тем не	6	2
167	одна из	4	2
168	судя по	5	2
169	нельзя не	1	2
170	к ней	2	2
171	на те	1	2
172	по своей	1	2
173	указывает на	2	2
174	для себя	1	2
175	на нем	1	2
176	только при	1	2
177	в себя	2	2
178	что у	2	2
179	времени и	1	2
180	из всего	1	2
181	мог бы	3	2
182	образом в	4	2
183	находится в	3	2
184	и здесь	2	2
185	нас в	2	2
186	и во	3	2
187	от них	3	2
188	еще не	4	2
189	время когда	1	2
190	который в	1	2
191	именно на	1	2
192	для всех	1	2
193	этом что	1	2
194	а то	2	2
195	мы знаем	2	2
196	вовсе не	9	2
197	они с	3	2
198	в других	4	2
199	со стороны	3	2
200	до сих	4	2
201	вслед за	3	2
202	на которые	1	2
203	и притом	3	2
204	то и	9	2
205	которых мы	3	2
206	не может	12	2
207	вместе с	11	2
208	или по	2	2
209	но не	12	2
210	в состоянии	6	2
211	к нему	1	2
212	сих пор	4	2
213	но это	3	2
214	между прочим	4	2
215	или в	2	2
216	видно из	2	2
217	а к	2	2
218	указания на	4	2
219	только что	3	2
220	ни было	3	2
221	то что	20	2
222	в свою	6	2
223	в действительности	2	2
224	где он	1	2
225	ее в	1	2
226	в своих	1	2
227	во всяком	7	2
228	все что	3	2
229	которых не	1	1
230	а между	4	1
231	в применении	1	1
232	зависимость от	1	1
233	чтобы не	1	1
234	в этот	1	1
235	самое слово	1	1
236	сам по	4	1
237	на самом	2	1
238	по времени	3	1
239	такое же	2	1
240	тем же	3	1
241	между двумя	6	1
242	от всяких	1	1
243	случае оно	2	1
244	только очень	1	1
245	уже по	1	1
246	и за	1	1
247	же образ	1	1
248	одним из	1	1
249	мы уже	1	1
250	той же	3	1
251	со всех	1	1
252	по мнению	1	1
253	для своего	1	1
254	из своих	1	1
255	из того	1	1
256	то это	3	1
257	и заставляет	1	1
258	всех сторон	1	1
259	в ней	3	1
260	его восприятие	1	1
261	при сравнении	1	1
262	быть в	1	1
263	а только	8	1
264	во всех	7	1
265	но конечно	1	1
266	он может	1	1
267	это видно	1	1
268	друг на	1	1
269	не все	2	1
270	ответ на	1	1
271	очевидно что	3	1
272	а и	5	1
273	при первом	1	1
274	сказано только	1	1
275	что новое	1	1
276	что во	2	1
277	с этим	7	1
278	для создания	1	1
279	дает нам	1	1
280	смысле этого	3	1
281	его к	1	1
282	и какой	1	1
283	более или	8	1
