N	2gram	Bakhtin_Fr_1	Dialekti
1	и не	22	30
2	может быть	6	20
3	не только	10	19
4	и в	65	19
5	по себе	1	18
6	а не	1	16
7	в себе	3	15
8	потому что	5	14
9	то что	3	14
10	в том	16	14
11	так как	6	14
12	и даже	8	14
13	как бы	22	14
14	вовсе не	18	13
15	то же	1	12
16	точки зрения	7	12
17	не просто	3	12
18	но и	10	12
19	и все	5	12
20	и как	1	10
21	в нем	13	10
22	как и	5	10
23	том что	6	10
24	сказать что	6	10
25	так и	10	10
26	это не	3	10
27	никогда не	6	9
28	времени и	6	9
29	же и	1	9
30	не может	3	9
31	мы уже	12	8
32	в этом	15	8
33	в своей	5	8
34	с точки	3	8
35	не в	4	8
36	она не	1	8
37	прежде всего	11	8
38	и к	4	7
39	мифологии и	1	7
40	как это	1	7
41	совершенно не	4	7
42	но это	3	7
43	что в	3	7
44	но не	2	6
45	в то	1	6
46	и вообще	3	6
47	и та	1	6
48	что он	3	6
49	конечно не	1	6
50	не потому	1	6
51	что не	2	6
52	того что	2	6
53	да и	2	6
54	и может	1	6
55	есть и	1	6
56	жизни и	7	6
57	и потому	10	5
58	и это	2	5
59	говорить о	1	5
60	есть ли	1	5
61	жизнь и	1	5
62	же время	1	5
63	и его	10	5
64	на свете	1	5
65	и с	3	5
66	в виду	3	5
67	о том	2	5
68	можно сказать	2	5
69	но как	3	5
70	что и	1	5
71	тела и	6	5
72	с другой	3	5
73	и пр	5	5
74	и следовательно	1	5
75	по своему	8	5
76	как раз	3	5
77	в самом	4	5
78	только в	7	5
79	еще не	6	4
80	самом деле	3	4
81	или иное	1	4
82	за пределы	8	4
83	в своем	8	4
84	все же	6	4
85	как он	1	4
86	и если	1	4
87	при этом	6	4
88	он не	2	4
89	же это	1	4
90	и вот	2	4
91	и по	2	4
92	в одном	5	4
93	но он	1	4
94	все это	9	4
95	с ним	3	4
96	по своей	3	4
97	связи с	4	4
98	в таком	2	4
99	не могут	3	4
100	есть только	2	4
101	это конечно	1	4
102	той или	5	4
103	без всякого	1	4
104	в ее	3	4
105	то или	1	4
106	к нему	3	4
107	и только	1	4
108	во времени	1	4
109	без этого	1	4
110	уже в	1	4
111	ни с	2	4
112	одно из	6	4
113	от того	2	4
114	в связи	1	4
115	в мифологии	1	4
116	могут быть	2	4
117	хотя бы	1	4
118	другой стороны	1	4
119	это и	1	3
120	как мы	6	3
121	этого нет	1	3
122	это время	2	3
123	в чем	2	3
124	в этой	4	3
125	с этим	1	3
126	кроме того	2	3
127	от этого	1	3
128	всех этих	8	3
129	об этом	1	3
130	и почти	2	3
131	его в	7	3
132	это было	2	3
133	было бы	1	3
134	мы имеем	1	3
135	и уже	1	3
136	в этих	2	3
137	что такое	1	3
138	сами по	1	3
139	и более	1	3
140	даже в	3	3
141	можно ли	1	3
142	не менее	1	3
143	ничего не	3	3
144	в разных	1	3
145	это только	1	3
146	все его	1	3
147	уже не	3	3
148	как они	1	3
149	тело и	5	3
150	с нею	1	3
151	из них	4	3
152	и их	3	3
153	не было	1	3
154	о чем	1	3
155	в той	5	3
156	в это	2	3
157	и от	2	3
158	это как	4	3
159	становления и	1	3
160	то оно	1	3
161	они не	1	3
162	человека и	1	2
163	связана с	5	2
164	есть форма	1	2
165	на самом	6	2
166	этого последнего	1	2
