N	3gram	Tiupa_Hudo_1	VrazhdaK
1	г а бялый	1	4
2	то же время	8	4
3	в то же	8	4
4	в связи с	3	3
5	в русской литературе	3	3
6	с точки зрения	3	2
7	по нашему убеждению	1	2
8	в письме к	1	2
9	и что в	1	2
10	как раз в	2	2
11	но в то	3	2
12	в этот момент	1	2
13	не может быть	2	2
14	и о том	2	2
15	в том что	6	2
16	о себе знать	1	1
17	можно говорить об	1	1
18	а между тем	1	1
19	то что я	1	1
20	в этом смысле	1	1
21	в ответ на	1	1
22	а тем более	1	1
23	до сих пор	2	1
24	а также в	1	1
25	он вспоминает о	1	1
26	в этом отношении	3	1
27	именно в связи	1	1
28	и зададимся вопросом	1	1
29	и в то	1	1
30	в это время	1	1
31	о том как	2	1
32	и у чехова	1	1
33	в высшей степени	1	1
34	на первый взгляд	1	1
35	в конце концов	1	1
36	но при этом	1	1
37	по нашему мнению	1	1
38	и в этом	1	1
39	что в жизни	1	1
40	каждый из них	1	1
41	все же не	1	1
42	уже на пороге	1	1
43	во всяком случае	1	1
44	что у него	2	1
45	как бы в	1	1
46	связи с этим	2	1
47	тем не менее	3	1
48	в свою очередь	1	1
49	м м бахтин	2	1
50	о том что	9	1
51	и в самом	3	1
52	не только не	1	1
53	но в этом	1	1
54	но и от	1	1
55	на то что	2	1
56	не только от	1	1
57	речь идет о	2	1
58	писал м м	3	1
