N	2gram	Propp_Russ_1	Analitik
1	в качестве	3	31
2	может быть	8	29
3	в том	17	27
4	не может	4	22
5	и не	6	21
6	в частности	2	19
7	и в	36	18
8	но и	16	17
9	а не	2	17
10	представляет собой	4	16
11	отнюдь не	2	15
12	не только	22	15
13	тогда как	2	14
14	в этом	12	13
15	как и	10	13
16	в его	2	13
17	при этом	6	12
18	том что	19	12
19	в себе	1	11
20	то есть	3	11
21	состоит в	8	11
22	но не	2	10
23	то же	3	9
24	в то	1	9
25	а в	9	9
26	но в	2	8
27	нуждается в	1	8
28	в той	1	8
29	значении этого	1	7
30	том чтобы	1	7
31	к тому	4	7
32	этого слова	3	7
33	мы имеем	4	6
34	по отношению	1	6
35	отличие от	1	6
36	в случае	1	6
37	это не	10	6
38	далеко не	3	6
39	точки зрения	3	6
40	в отличие	1	6
41	в основе	1	6
42	только в	4	6
43	то что	6	6
44	в их	4	5
45	что иное	2	5
46	и на	10	5
47	иное как	2	5
48	и как	2	5
49	в целом	2	5
50	в этой	1	5
51	и его	1	5
52	имеет место	2	5
53	о том	8	5
54	в тексте	1	5
55	и того	1	5
56	между тем	7	5
57	как бы	5	5
58	отношению к	1	5
59	и состоит	1	5
60	что в	19	5
61	того же	1	4
62	не что	2	4
63	все же	5	4
64	смысла но	1	4
65	тому же	1	4
66	не всегда	1	4
67	с точки	3	4
68	и более	2	4
69	в области	3	4
70	ни в	1	4
71	могут быть	2	4
72	так и	7	4
73	не с	3	4
74	с ним	2	4
75	как правило	3	4
76	того что	4	4
77	уже не	6	4
78	себя и	2	4
79	вместе с	10	4
80	из которых	1	4
81	исходя из	1	4
82	не более	1	4
83	как известно	2	3
84	и т	10	3
85	таком случае	1	3
86	между двумя	2	3
87	место в	1	3
88	если в	3	3
89	однако не	1	3
90	и к	3	3
91	в нашем	2	3
92	как он	2	3
93	в нем	2	3
94	он не	1	3
95	в силу	2	3
96	подобно тому	1	3
97	таким образом	6	3
98	смысл и	1	3
99	разного рода	1	3
100	своего рода	3	3
101	при рассмотрении	1	3
102	дело не	1	3
103	т п	1	3
104	в таком	1	3
105	как будто	5	3
106	не могут	1	3
107	в собственном	1	3
108	если бы	1	3
109	означает что	2	3
110	а также	3	3
111	к нему	1	3
112	с его	1	3
113	еще не	4	3
114	это означает	1	3
115	обратиться к	1	3
116	что и	7	3
117	не случайно	2	3
118	а с	4	3
119	что не	1	3
120	тому как	1	3
121	быть не	1	3
122	что мы	1	3
123	и все	1	3
124	будто бы	6	3
125	в равной	2	3
126	что он	1	3
127	говоря о	1	2
128	самом деле	1	2
129	на самом	2	2
130	в первом	1	2
131	также и	1	2
132	на место	1	2
133	на себя	2	2
134	между собой	2	2
135	данном случае	1	2
136	на основе	1	2
137	не все	1	2
138	не просто	2	2
139	что именно	2	2
140	как уже	4	2
141	его к	2	2
142	в которой	1	2
143	все эти	2	2
144	из этих	4	2
145	думать что	3	2
146	и до	2	2
147	не к	1	2
148	собой не	1	2
149	свидетельствует о	1	2
150	и по	8	2
151	на этом	3	2
152	и с	2	2
153	на все	2	2
154	из них	8	2
155	так как	15	2
156	несмотря на	3	2
157	такой же	2	2
158	одного и	1	2
159	при изучении	5	2
160	не столько	1	2
161	на каждом	3	2
162	вопрос о	1	2
163	только для	2	2
164	которые в	1	2
165	для этого	2	2
166	тогда когда	1	2
167	потому что	10	2
168	для себя	1	2
169	как мы	10	2
170	и о	1	2
171	быть может	1	2
172	ни одно	2	2
173	в пределах	1	2
174	представляют собой	7	2
175	и сам	1	2
176	еще в	4	2
177	и та	1	2
178	с целью	2	2
179	и просто	1	2
180	можно сказать	1	2
181	является по	1	2
182	этом ряду	1	2
183	один из	8	2
184	в отрыве	1	2
185	в двух	1	2
186	который в	1	2
187	бы ни	1	2
188	или не	1	2
189	в начале	1	2
190	смысла в	1	2
191	его и	2	2
192	не о	1	2
193	может служить	1	2
194	случае не	1	2
195	каждый из	1	2
196	этом отношении	1	2
197	было бы	1	2
198	и п	16	2
199	и потому	2	2
200	в данном	1	2
201	не является	1	2
202	это как	1	2
203	равной степени	2	2
204	в какой	2	2
205	в роли	1	2
206	то на	3	1
207	например в	2	1
208	н и	1	1
209	е годы	2	1
210	тех же	1	1
211	и должны	1	1
212	по преимуществу	1	1
213	не имеют	1	1
214	должна быть	1	1
215	собственном смысле	1	1
216	видеть в	1	1
217	в году	2	1
218	по его	1	1
219	включая и	1	1
220	мы уже	1	1
221	она в	3	1
222	на тех	2	1
223	мы не	6	1
224	не вполне	1	1
225	в одиночку	1	1
226	как не	2	1
227	зависимости от	1	1
228	по вечерам	1	1
229	в ней	2	1
230	свою очередь	2	1
231	по этому	3	1
232	он был	2	1
233	за столом	2	1
234	и служит	1	1
235	в различных	2	1
236	в чем	1	1
237	во всех	4	1
238	ты братец	1	1
239	а только	1	1
240	только тогда	1	1
241	или по	1	1
242	в е	2	1
243	н веселовский	4	1
244	же деле	1	1
245	независимо от	2	1
246	его на	1	1
247	как в	5	1
248	будто не	1	1
249	есть в	1	1
250	что касается	1	1
251	в противном	1	1
252	к печальным	1	1
253	и наконец	1	1
254	к числу	1	1
255	из мифа	1	1
256	не приходится	1	1
257	та же	2	1
258	меньшей мере	1	1
259	которое отвечает	1	1
260	что это	3	1
261	не оставляет	1	1
262	и те	3	1
263	мы наблюдаем	2	1
264	противном случае	1	1
265	вера в	1	1
266	всех этих	2	1
267	не значит	2	1
268	в виде	6	1
269	не как	1	1
270	его от	2	1
271	не бывает	1	1
272	и наоборот	1	1
273	но все	3	1
274	которые уже	1	1
275	здесь мы	1	1
276	а затем	1	1
277	что все	1	1
278	же не	2	1
279	его в	1	1
280	ниже при	2	1
281	и тем	1	1
282	который по	1	1
283	жизни человека	1	1
284	этом мы	1	1
285	для них	3	1
286	в них	6	1
287	по домам	3	1
288	выступать в	1	1
289	с тем	8	1
290	видел в	1	1
291	одна и	1	1
292	он и	1	1
293	в этих	3	1
294	себя внимание	1	1
295	во время	14	1
296	и при	1	1
297	и ее	1	1
298	том же	2	1
299	взгляд на	1	1
300	в которых	5	1
301	в сказке	1	1
302	одном из	1	1
303	точку зрения	1	1
304	свиньи но	1	1
305	и эти	1	1
306	их в	3	1
307	нас к	2	1
308	тому что	4	1
309	и третья	1	1
310	по мере	1	1
311	не менее	3	1
312	существует независимо	1	1
313	работы на	2	1
314	тексте и	1	1
315	одна из	4	1
316	к этим	1	1
317	было не	1	1
318	в самых	1	1
319	и позднейшей	1	1
320	ничего не	3	1
321	по меньшей	1	1
322	того в	1	1
323	на природу	1	1
324	из мертвых	1	1
325	частности изучение	1	1
326	но это	4	1
327	обращает на	1	1
328	с другом	1	1
329	как отражение	1	1
330	начиная с	3	1
331	он видел	1	1
332	вопросу об	1	1
333	а далее	1	1
334	его с	4	1
335	служить и	1	1
336	оно не	1	1
337	говорит о	1	1
338	и был	1	1
339	в виду	1	1
340	и сами	1	1
341	в в	2	1
342	как по	2	1
343	на свой	1	1
344	однако эта	1	1
345	на том	1	1
346	если они	1	1
347	по этой	1	1
348	те же	1	1
349	к тем	3	1
350	в отдельных	1	1
351	ничего нам	1	1
352	собой и	1	1
353	в разных	3	1
354	объяснения и	1	1
355	внимание на	1	1
356	слова как	1	1
357	но мы	1	1
358	и что	4	1
359	даже у	1	1
360	на что	2	1
361	и во	1	1
362	связь между	2	1
363	во всей	1	1
364	и н	2	1
365	себя но	1	1
366	сомнения в	1	1
367	наконец в	1	1
368	вплоть до	4	1
369	или может	1	1
370	указывает и	1	1
371	своих сил	1	1
372	быть и	2	1
373	на которой	1	1
374	тот же	1	1
375	к наиболее	1	1
376	только сам	1	1
377	мы увидим	8	1
378	зрения в	1	1
379	в разные	2	1
380	входит в	4	1
381	даже если	1	1
382	самые разнообразные	1	1
383	одни и	1	1
384	так что	2	1
385	благословение и	1	1
386	связи с	4	1
387	не можем	3	1
388	то и	1	1
389	оно в	1	1
390	во втором	1	1
391	к своим	1	1
392	только одно	1	1
393	слова если	1	1
394	не так	1	1
395	всяком случае	1	1
396	слова в	3	1
397	в одном	3	1
398	у него	2	1
399	тут же	2	1
400	в целях	3	1
401	смерти и	1	1
402	только на	3	1
403	в особенности	2	1
404	не до	1	1
405	нам не	1	1
406	в любой	1	1
407	влияние на	1	1
