N	3gram	Vygotskiy__3	FransuaR
1	до сих пор	5	4
2	в той же	1	4
3	на самом деле	2	3
4	в мировой литературе	1	3
5	как и все	1	3
6	в отличие от	1	3
7	мы уже говорили	3	3
8	для того чтобы	8	3
9	так много в	1	2
10	в этом отношении	1	2
11	можно было бы	1	2
12	это вовсе не	1	2
13	как раз в	1	2
14	одной и той	1	2
15	по сравнению с	1	2
16	и той же	1	2
17	не может быть	1	2
18	все то что	6	2
19	в данном случае	2	2
20	о том что	3	2
21	можно сказать что	1	2
22	как мы видели	2	2
23	смысле этого слова	2	1
24	одна из важнейших	1	1
25	в своем роде	2	1
26	в основе своей	1	1
27	и в сущности	1	1
28	или во всяком	1	1
29	видов и форм	1	1
30	в комментариях к	1	1
31	которое мы встречаем	1	1
32	прямо заявляет что	1	1
33	имеем в виду	1	1
34	которые как мы	1	1
35	подобно тому как	1	1
36	о том как	2	1
37	но что в	1	1
38	и ко всему	1	1
39	с точки зрения	9	1
40	они не могут	1	1
41	дело вовсе не	1	1
42	рассказывает в своей	1	1
43	только там где	1	1
44	в своей основе	1	1
45	которое характерно для	1	1
46	все же в	2	1
47	может быть и	1	1
48	уже говорили что	1	1
49	может быть понято	1	1
50	в применении к	1	1
51	там где он	1	1
52	все эти три	1	1
53	в том чтобы	1	1
54	в высшей степени	1	1
55	и в этом	3	1
56	в одном слове	1	1
57	во всех отношениях	1	1
58	то что он	2	1
59	месте своей книги	1	1
60	во всяком случае	2	1
61	как мы увидим	2	1
62	в точном смысле	1	1
63	с другой стороны	5	1
64	мы все время	2	1
65	мы видели что	2	1
66	не могла не	1	1
67	тон и стиль	1	1
68	только то что	2	1
69	сих пор не	1	1
70	между этими двумя	1	1
71	в том именно	1	1
72	так например в	1	1
73	и тут же	1	1
74	было бы совершенно	2	1
75	заключается в том	6	1
76	каждого из этих	1	1
77	и вместе с	2	1
78	в свою очередь	2	1
79	что в ней	1	1
80	с самого начала	6	1
81	и в самом	10	1
82	в обычном смысле	1	1
83	вовсе не в	2	1
84	мы знаем что	1	1
85	кроме того что	1	1
86	но и не	1	1
87	таким образом и	1	1
88	здесь все слова	1	1
89	мы видим что	7	1
90	мы уже указывали	1	1
91	но все же	1	1
92	и здесь не	1	1
93	в том что	11	1
94	не так как	1	1
95	есть все то	1	1
96	и в другом	2	1
