N	2gram	Propp_Isto_5	Formalny
1	т е	16	34
2	и в	25	24
3	в его	12	23
4	прежде всего	6	22
5	и не	11	20
6	и пр	3	17
7	точки зрения	2	16
8	не может	6	16
9	в этом	10	15
10	в нем	7	14
11	может быть	17	14
12	таким образом	9	13
13	на почве	1	13
14	с точки	1	13
15	и т	20	12
16	в своем	1	11
17	как и	7	11
18	в своей	2	11
19	в их	1	11
20	не менее	4	11
21	социальной жизни	2	11
22	в ней	5	10
23	то же	4	10
24	вовсе не	2	10
25	и ее	1	10
26	и его	9	10
27	а не	2	10
28	в то	3	9
29	в процессе	1	9
30	и потому	2	9
31	все это	4	9
32	и на	8	8
33	как в	6	8
34	т д	18	8
35	и с	3	8
36	не в	6	8
37	же время	1	8
38	в ее	4	8
39	то что	7	8
40	в свою	3	8
41	на самом	1	7
42	должна быть	1	7
43	не только	13	7
44	место в	1	7
45	жизни и	2	7
46	и от	1	7
47	но и	13	7
48	еще не	8	6
49	самом деле	2	6
50	отнюдь не	1	6
51	в целом	3	6
52	все эти	8	6
53	в этой	3	6
54	как бы	2	6
55	входит в	5	6
56	как таковой	1	6
57	она не	2	6
58	свою очередь	1	6
59	на основе	1	6
60	в пределах	4	6
61	и здесь	7	6
62	до сих	2	6
63	в том	6	6
64	было бы	1	6
65	как это	1	6
66	сих пор	2	6
67	и все	3	6
68	а в	3	6
69	хотя бы	1	5
70	во всех	2	5
71	одним словом	1	5
72	но в	1	5
73	в самом	1	5
74	при этом	1	5
75	по себе	2	5
76	не могло	1	5
77	должны быть	1	5
78	должен быть	2	5
79	как мы	5	5
80	в литературе	1	5
81	того что	2	5
82	только на	1	5
83	со стороны	2	5
84	с другой	9	5
85	и др	3	5
86	формы и	2	5
87	в искусстве	1	5
88	по отношению	2	4
89	в истории	4	4
90	и к	1	4
91	в которой	4	4
92	главным образом	1	4
93	не как	4	4
94	с другими	4	4
95	как о	1	4
96	друг друга	3	4
97	как на	1	4
98	оно не	1	4
99	никогда не	3	4
100	если бы	2	4
101	для этого	1	4
102	в формах	2	4
103	мы увидим	5	4
104	всяком случае	1	4
105	с одной	7	4
106	конечно не	1	4
107	одной стороны	7	4
108	литература в	1	4
109	в связи	4	4
110	в частности	7	4
111	отношению к	2	4
112	стороны и	1	4
113	с этой	2	4
114	что в	8	4
115	к этой	1	4
116	так же	5	4
117	во всяком	1	4
118	мы не	5	3
119	зависимости от	1	3
120	время в	2	3
121	но не	5	3
122	отношение к	1	3
123	как к	1	3
124	все же	10	3
125	когда он	2	3
126	целый ряд	1	3
127	и как	3	3
128	и наконец	1	3
129	и отчасти	1	3
130	в себе	1	3
131	если он	1	3
132	он не	4	3
133	всех этих	1	3
134	он должен	1	3
135	так например	2	3
136	его в	9	3
137	в социальной	1	3
138	в жизни	1	3
139	они не	3	3
140	тем самым	1	3
141	но для	2	3
142	в основе	1	3
143	в систему	1	3
144	связи с	8	3
145	сводится к	1	3
146	не по	1	3
147	материала в	1	3
148	к тому	1	3
149	здесь не	1	3
150	ясно что	5	3
151	и извне	1	3
152	особенно в	2	3
153	борьба с	1	3
154	бы в	1	3
155	говорит он	1	3
156	наконец в	1	3
157	один из	2	3
158	или же	3	3
159	и других	2	3
160	для него	1	3
161	в особенности	3	3
162	со всем	1	3
163	и даже	1	3
164	не было	1	3
165	ни на	1	3
166	в основном	4	3
167	но это	7	3
168	у них	1	3
169	же в	2	3
170	что он	22	3
171	думать что	1	3
172	же как	4	2
173	и это	4	2
174	тех же	2	2
175	в зависимости	1	2
176	из воды	2	2
177	его не	3	2
178	а как	2	2
179	вопрос о	2	2
180	своей работе	1	2
181	и всякий	1	2
182	уже как	1	2
183	чем же	1	2
184	эта связь	2	2
185	с этим	5	2
186	в него	5	2
187	от этого	4	2
188	впечатление что	1	2
189	он в	1	2
190	остановиться на	1	2
191	и если	1	2
192	и вот	1	2
193	том чтобы	2	2
194	и более	1	2
195	но все	5	2
196	это не	6	2
197	с тем	8	2
198	мы видели	7	2
199	фигурирует в	2	2
200	их на	2	2
201	не так	1	2
202	таким же	2	2
203	войти в	1	2
204	на всю	1	2
