N	3gram	Potebnia_M_1	Istorich
1	и т д	4	24
2	так же как	1	12
3	до сих пор	1	5
4	точно так же	1	5
5	с другой стороны	5	4
6	не может быть	9	4
7	но все же	1	4
8	что иное как	2	3
9	мы видели что	1	3
10	на то что	1	3
11	не что иное	2	3
12	как мы видели	1	3
13	о том что	1	2
14	не только в	3	2
15	выше мы видели	1	2
16	на задний план	1	2
17	смысле этого слова	1	2
18	мы видели выше	1	2
19	между человеком и	2	2
20	так и в	3	2
21	с этой стороны	1	2
22	после того как	1	2
23	в связи с	1	2
24	тем не менее	6	2
25	мы увидим что	3	2
26	на этот вопрос	2	2
27	и может быть	2	1
28	на том что	1	1
29	мере того как	3	1
30	там где нет	1	1
31	так например если	1	1
32	но так как	1	1
33	что в других	1	1
34	подобно тому как	3	1
35	в нем самом	5	1
36	но и по	1	1
37	по мере того	3	1
38	потому что я	1	1
39	указывает на то	1	1
40	и не только	1	1
41	что как бы	1	1
42	друг на друга	1	1
43	но и в	4	1
44	себя в его	1	1
45	только при помощи	1	1
46	он не мог	1	1
47	может быть только	1	1
48	и в этих	1	1
49	по щучьему веленью	1	1
50	если бы при	1	1
51	не потому что	1	1
52	если бы мы	1	1
53	доказывается тем что	1	1
54	в том как	3	1
55	не могут быть	2	1
56	и с этой	2	1
57	таким же образом	1	1
58	не в том	4	1
59	мы должны бы	1	1
60	потому что мы	2	1
61	то чего не	1	1
62	является посредником между	1	1
63	не мог бы	1	1
64	не в нем	1	1
65	не есть нечто	1	1
66	он говорит если	1	1
67	в общих чертах	1	1
68	мы не можем	1	1
69	его связь с	1	1
70	таким образом мы	1	1
71	очевидно что если	1	1
72	в то время	1	1
73	но в одном	1	1
74	и тем самым	1	1
75	можно бы думать	1	1
76	как мы видим	1	1
77	именно так как	1	1
78	не менее он	1	1
79	показывает что они	1	1
80	к тому что	2	1
81	друг за другом	1	1
82	как и в	2	1
83	т д в	1	1
84	что и в	3	1
85	только тогда когда	4	1
86	бы думать что	1	1
87	со стороны их	1	1
