N	3gram	Voloshinov_1	FransuaR
1	то же время	5	9
2	в то же	5	9
3	для того чтобы	1	6
4	в том что	4	6
5	в этом отношении	2	5
6	но в то	3	5
7	а также и	1	4
8	до известной степени	1	4
9	на самом деле	2	4
10	как мы видели	4	4
11	до сих пор	3	3
12	и прежде всего	5	3
13	в чем же	1	2
14	дело в том	1	2
15	он не только	1	2
16	в одной из	1	2
17	с точки зрения	10	2
18	в отличие от	1	2
19	но в общем	1	2
20	не нуждается в	1	2
21	в данном случае	3	2
22	в то время	1	2
23	и др в	1	2
24	так как они	1	2
25	не может быть	3	2
26	нужно сказать что	1	2
27	можно сказать что	3	2
28	как бы в	1	2
29	в большинстве случаев	4	2
30	том что в	1	1
31	хотя и не	1	1
32	при всей ее	1	1
33	что с ним	1	1
34	тела и с	1	1
35	мы видим таким	1	1
36	в г в	1	1
37	чем же объясняется	2	1
38	а потому и	2	1
39	и той же	1	1
40	сказать где кончается	1	1
41	по отношению к	9	1
42	в самом деле	5	1
43	же объясняется такая	1	1
44	и до конца	3	1
45	мы можем вскрыть	1	1
46	же значение имеют	1	1
47	том что это	1	1
48	сих пор не	1	1
49	что он не	1	1
50	он и не	1	1
51	мы знаем также	1	1
52	начала и до	1	1
53	единство и непрерывность	2	1
54	это вовсе не	1	1
55	основе их лежит	1	1
56	одной из своих	1	1
57	мы видели что	1	1
58	во всех областях	1	1
59	может быть и	1	1
60	какое же значение	1	1
61	в себя и	1	1
62	его в себя	1	1
63	во всех этих	1	1
64	и в прямой	1	1
65	но вместе с	2	1
66	является одним из	1	1
67	с помощью которой	1	1
68	все то что	2	1
69	в следующей главе	3	1
70	по ту сторону	3	1
71	и таким образом	1	1
72	в основе их	1	1
73	ведь все эти	1	1
74	одной и той	1	1
75	одно из важнейших	1	1
76	в особенности в	1	1
77	мы не можем	1	1
78	так и в	2	1
79	в свою очередь	1	1
80	и на все	1	1
81	о том что	1	1
82	ничего общего с	1	1
83	в конечном счете	1	1
84	видим таким образом	1	1
85	то время когда	1	1
86	в настоящей главе	1	1
87	как мы уже	4	1
88	из этих двух	1	1
89	тем не менее	2	1
90	довольно сложный и	1	1
91	за пределы всякого	1	1
92	и о которых	1	1
93	в предыдущей главе	1	1
94	и только в	1	1
