N	2gram	Medvedev_U_1	FransuaR
1	и в	14	41
2	то есть	1	24
3	таким образом	2	17
4	в нем	1	16
5	и с	2	16
6	но и	4	13
7	в этом	7	12
8	все это	5	11
9	в самом	2	10
10	не только	10	10
11	и др	1	10
12	прежде всего	8	10
13	то что	7	10
14	о том	1	9
15	и все	1	9
16	но в	3	8
17	в этой	4	8
18	никогда не	1	8
19	как и	3	7
20	том что	2	7
21	в его	2	7
22	у него	1	7
23	что в	1	7
24	в то	3	6
25	сказать что	1	6
26	что он	2	6
27	с его	2	5
28	в своем	1	5
29	в себе	2	5
30	то же	5	5
31	той же	1	5
32	но он	1	5
33	тем что	2	5
34	так и	1	5
35	и что	1	5
36	же время	3	5
37	в той	1	5
38	одним из	2	4
39	самом деле	2	4
40	в ней	1	4
41	меньшей степени	2	4
42	он был	1	4
43	не в	2	4
44	все же	3	4
45	у нас	3	4
46	тот же	1	4
47	с одной	1	4
48	в котором	1	4
49	и даже	1	4
50	с другой	4	4
51	одной стороны	1	4
52	большей или	1	4
53	о котором	1	4
54	в большей	1	4
55	не может	7	4
56	все что	1	4
57	первый план	1	3
58	связанных с	1	3
59	было бы	3	3
60	на первый	2	3
61	этом отношении	2	3
62	до сих	2	3
63	того что	1	3
64	только в	2	3
65	конечно не	4	3
66	или меньшей	1	3
67	в данном	1	3
68	и не	8	3
69	сих пор	2	3
70	но это	2	3
71	и для	2	3
72	в искусстве	6	3
73	и то	3	2
74	из самых	1	2
75	должна быть	2	2
76	было и	1	2
77	мы не	2	2
78	а для	1	2
79	но конечно	2	2
80	но не	2	2
81	в наиболее	1	2
82	за пределы	1	2
83	он в	1	2
84	на его	1	2
85	он не	1	2
86	всех этих	2	2
87	находит себе	1	2
88	что все	2	2
89	это было	2	2
90	но если	1	2
91	в своей	3	2
92	их в	1	2
93	для этого	3	2
94	тогда когда	1	2
95	у кого	1	2
96	находятся в	1	2
97	это уже	2	2
98	превращается в	2	2
99	не могут	2	2
100	в области	3	2
101	данном случае	1	2
102	литературы и	2	2
103	в значительной	1	2
104	между тем	2	2
105	говорит он	1	2
106	тем более	1	2
107	переходит в	1	2
108	и прежде	1	2
109	в конце	2	2
110	может быть	6	2
111	как раз	2	2
112	человека и	1	2
113	до конца	1	2
114	а не	10	2
115	в частности	3	2
116	и потому	1	2
117	что мы	2	2
118	бы в	1	2
119	в том	2	2
120	все они	2	2
121	и у	2	2
122	другой стороны	3	2
123	состоит из	1	2
124	в сфере	1	1
125	и через	2	1
126	сам по	1	1
127	он может	1	1
128	мировоззрения и	1	1
129	он уже	1	1
130	в их	4	1
131	знакомый нам	1	1
132	не вполне	1	1
133	столько же	1	1
134	в различных	1	1
135	нет и	1	1
136	мы снова	1	1
137	уже знакомый	1	1
138	не самый	1	1
139	что по	1	1
140	более или	1	1
141	есть ли	1	1
142	искусство и	1	1
143	в этот	1	1
144	в которой	1	1
145	еще один	1	1
146	как основной	1	1
147	бы только	1	1
148	ее как	1	1
149	этот процесс	1	1
150	широком смысле	1	1
151	направлено на	1	1
152	связанные с	1	1
153	перестает быть	5	1
154	они в	1	1
155	не как	3	1
156	что еще	1	1
157	мы полагаем	1	1
158	нового читателя	2	1
159	для всех	2	1
160	тем в	1	1
161	их и	2	1
162	был первым	1	1
163	форму и	2	1
164	далеко не	1	1
165	с тем	1	1
166	со своими	1	1
167	он и	1	1
168	восприятия и	1	1
169	или менее	1	1
170	ничего подобного	1	1
171	не столько	2	1
172	красок и	1	1
173	в которых	1	1
174	признать что	1	1
175	общего и	1	1
176	по себе	2	1
177	этой области	3	1
178	что с	1	1
179	того как	1	1
180	путь и	1	1
181	подходят к	1	1
182	так много	1	1
183	ничего не	2	1
184	он успел	1	1
185	представляется нам	2	1
186	очень часто	1	1
187	исходить из	1	1
188	искусства и	1	1
189	могут быть	2	1
190	является одним	1	1
191	и это	1	1
192	же не	2	1
193	формы и	2	1
194	в пределах	1	1
195	с самим	1	1
196	начала и	1	1
197	к простому	1	1
198	нам известно	1	1
199	об этом	1	1
200	о нем	1	1
201	тех кто	1	1
202	и т.д	3	1
203	можно сказать	1	1
204	нас в	2	1
205	что и	2	1
206	это не	3	1
207	бы уж	1	1
208	художественного восприятия	1	1
209	сводить к	1	1
210	с каждым	1	1
211	и так	1	1
212	значительной мере	1	1
213	литературы в	1	1
214	уже не	1	1
215	или даже	1	1
216	одно из	1	1
217	для него	3	1
218	очень легко	1	1
219	мы можем	1	1
220	насколько нам	1	1
221	в системе	2	1
222	в широком	2	1
223	в последние	1	1
224	перестают быть	1	1
225	и сплошь	1	1
226	что для	1	1
227	полагаем что	1	1
228	в некоторых	2	1
229	к сожалению	3	1
230	не было	1	1
231	его как	1	1
232	о чем	2	1
233	и слово	1	1
234	стороны в	1	1
235	этой же	1	1
236	смысле этого	2	1
237	на эту	2	1
238	что же	1	1
239	по существу	2	1
240	выдвигает на	2	1
241	только для	1	1
242	на своем	1	1
243	не существует	1	1
244	конце концов	2	1
245	и необходимо	1	1
246	в словесном	1	1
247	словесном творчестве	1	1
248	природе и	1	1
249	в отдельности	1	1
250	это в	1	1
251	как на	1	1
252	в таком	1	1
