N	3gram	Berdyaev_M_2	Myshleni
1	в том что	2	19
2	по сравнению с	1	14
3	по отношению к	2	10
4	с точки зрения	1	10
5	для того чтобы	4	8
6	к тому что	3	7
7	так же как	3	6
8	от того что	3	6
9	то в чем	1	5
10	потому что он	2	4
11	на то что	1	4
12	и той же	2	3
13	до сих пор	3	3
14	в этом отношении	1	3
15	друг к другу	5	3
16	одной и той	2	3
17	мы видим в	1	2
18	это означает что	2	2
19	на высшую ступень	1	2
20	его отношение к	4	2
21	во втором случае	1	2
22	оно не может	1	2
23	к другу как	1	2
24	не может существовать	1	2
25	именно потому что	1	2
26	хотя и в	1	2
27	не может быть	8	2
28	друг друга а	1	1
29	том что в	1	1
30	в тот момент	1	1
31	что иное как	3	1
32	она никогда не	3	1
33	он сам не	1	1
34	но так как	1	1
35	на самом деле	1	1
36	того как в	1	1
37	же как и	3	1
38	по своему значению	1	1
39	не могли быть	1	1
40	как и все	1	1
41	того что есть	1	1
42	что он не	1	1
43	для этого нужно	1	1
44	он не способен	1	1
45	но он не	1	1
46	он сам по	1	1
47	есть и в	1	1
48	образу и подобию	1	1
49	привести и к	1	1
50	с другим и	1	1
51	он никогда не	1	1
52	и тогда когда	1	1
53	сам по себе	1	1
54	на той или	1	1
55	не потому что	1	1
56	и в этом	3	1
57	потому что в	1	1
58	все равно что	2	1
59	в этом направлении	1	1
60	ни в какие	1	1
61	есть не что	3	1
62	нас в этом	1	1
63	только тогда когда	1	1
64	не что иное	3	1
65	по образу и	1	1
66	он доходит до	1	1
67	как и в	2	1
68	и он сам	1	1
69	той или иной	1	1
70	не может уже	2	1
71	это приводит нас	1	1
72	никогда не мог	1	1
73	смысле этого слова	1	1
74	которая развилась в	1	1
75	после того как	2	1
76	вопрос о природе	1	1
77	подобно тому как	2	1
78	что и в	4	1
79	в конце концов	1	1
80	в них есть	1	1
