N	3gram	Losev_Vlad_1	Dialekti
1	и т д	2	19
2	ни в каком	1	8
3	в том что	7	7
4	то же время	4	4
5	одно и то	1	4
6	и то же	1	4
7	с другой стороны	3	4
8	в каком случае	1	4
9	на то что	4	4
10	в то же	4	4
11	более или менее	3	3
12	в этом смысле	4	3
13	да и то	1	3
14	только то что	1	3
15	в конце концов	3	3
16	и в этом	1	3
17	не может быть	3	3
18	содержит в себе	1	3
19	можно сказать что	2	3
20	я никогда не	1	2
21	как это мы	2	2
22	и в то	2	2
23	что он не	3	2
24	и почти не	1	2
25	но все это	1	2
26	в этом отношении	1	2
27	но что такое	1	2
28	так как он	2	2
29	и в частности	2	2
30	с одной стороны	1	2
31	это конечно не	1	2
32	во всяком случае	2	2
33	ни в чем	1	2
34	это и есть	1	2
35	о том что	7	2
36	и ни в	1	2
37	каком случае не	1	2
38	даже больше того	1	2
39	к тому что	1	2
40	но и все	1	1
41	как мы теперь	1	1
42	в чем не	1	1
43	по одному тому	1	1
44	мы имеем дело	1	1
45	дело в том	4	1
46	то время как	1	1
47	и той же	1	1
48	должны сказать что	1	1
49	об этом не	1	1
50	он как раз	1	1
51	в самом деле	1	1
52	и в особенности	1	1
53	но даже и	2	1
54	так или иначе	1	1
55	так что в	2	1
56	и что они	1	1
57	мы уже знаем	1	1
58	что же касается	4	1
59	как раз и	2	1
60	еще и сейчас	2	1
61	и больше ничего	1	1
62	мне кажется что	1	1
63	сказать что по	1	1
64	как мы увидим	2	1
65	на самом же	1	1
66	несмотря на свою	1	1
67	но это не	1	1
68	и ничего не	1	1
69	бы она ни	1	1
70	можно сказать только	1	1
71	не потому что	1	1
72	но она тоже	1	1
73	в том чтобы	2	1
74	если бы мы	1	1
75	но в то	1	1
76	вовсе не есть	1	1
77	в то время	2	1
78	и ни с	1	1
79	в связи с	1	1
80	то что он	5	1
81	ни наука ни	1	1
82	самом же деле	1	1
83	на весь свой	1	1
84	а в том	1	1
85	есть не что	1	1
86	вплоть до последних	1	1
87	и можно сказать	1	1
88	что иное как	1	1
89	и что она	1	1
90	одной и той	1	1
91	сам говорит что	1	1
92	не что иное	1	1
93	тем не менее	2	1
94	в сравнении с	1	1
95	дело не в	1	1
96	для того чтобы	2	1
97	т д в	1	1
98	несмотря на весь	1	1
99	к тому же	2	1
100	и о том	1	1
101	привело к тому	1	1
102	даже и просто	2	1
