N	2gram	Tiupa_Lite_2	Morfolog
1	может быть	17	52
2	и т	2	49
3	таким образом	1	20
4	представляет собой	2	17
5	не может	9	17
6	в этих	1	16
7	могут быть	2	15
8	и в	19	13
9	в этом	9	13
10	так как	3	12
11	и др	3	12
12	связи с	1	11
13	то же	12	9
14	мы имеем	1	9
15	так и	7	9
16	этом случае	2	9
17	не всегда	1	9
18	прежде всего	4	9
19	а не	20	9
20	и не	11	9
21	а затем	2	8
22	что и	2	8
23	с другой	8	8
24	по существу	3	8
25	в результате	2	8
26	в качестве	5	7
27	все же	2	7
28	но не	5	6
29	это не	1	6
30	подобно тому	2	6
31	не могут	1	6
32	а также	2	6
33	в том	10	6
34	а в	3	6
35	мы не	4	5
36	во всех	3	5
37	не все	1	5
38	тому как	2	5
39	то что	7	5
40	в образе	1	5
41	в ходе	1	5
42	далеко не	1	5
43	не менее	6	5
44	потому что	2	5
45	один из	4	5
46	наряду с	1	5
47	как бы	2	5
48	если в	2	4
49	как в	1	4
50	и как	3	4
51	не только	8	4
52	на этом	2	4
53	его в	1	4
54	было бы	2	4
55	вовсе не	2	4
56	как и	10	4
57	точки зрения	4	4
58	с точки	3	4
59	тем не	2	4
60	ничего не	3	4
61	тем что	4	4
62	в других	1	4
63	как мы	1	4
64	по отношению	4	4
65	другой стороны	4	4
66	так же	1	4
67	а если	2	4
68	отношению к	3	4
69	героя в	2	4
70	что в	4	4
71	начинается с	1	3
72	самом деле	1	3
73	на самом	1	3
74	в первом	1	3
75	и для	3	3
76	но в	2	3
77	в целом	2	3
78	в нашем	2	3
79	в пределах	1	3
80	он должен	1	3
81	и по	1	3
82	в ход	1	3
83	а по	1	3
84	из них	2	3
85	том что	7	3
86	в то	9	3
87	в сущности	3	3
88	того чтобы	1	3
89	в бою	2	3
90	и другим	1	3
91	на нем	1	3
92	в живых	1	3
93	то здесь	1	3
94	но и	10	3
95	он не	5	3
96	во втором	1	3
97	в какой	2	3
98	в начале	3	3
99	а то	1	3
100	друг друга	2	3
101	не является	2	3
102	для этой	1	3
103	из которых	2	3
104	последнем случае	1	3
105	но это	3	3
106	же в	2	3
107	героя и	1	3
108	в последнем	1	3
109	можно назвать	1	3
110	как это	2	2
111	тем же	3	2
112	для наших	1	2
113	а с	1	2
114	герой не	1	2
115	является функцией	1	2
116	как уже	2	2
117	и к	2	2
118	то в	2	2
119	право на	3	2
120	состоит в	9	2
121	можно было	1	2
122	и за	2	2
123	в другом	3	2
124	и иных	2	2
125	за ней	1	2
