N	3gram	Tiupa_Hudo_1	Istorich
1	в этих случаях	1	7
2	с другой стороны	5	7
3	в этом случае	1	5
4	в том что	7	5
5	тем не менее	3	5
6	что иное как	1	3
7	в связи с	1	3
8	не что иное	1	3
9	состоит в том	5	2
10	по отношению к	9	2
11	точно так же	1	2
12	таким образом и	1	2
13	с одной стороны	2	2
14	в то время	1	2
15	о том что	1	2
16	мы имеем в	3	2
17	так что она	1	2
18	как и в	1	2
19	к тому же	1	2
20	а после того	1	1
21	мы имеем дело	2	1
22	подобно тому как	1	1
23	в том числе	2	1
24	в соответствии с	1	1
25	с этой точки	1	1
26	с точки зрения	3	1
27	случае мы имеем	1	1
28	мы видим в	1	1
29	только то что	1	1
30	как это происходит	1	1
31	из того что	1	1
32	друг другу и	1	1
33	в таком случае	1	1
34	может быть и	2	1
35	в чем состоит	1	1
36	заключается в том	1	1
37	имеем дело с	1	1
38	так или иначе	3	1
39	имеются и в	1	1
40	перед тем как	1	1
41	значении в каком	1	1
42	так же как	1	1
43	и в том	1	1
44	что они хотят	1	1
45	этой точки зрения	1	1
46	есть не что	1	1
47	языка не может	1	1
48	в свою очередь	2	1
49	это и есть	1	1
50	и прежде всего	1	1
51	это происходит в	1	1
52	а не с	1	1
53	существенно отличается от	1	1
54	не может быть	3	1
55	можно сказать что	3	1
56	к своему собственному	1	1
57	друг от друга	1	1
58	в своей жизни	1	1
59	он не будет	1	1
