N	2gram	Medvedev_V_1	Problemy
1	и в	26	43
2	и не	19	29
3	т е	18	26
4	может быть	22	23
5	как бы	5	22
6	не может	17	18
7	в пределах	5	16
8	как и	7	14
9	у достоевского	1	14
10	но и	10	14
11	и т	23	13
12	в этом	26	13
13	точки зрения	3	13
14	что он	4	13
15	в нем	6	12
16	в одном	4	12
17	слова и	1	12
18	не только	25	11
19	в каждом	2	11
20	не в	6	11
21	по себе	2	11
22	но в	2	10
23	как мы	1	10
24	в его	14	10
25	прежде всего	13	10
26	еще не	2	9
27	он не	2	9
28	никогда не	4	9
29	т п	9	9
30	то же	10	8
31	лишь в	2	8
32	для него	8	8
33	и его	6	8
34	или в	3	8
35	перед нами	4	7
36	в самом	4	7
37	в то	6	7
38	слова с	1	7
39	и сам	1	7
40	в другом	2	7
41	в него	1	7
42	до сих	1	7
43	а не	7	7
44	сих пор	1	7
45	то что	6	7
46	и наконец	2	6
47	так сказать	2	6
48	не как	1	6
49	в этих	1	6
50	здесь не	1	6
51	приводит к	5	6
52	о нем	1	6
53	в том	15	6
54	в котором	3	6
55	у него	6	6
56	и все	1	6
57	сам по	1	5
58	самом деле	1	5
59	и он	2	5
60	но не	2	5
61	по отношению	7	5
62	хотя и	2	5
63	в себе	6	5
64	тон и	1	5
65	все эти	6	5
66	но ведь	1	5
67	на то	1	5
68	да и	1	5
69	таким образом	31	5
70	было бы	7	5
71	в слове	3	5
72	о том	10	5
73	никак не	1	5
74	и что	1	5
75	же время	5	5
76	вовсе не	3	5
77	в той	1	5
78	все это	10	5
79	бы в	3	5
80	а в	3	5
81	героя и	1	5
82	отношению к	7	5
83	достоевского в	1	4
84	а как	2	4
85	с его	3	4
86	во всех	6	4
87	себе и	2	4
88	сама по	1	4
89	вот как	4	4
90	в своем	8	4
91	т д	14	4
92	если же	1	4
93	человека в	2	4
94	же не	1	4
95	в них	4	4
96	далеко не	2	4
97	между собою	2	4
98	должно быть	2	4
99	во время	3	4
100	в своей	4	4
101	но он	1	4
102	у тургенева	3	4
103	их в	6	4
104	том же	6	4
105	в самой	1	4
106	или как	1	4
107	достоевский в	1	4
108	к тому	4	4
109	и это	1	4
110	по мере	1	4
111	этот вопрос	3	4
112	только в	7	4
113	же и	2	4
114	ни одного	2	4
115	как раз	3	4
116	с другой	11	4
117	на этот	1	4
118	то есть	1	4
119	не могут	7	4
120	но это	1	4
121	в результате	5	4
122	между ними	3	4
123	совершенно не	1	4
124	что в	10	4
125	также и	2	3
126	связи между	1	3
127	обойтись без	1	3
128	что если	1	3
129	в единстве	4	3
130	и свой	1	3
131	в виду	4	3
132	он был	1	3
133	он сам	2	3
134	художественном творчестве	6	3
135	его художественного	2	3
136	за пределы	1	3
137	стороны и	2	3
138	в художественном	10	3
