N	3gram	Propp_Russ_2	Myshleni
1	в том что	18	21
2	для того чтобы	6	10
3	с одной стороны	2	7
4	во всяком случае	1	6
5	не может быть	3	6
6	на то что	1	6
7	можно было бы	1	5
8	из того что	1	4
9	в том чтобы	2	4
10	о том что	4	4
11	состоит в том	13	3
12	в отличие от	3	3
13	как мы уже	1	3
14	в данном случае	6	3
15	смысле этого слова	1	3
16	мы видели что	4	3
17	мы не можем	2	3
18	по этому поводу	2	3
19	может рассматриваться как	1	3
20	в этом отношении	1	3
21	том что в	1	2
22	мы должны будем	1	2
23	в другом месте	1	2
24	более или менее	1	2
25	подобно тому как	3	2
26	в том же	1	2
27	потому что он	1	2
28	с таким же	1	2
29	той и другой	1	2
30	или во всяком	1	2
31	в этой теории	1	2
32	вопрос о том	1	2
33	только тогда когда	3	2
34	в некоторых других	1	1
35	не может не	1	1
36	в свете приведенных	1	1
37	с и сл	1	1
38	это обстоятельство не	1	1
39	прежде всего как	1	1
40	иметь в виду	1	1
41	дело в том	1	1
42	но так как	1	1
43	он показывает что	1	1
44	и в некоторых	2	1
45	о том как	1	1
46	если верно что	1	1
47	но все это	1	1
48	в своей книге	2	1
49	мы не будем	2	1
50	не входит в	1	1
51	на самом же	2	1
52	то что в	1	1
53	а вместе с	1	1
54	в своем исследовании	1	1
55	как и вообще	1	1
56	ту сторону этой	1	1
57	в применении к	1	1
58	что в первый	1	1
59	в такой же	1	1
60	до некоторой степени	1	1
61	дело не в	1	1
62	но вместе с	2	1
63	видели что в	1	1
64	ступени ее развития	1	1
65	оно зависит от	1	1
66	с другой стороны	1	1
67	так же как	4	1
68	во всей их	1	1
69	он был бы	1	1
70	к выводу что	1	1
71	для его решения	1	1
72	по его мнению	1	1
73	можно сказать что	1	1
74	нас не может	1	1
75	после того как	2	1
76	как одна из	1	1
77	к ее началу	1	1
78	не можем согласиться	1	1
79	самом же деле	2	1
80	как и в	1	1
81	вопрос который в	1	1
82	как мы видели	1	1
