N	2gram	Bakhtin_Fr_4	Psycholo
1	и в	29	38
2	то что	4	35
3	все время	3	30
4	в том	7	25
5	в самом	1	25
6	самом деле	1	21
7	что в	1	20
8	может быть	2	19
9	и что	1	18
10	на то	1	16
11	что она	1	16
12	точки зрения	4	16
13	в ней	3	15
14	то есть	21	15
15	том что	3	14
16	если бы	1	14
17	как бы	8	14
18	потому что	1	14
19	в этом	11	13
20	в этой	13	13
21	и мы	2	13
22	не только	10	12
23	таким образом	20	12
24	мы видим	3	12
25	мы увидим	2	12
26	что он	4	11
27	то же	10	10
28	в сущности	6	10
29	что это	5	10
30	и не	16	10
31	же самое	1	10
32	и все	13	10
33	с точки	2	9
34	того чтобы	3	9
35	и то	2	8
36	с этим	1	8
37	все же	3	8
38	и как	3	8
39	как и	12	8
40	в одном	1	8
41	видим что	1	8
42	и это	2	8
43	но только	2	8
44	вовсе не	9	8
45	как раз	2	8
46	для того	3	8
47	перед нами	4	8
48	для нас	1	8
49	из этого	2	8
50	мы уже	10	7
51	с другой	4	7
52	мы можем	3	7
53	не может	2	7
54	как мы	10	7
55	в ее	3	7
56	что у	3	7
57	и на	11	6
58	и если	1	6
59	он не	3	6
60	мы видели	7	6
61	в котором	2	6
62	самого начала	3	6
63	и его	8	6
64	к тому	2	6
65	с самого	3	6
66	и здесь	3	6
67	о том	2	6
68	один из	4	6
69	с одной	2	6
70	из них	6	6
71	так как	7	6
72	до сих	1	6
73	там где	3	6
74	должна быть	1	5
75	мы не	1	5
76	в своем	3	5
77	в которой	4	5
78	так сказать	2	5
79	на этом	2	5
80	в своей	5	5
81	казалось бы	1	5
82	в его	8	5
83	но и	9	5
84	одной стороны	2	5
85	в той	2	5
86	сих пор	1	5
87	или в	2	5
88	о котором	1	5
89	другой стороны	3	5
90	что эти	1	4
91	время как	1	4
92	что они	2	4
93	как в	2	4
94	в целом	1	4
95	все эти	9	4
96	в тех	1	4
97	раз в	2	4
98	в себе	3	4
99	в нем	5	4
100	при этом	3	4
101	здесь мы	1	4
102	она была	1	4
103	не мог	2	4
104	что эта	1	4
105	никогда не	2	4
106	в самой	1	4
107	как будто	2	4
108	в виду	2	4
109	что и	1	4
110	только в	2	4
111	конечно не	4	4
112	при помощи	1	4
113	у него	5	4
114	плана в	1	4
115	и даже	3	4
116	по своему	4	4
117	того что	3	4
118	и для	2	4
119	в свою	1	4
120	сказать что	5	4
121	в своих	2	4
122	того же	5	3
123	и этот	1	3
124	на словах	1	3
125	что по	1	3
126	и к	2	3
127	но в	12	3
128	одно и	1	3
129	что все	1	3
130	конечно в	1	3
131	его в	9	3
132	ни в	2	3
133	в них	7	3
134	далеко не	5	3
135	в один	2	3
136	со всей	1	3
137	место в	2	3
138	всякий раз	1	3
139	из области	1	3
140	с необычайной	1	3
141	бы не	2	3
142	в то	10	3
143	в плане	4	3
144	весь этот	2	3
145	в основе	2	3
146	на это	1	3
147	где он	2	3
148	и о	5	3
149	он был	2	3
150	эти два	1	3
151	здесь не	3	3
152	тот же	3	3
153	уже говорили	5	3
154	был бы	1	3
155	ее не	1	3
156	тем что	4	3
157	ссылается на	2	3
158	он приводит	1	3
159	в сборнике	1	3
160	только для	4	3
161	но это	4	3
162	все это	4	3
163	главным образом	1	3
164	одновременно и	3	3
165	а я	1	3
166	к этому	2	3
167	как на	2	3
168	в таком	1	3
169	отношения к	1	2
170	себя как	1	2
171	что образ	3	2
172	на самом	4	2
173	по преимуществу	3	2
174	все те	2	2
175	той же	3	2
176	здесь с	2	2
177	и столь	1	2
178	на их	2	2
179	всего этого	1	2
180	видели что	1	2
181	но как	3	2
182	в общем	1	2
183	в одной	2	2
184	как к	3	2
185	это был	2	2
186	целый ряд	1	2
187	и наконец	2	2
188	он в	1	2
189	что так	1	2
190	думать что	1	2
191	нами в	1	2
192	всех этих	3	2
193	в силу	1	2
194	и вот	3	2
195	и по	5	2
196	так например	1	2
197	мы слышим	4	2
198	и дает	2	2
199	такой же	3	2
200	автора и	1	2
201	в эту	3	2
202	исторической действительности	1	2
203	и ее	1	2
204	как все	1	2
205	образом и	3	2
206	но он	6	2
207	друг другу	1	2
208	но они	4	2
209	их в	2	2
210	в этих	2	2
211	можем сказать	1	2
212	и очень	1	2
213	дело не	1	2
214	он хочет	1	2
215	ничего не	1	2
216	деле он	1	2
217	животных и	3	2
218	у нас	1	2
219	утверждать что	1	2
220	с ее	3	2
221	свою очередь	1	2
222	данном случае	1	2
223	то время	2	2
224	со стороны	2	2
225	с ним	2	2
226	и та	1	2
227	но мы	2	2
228	и во	1	2
229	а у	1	2
230	у них	3	2
231	слов и	3	2
232	все прочие	1	2
233	что здесь	3	2
234	и одновременно	4	2
235	с каждым	1	2
236	это же	2	2
237	все они	5	2
238	со всеми	1	2
239	в качестве	3	2
240	для всех	1	2
241	есть в	2	2
242	уже не	2	2
243	в виде	1	2
244	к своим	1	2
245	для него	1	2
246	в конце	9	2
247	к самому	1	2
248	без всякой	1	2
249	здесь в	6	2
250	еще и	7	2
251	а с	1	2
252	говорит о	1	2
253	до конца	5	2
254	на время	1	2
255	уже давно	2	2
256	эти слова	1	2
257	к его	1	2
258	в данном	1	2
259	смысле этого	1	2
260	в первой	1	2
261	этого слова	1	2
262	с этой	1	2
263	благодаря этому	1	2
264	о мире	2	2
265	не знаем	1	2
266	и другими	1	2
267	не более	1	2
268	только что	1	2
269	так же	7	2
270	его к	2	2
271	и другие	2	2
272	они не	2	2
273	как известно	2	1
274	а под	1	1
275	же как	1	1
276	он считает	1	1
277	дел и	1	1
278	превращается у	1	1
279	с кем	1	1
280	и потому	1	1
281	силы и	1	1
282	это и	5	1
283	фон для	1	1
284	он развивает	1	1
285	с них	1	1
286	и есть	4	1
287	и до	5	1
288	из его	1	1
289	уже указывали	1	1
290	они продолжают	1	1
291	что мы	1	1
292	и людей	1	1
293	и тут	1	1
294	большую роль	2	1
295	дан в	1	1
296	сущности это	1	1
297	что многие	1	1
298	он как	1	1
299	приводит слова	1	1
300	не столько	2	1
301	и такой	1	1
302	на свою	1	1
303	между этими	1	1
304	с нашими	1	1
305	что ж	1	1
306	и он	1	1
307	в сцене	1	1
308	еще не	4	1
309	не имел	1	1
310	в чем	3	1
311	с его	4	1
312	но конечно	3	1
313	в изображении	1	1
314	слишком много	1	1
315	но не	2	1
316	именно на	1	1
317	не все	1	1
318	отношение к	1	1
319	отличие от	1	1
320	тут же	1	1
321	нет и	1	1
322	один и	2	1
323	относится к	1	1
324	и вовсе	1	1
325	независимо от	1	1
326	части в	1	1
327	все остальные	3	1
328	всей этой	1	1
329	кроме того	2	1
330	точкой для	1	1
331	хотя и	2	1
332	более или	3	1
333	в действительности	1	1
334	есть на	1	1
335	то в	3	1
336	придерживается и	1	1
337	поэтому он	1	1
338	в себя	2	1
339	благодаря этим	1	1
340	под ним	1	1
341	очень много	1	1
342	же слово	1	1
343	за это	1	1
344	для спасения	1	1
345	всей своей	1	1
346	это единственная	1	1
347	рассказ о	1	1
348	переходит на	1	1
349	и тот	2	1
350	только один	1	1
351	ее как	1	1
352	на его	2	1
353	смотреть как	1	1
354	заявляет что	1	1
355	все внешние	1	1
356	когда все	1	1
357	не как	1	1
358	однако он	1	1
359	отправной точкой	1	1
360	довольно часто	1	1
361	так уж	1	1
362	своего времени	3	1
363	подобно тому	3	1
364	и радость	1	1
365	но все	1	1
366	это конечно	2	1
367	как они	1	1
368	не будет	1	1
369	а затем	3	1
370	из-за этого	2	1
371	правда что	1	1
372	значение в	1	1
373	непосредственно за	1	1
374	чего он	1	1
375	том случае	1	1
376	и с	9	1
377	на этой	2	1
378	для своей	2	1
379	это не	5	1
380	в итоге	1	1
381	в жизни	2	1
382	а за	1	1
383	в слове	2	1
384	он и	5	1
385	о чем	2	1
386	о характере	1	1
387	событие с	1	1
388	в тоне	1	1
389	и тогда	1	1
390	еще раз	2	1
391	и становится	1	1
392	или менее	3	1
393	и при	2	1
394	что такое	1	1
395	рассказа о	1	1
396	нас не	1	1
397	мы встретились	1	1
398	в их	2	1
399	что вся	1	1
400	и посвящена	1	1
401	мысли и	1	1
402	бы мы	1	1
403	другие поэты	1	1
404	был не	1	1
405	и почти	1	1
406	и вообще	1	1
407	даже в	1	1
408	и вся	1	1
409	ему как	1	1
410	так он	1	1
411	можно ли	1	1
412	принадлежат к	2	1
413	дело в	2	1
414	здесь на	1	1
415	оттого что	3	1
416	на него	1	1
417	не по	1	1
418	свою роль	3	1
419	в самых	1	1
420	совершенно правильно	1	1
421	он мог	1	1
422	этими словами	1	1
423	очень большую	1	1
424	именно с	1	1
425	как она	1	1
426	тогда начинается	1	1
427	исключительно для	1	1
428	с таким	2	1
429	своей цели	1	1
430	этом отношении	1	1
431	что на	1	1
432	точном смысле	1	1
433	этих образов	2	1
434	за ними	1	1
435	у меня	2	1
436	которого он	1	1
437	и оно	1	1
438	мы встречаем	1	1
439	нам что	1	1
440	применяются к	1	1
441	которого я	1	1
442	бы он	1	1
443	в каждой	1	1
444	обычно в	1	1
445	итоги всему	1	1
446	и весело	2	1
447	значения и	1	1
448	в некоторых	1	1
449	не создал	1	1
450	самая игра	1	1
451	знаем что	1	1
452	уже с	1	1
453	роль в	3	1
454	своей речи	1	1
455	которые применяются	1	1
456	можно было	1	1
457	так и	11	1
458	под звуки	3	1
459	же выводу	1	1
460	те же	1	1
461	в споре	2	1
462	автор ссылается	1	1
463	и всюду	1	1
464	подойти к	1	1
465	в результате	4	1
466	что дело	1	1
467	здесь опять	1	1
468	не исчерпывается	1	1
469	в словах	2	1
470	по мере	1	1
471	у нее	1	1
472	создается впечатление	1	1
473	что самая	1	1
474	ты еще	1	1
475	он собирается	3	1
476	неожиданной и	1	1
477	можно сказать	1	1
478	нас в	1	1
479	знает что	1	1
480	это было	1	1
481	в конечном	1	1
482	серьезности и	1	1
483	авторов в	1	1
484	образом все	2	1
485	и всю	1	1
486	которой мы	1	1
487	этих слов	1	1
488	и грубо	1	1
489	новое в	1	1
490	не видел	1	1
491	в форме	1	1
492	в другой	2	1
493	еще более	1	1
494	и она	1	1
495	находим и	1	1
496	характера но	1	1
497	быть и	1	1
498	но с	1	1
499	всякого рода	2	1
500	о двух	1	1
501	дошло до	1	1
502	дело с	1	1
503	и этих	1	1
504	будто бы	1	1
505	сказали что	1	1
506	то все	1	1
507	в литературу	1	1
508	или же	1	1
509	по этому	1	1
510	до наших	2	1
511	образов в	1	1
512	большой бокал	1	1
513	и у	2	1
514	только на	1	1
515	ни одного	1	1
516	новую и	1	1
517	почти до	1	1
518	шахматные фигуры	2	1
519	и новым	1	1
520	словами он	2	1
521	за счет	3	1
522	и других	3	1
523	он однако	1	1
524	и их	3	1
525	ведь это	3	1
526	представлений о	2	1
527	два противоположных	1	1
528	этом плане	1	1
529	поэтому все	1	1
530	с этими	1	1
531	тому же	1	1
532	друг друга	2	1
533	противоречии с	1	1
534	тех которые	1	1
535	каждый из	1	1
536	у самого	1	1
537	образом что	1	1
538	в других	2	1
539	конца в	1	1
540	указание на	1	1
541	само собой	1	1
542	перейти к	1	1
543	момент в	1	1
544	евангельский текст	1	1
545	со всем	1	1
546	ней и	1	1
547	и точно	1	1
548	именно в	2	1
549	к которому	2	1
550	и самая	1	1
551	он это	1	1
552	чем он	1	1
553	тому как	3	1
554	в отличие	1	1
555	превращается в	3	1
556	он только	1	1
557	который с	1	1
558	и опять	1	1
559	был в	1	1
560	на которых	1	1
561	и самый	1	1
562	жизнь в	1	1
563	и первый	2	1
564	на эту	3	1
565	когда же	2	1
566	вероятно не	1	1
567	что из	2	1
568	ближе к	1	1
569	мы знаем	1	1
570	дело дошло	1	1
571	которую ставит	1	1
572	имеет свои	1	1
573	равно как	1	1
574	в частности	3	1
575	он представляет	1	1
576	разыгрывается как	1	1
577	где эта	2	1
578	внутренне противоречивое	1	1
579	в разговоре	1	1
580	нимало не	1	1
581	и глубоко	1	1
582	стал в	1	1
583	с традиционными	1	1
584	из этой	1	1
585	на свете	2	1
586	здесь все	1	1
587	и там	1	1
588	нечто совершенно	1	1
589	о его	2	1
590	между прочим	2	1
591	на высоту	1	1
592	находим мы	1	1
593	люди не	1	1
594	сцены в	1	1
595	древних авторов	2	1
596	которых он	2	1
597	в мировой	1	1
598	подчеркнуть и	1	1
599	для выражения	1	1
600	этого рода	2	1
601	начала и	3	1
602	эту историю	1	1
603	тот кто	1	1
604	в поучение	1	1
605	в отдельных	1	1
606	к одной	1	1
607	от него	1	1
608	идет не	1	1
609	от всех	2	1
610	было на	1	1
611	известные нам	1	1
612	бы на	2	1
