N	2gram	Trubetskoy_1	Problema
1	то есть	4	39
2	то что	7	38
3	и не	8	37
4	и в	26	35
5	не есть	1	33
6	сказать что	2	24
7	не только	10	24
8	том что	7	19
9	что такое	1	18
10	у нас	1	18
11	о том	6	18
12	может быть	10	18
13	в этом	15	17
14	настоящее время	1	16
15	но и	9	16
16	в настоящее	1	16
17	только в	4	14
18	что мы	2	14
19	во всяком	6	13
20	не может	4	13
21	не менее	3	13
22	потому что	7	13
23	и что	4	13
24	хотя бы	3	12
25	того что	3	12
26	в том	11	12
27	тем не	3	12
28	в таком	3	11
29	и даже	3	11
30	так что	3	11
31	прежде всего	2	11
32	значения и	1	11
33	что в	9	11
34	и с	10	10
35	еще не	2	10
36	таком случае	1	10
37	да и	1	10
38	всяком случае	6	10
39	ничего не	1	10
40	тем более	1	10
41	а не	5	10
42	в данном	1	10
43	для себя	1	9
44	в этой	4	9
45	только на	1	9
46	все же	6	8
47	как раз	1	8
48	по себе	1	8
49	было бы	1	8
50	ясно что	3	8
51	уже не	3	8
52	в виду	2	8
53	при помощи	1	8
54	все эти	6	7
55	конце концов	3	7
56	так и	6	7
57	в конце	6	7
58	бы и	1	7
59	казалось бы	1	7
60	совсем не	1	7
61	в его	5	7
62	не имеет	5	7
63	тоже не	1	7
64	смысле слова	1	7
65	не является	1	7
66	мы не	1	7
67	так как	9	7
68	что все	4	6
69	когда мы	1	6
70	мы и	1	6
71	можно сказать	3	6
72	крайней мере	5	6
73	на то	2	6
74	в виде	4	6
75	не существует	1	6
76	есть не	1	6
77	а именно	1	6
78	другими словами	1	6
79	в то	4	6
80	ни в	1	6
81	к сожалению	3	6
82	относится к	2	6
83	о чем	1	6
84	или иначе	3	6
85	по крайней	5	6
86	и для	5	6
87	мы можем	2	6
88	с другой	8	6
89	но в	7	6
90	в области	9	6
91	так или	3	6
92	же самое	2	6
93	но это	1	6
94	в себе	6	5
95	данном случае	1	5
96	в связи	3	5
97	как и	1	5
98	так же	5	5
99	еще и	1	5
100	кроме того	1	5
101	есть то	1	5
102	и все	2	5
103	под этим	1	5
104	с другими	4	5
105	между собой	1	5
106	то же	4	5
107	с этим	1	5
108	уже давно	2	5
109	по своему	2	5
110	одной стороны	7	5
111	другой стороны	1	5
112	с одной	7	5
113	в самом	4	5
114	и на	2	5
115	связи с	9	5
116	представление о	6	5
117	и более	1	5
118	и это	2	5
119	или иной	2	5
120	указывает на	1	5
121	той или	2	5
122	и здесь	2	4
123	и самый	1	4
124	случае не	3	4
125	не был	1	4
126	существует и	1	4
127	таким образом	22	4
128	сих пор	5	4
129	до сих	5	4
130	а в	4	4
131	если не	2	4
132	не можем	1	4
133	но не	8	4
134	и только	4	4
135	что она	1	4
136	но если	2	4
137	и о	3	4
138	в этих	4	4
139	или вообще	1	4
140	тот же	2	4
141	или по	2	4
142	в отношении	6	4
143	и есть	1	4
144	тем что	1	4
145	представить себе	1	4
146	без всякого	1	4
147	если бы	3	4
148	собой и	1	4
149	более или	5	4
150	всех этих	1	4
151	не вполне	3	4
152	значение в	1	4
153	и следовательно	1	4
154	не могут	2	4
155	в результате	3	4
156	далеко не	4	4
157	их в	1	4
158	для каждого	2	4
159	в общем	8	4
160	в каком	1	4
161	все это	6	4
162	самом деле	1	4
163	или менее	5	4
164	что он	4	4
165	заключается в	1	4
166	но именно	1	4
167	и как	3	4
168	тех пор	2	4
169	как бы	12	4
170	в своем	3	4
171	или что	1	3
172	о которых	1	3
173	и этот	1	3
174	в значительной	3	3
175	бы в	1	3
176	и наконец	2	3
177	то не	1	3
178	всей этой	1	3
179	только как	1	3
180	что они	1	3
181	только тогда	1	3
182	никто не	1	3
183	и их	1	3
184	не было	2	3
185	и тот	1	3
186	одновременно и	2	3
187	и всякий	1	3
188	такое положение	2	3
189	и является	2	3
190	только то	1	3
191	не знаем	1	3
192	ничего общего	2	3
193	в их	1	3
194	и того	1	3
195	то или	2	3
196	в нашем	1	3
197	его в	1	3
198	он сам	1	3
199	может ли	2	3
200	в нашей	1	3
201	должны были	1	3
202	к тому	6	3
203	и к	5	3
204	для того	5	3
205	из этих	10	3
206	это и	1	3
207	тогда когда	2	3
208	несмотря на	6	3
209	можно говорить	1	3
210	есть сам	1	3
211	лишь в	5	3
212	то ни	2	3
213	о котором	2	3
214	чистом виде	1	3
215	мы должны	6	3
216	и если	3	3
217	и от	4	3
218	оказывается что	3	3
219	один из	2	3
220	как только	1	3
221	перестает быть	2	3
222	в слове	1	3
223	этой области	1	3
224	только не	2	3
225	для этого	2	3
226	мы уже	1	3
227	но даже	1	3
228	иной раз	2	3
229	при этом	3	3
230	это тоже	1	3
231	с тем	18	3
232	том или	1	3
233	в своих	1	3
234	большей частью	3	3
235	с самого	3	3
236	но эта	1	3
237	точно так	3	3
238	уже в	2	3
239	как о	3	3
240	могли бы	1	3
241	все что	2	3
242	значительной мере	2	3
243	и по	4	3
244	субстанция не	1	2
245	его от	2	2
246	для всех	2	2
247	входит в	1	2
248	а ведь	1	2
249	в одно	2	2
250	числе и	4	2
251	из этого	2	2
252	друг к	1	2
253	точки зрения	13	2
254	бы то	2	2
255	отличается от	2	2
256	оно является	2	2
257	как на	8	2
258	себе в	1	2
259	здесь не	1	2
260	и ее	1	2
261	но при	2	2
262	и действительно	2	2
263	учение о	4	2
264	смысла и	1	2
265	на эту	1	2
266	к нему	7	2
267	как нечто	1	2
268	даже в	1	2
269	здесь идет	1	2
270	можно только	2	2
271	прийти к	1	2
272	или его	1	2
273	они относятся	1	2
274	того чтобы	5	2
275	во всех	2	2
276	эти элементы	1	2
277	ли это	2	2
278	или иное	2	2
279	не в	2	2
280	по тому	2	2
281	но все	7	2
282	он тоже	1	2
283	учению о	1	2
284	представляет собой	3	2
285	ничем не	4	2
286	вместе с	15	2
287	языка как	1	2
288	один и	1	2
289	в разные	1	2
290	совершенно не	1	2
291	на этой	1	2
292	но зато	1	2
293	свидетельствует о	2	2
294	в корне	1	2
295	чтобы не	1	2
296	или о	1	2
297	уже с	3	2
298	и конечно	1	2
299	состоит из	1	2
300	в той	1	2
301	на это	1	2
302	из которых	4	2
303	и прежде	1	2
304	которые в	2	2
305	сами по	1	2
306	и при	3	2
307	утверждать что	2	2
308	в качестве	3	2
309	нет никакой	1	2
310	идет речь	1	2
311	общего с	2	2
312	положение дела	2	2
313	эта связь	1	2
314	только с	1	2
315	никуда не	1	2
316	основана на	1	2
317	должно быть	1	2
318	к другу	2	2
319	нам в	1	2
320	той же	1	2
321	это было	1	2
322	в них	2	2
323	с этими	1	2
324	мере в	1	2
325	ни с	1	2
326	что и	6	2
327	имеет никакого	1	2
328	совпадает с	1	2
329	которые раньше	1	2
330	является для	1	2
331	она и	1	2
332	при таком	2	2
333	не так	1	2
334	он не	4	2
335	роль в	1	2
336	нет ничего	1	2
337	том числе	5	2
338	самого начала	2	2
339	в такой	1	2
340	время и	1	2
341	между этими	2	2
342	а также	2	2
343	это совершенно	1	2
344	в какой-то	1	2
345	в ней	1	2
346	само понятие	1	2
347	и особенно	2	2
348	настоящего времени	1	2
349	что оно	4	2
350	что с	1	2
351	конечно не	2	2
352	однако это	1	2
353	бытия или	1	2
354	имеем в	1	2
355	не совпадает	1	2
356	быть и	2	2
357	или ином	1	2
358	мысль о	2	2
359	речь идет	1	2
360	на небе	2	1
361	не означает	1	1
362	может не	1	1
363	одним из	2	1
364	что о	2	1
365	не могла	2	1
366	из таких	1	1
367	каждом из	1	1
368	ориентировались на	1	1
369	с первого	1	1
370	но с	3	1
371	всегда в	1	1
372	и далее	1	1
373	бы по	1	1
374	случае между	1	1
375	бы быть	1	1
376	на себе	1	1
377	и нет	3	1
378	в свое	1	1
379	во всей	1	1
380	к их	1	1
381	все те	1	1
382	есть тот	1	1
383	еще нельзя	1	1
384	должны быть	1	1
385	место в	1	1
386	именно к	1	1
387	что эти	3	1
388	этого последнего	2	1
389	как этот	1	1
390	мы ничего	1	1
391	думать о	1	1
392	к учению	1	1
393	от этого	1	1
394	среди прочих	1	1
395	людей и	2	1
396	иное значение	1	1
