N	2gram	Propp_Isto_6	Dialekti
1	не есть	2	47
2	и не	10	30
3	т е	22	30
4	миф не	1	22
5	может быть	11	20
6	не только	10	19
7	и в	26	19
8	и т	10	17
9	в мифе	4	16
10	а не	2	16
11	в себе	3	15
12	т д	8	15
13	что она	3	14
14	потому что	13	14
15	то что	6	14
16	в том	12	14
17	так как	18	14
18	и даже	1	14
19	как бы	4	14
20	вовсе не	2	13
21	то же	5	12
22	точки зрения	1	12
23	не просто	1	12
24	но и	9	12
25	значит что	2	12
26	и как	2	10
27	что это	2	10
28	в нем	8	10
29	ни в	2	10
30	как и	5	10
31	том что	10	10
32	сказать что	3	10
33	так и	5	10
34	это не	4	10
35	никогда не	13	9
36	же и	1	9
37	не может	6	9
38	мы уже	6	8
39	в этом	12	8
40	в своей	3	8
41	не в	3	8
42	она не	3	8
43	прежде всего	4	8
44	это есть	1	8
45	это значит	1	8
46	и то	3	7
47	есть не	1	7
48	время как	3	7
49	так что	3	7
50	и к	1	7
51	как это	5	7
52	только тогда	1	7
53	но что	1	7
54	как будто	3	7
55	но это	4	7
56	что в	12	7
57	но не	2	6
58	что они	2	6
59	в то	5	6
60	не могу	1	6
61	что он	9	6
62	не потому	3	6
63	что не	2	6
64	того что	2	6
65	и может	1	6
66	есть и	4	6
67	жизни и	2	6
68	и это	8	5
69	должна быть	3	5
70	есть ли	1	5
71	в силу	1	5
72	в одну	1	5
73	жизнь и	1	5
74	и его	7	5
75	и с	6	5
76	о том	7	5
77	и что	5	5
78	можно сказать	2	5
79	а она	1	5
80	но как	4	5
81	что миф	1	5
82	что и	4	5
83	тела и	2	5
84	с другой	10	5
85	а именно	9	5
86	и пр	1	5
87	в одно	2	5
88	только что	2	5
89	только в	5	5
90	и есть	1	4
91	еще не	9	4
92	тут же	1	4
93	или иное	3	4
94	в одной	2	4
95	независимо от	3	4
96	в своем	2	4
97	все же	8	4
98	только то	2	4
99	та же	3	4
100	как он	6	4
101	и если	1	4
102	при этом	3	4
103	он не	2	4
104	и вот	3	4
105	и по	4	4
106	одно и	1	4
107	таким образом	12	4
108	одна и	1	4
109	а потом	2	4
110	в одном	3	4
111	но он	2	4
112	все это	1	4
113	с ним	8	4
114	по своей	1	4
115	в таком	1	4
116	не могут	1	4
117	есть только	1	4
118	что оно	4	4
119	в ее	1	4
120	то или	2	4
121	и когда	1	4
122	ясно что	1	4
123	в другом	1	4
124	к нему	1	4
125	и только	3	4
126	как нечто	1	4
127	уже в	1	4
128	одно из	1	4
129	то время	3	4
130	от того	3	4
131	в связи	1	4
132	могут быть	3	4
133	том смысле	1	4
134	быть и	1	4
135	а в	3	4
136	другой стороны	8	4
137	же как	3	3
138	таком случае	1	3
139	как мы	4	3
140	что если	1	3
141	вопрос о	3	3
142	что иное	2	3
143	оно есть	1	3
144	иное как	1	3
145	есть просто	1	3
146	в этой	2	3
147	она сама	1	3
148	с этим	2	3
149	кроме того	3	3
150	и где	1	3
151	от этого	3	3
152	эти вопросы	1	3
153	после этого	4	3
154	не значит	1	3
155	есть та	1	3
156	же не	2	3
157	об этом	1	3
158	его в	5	3
159	чтобы все	1	3
160	было бы	2	3
161	уже знаем	2	3
162	в один	1	3
163	мы имеем	14	3
164	в этих	2	3
165	или вообще	2	3
166	но тут	1	3
167	и более	1	3
168	что этот	2	3
169	даже в	2	3
170	можно ли	1	3
171	не менее	1	3
172	ничего не	2	3
173	или как	2	3
174	как только	3	3
175	должны быть	2	3
176	по воздуху	3	3
177	это только	1	3
178	все его	1	3
179	уже не	7	3
180	как они	1	3
181	все время	2	3
182	может иметь	2	3
183	он есть	1	3
184	же мы	5	3
185	будто бы	1	3
186	мы находим	2	3
187	есть выражение	1	3
188	и из	1	3
189	о котором	2	3
190	не было	3	3
191	себе не	1	3
192	о чем	2	3
193	сейчас же	1	3
194	нет ни	2	3
195	в данном	3	3
196	когда мы	2	3
197	в это	4	3
198	и от	3	3
199	время не	1	3
200	его с	3	3
201	или другой	2	3
202	то не	1	3
203	е в	2	3
204	неотделим от	1	3
205	не что	1	3
206	то оно	1	3
207	они не	3	3
208	смысле что	1	3
209	также что	1	2
210	также и	1	2
211	связана с	3	2
212	только потому	1	2
213	что эти	2	2
214	его не	2	2
215	например в	7	2
216	бы ни	1	2
217	то это	5	2
218	зависимости от	2	2
219	в ней	5	2
220	по линии	1	2
221	во всех	1	2
222	что я	1	2
223	в голове	1	2
224	которые не	1	2
225	в истории	1	2
226	мере в	1	2
227	как в	6	2
228	и нет	1	2
229	перед нами	2	2
230	более или	1	2
231	уже нельзя	1	2
232	но в	7	2
233	в противоположность	1	2
234	души как	1	2
235	так или	1	2
236	все эти	8	2
237	раз в	1	2
238	на его	4	2
239	не как	1	2
240	на этом	1	2
241	но все	2	2
242	не будет	5	2
243	в мире	1	2
244	на все	1	2
245	с целью	1	2
246	можно узнать	1	2
247	в жизни	1	2
248	солнце и	2	2
249	она и	1	2
250	с тем	4	2
251	несмотря на	1	2
252	или менее	1	2
253	от религии	1	2
254	и при	1	2
255	миф о	2	2
256	в зависимости	1	2
257	живут в	1	2
258	тем не	1	2
259	их в	3	2
260	миф и	2	2
261	тому что	1	2
262	что есть	1	2
263	что с	1	2
264	предмет ее	1	2
265	того как	3	2
266	на него	2	2
267	в царство	11	2
268	это мы	2	2
269	мире и	1	2
270	уже и	1	2
271	что на	1	2
272	в области	1	2
273	и надо	1	2
274	к тому	2	2
275	когда они	1	2
276	также имеет	1	2
277	с ее	1	2
278	данном случае	3	2
279	нами выше	1	2
280	только через	3	2
281	что у	2	2
282	том как	3	2
283	имеется в	3	2
284	вот и	1	2
285	но мы	2	2
286	или на	1	2
287	есть так	1	2
288	между тем	1	2
289	или иначе	1	2
290	не отличаются	1	2
291	эти два	2	2
292	необходима для	1	2
293	и можно	1	2
294	всяком случае	2	2
295	мы должны	2	2
296	что здесь	3	2
297	мы видим	5	2
298	с ними	2	2
299	с одной	7	2
300	есть в	1	2
301	если мы	1	2
302	и они	2	2
303	или в	3	2
304	но вот	2	2
305	тем что	5	2
306	в очень	4	2
307	до сих	4	2
308	именно в	1	2
309	я был	1	2
310	делает их	1	2
311	в некоторых	2	2
312	в воздухе	1	2
313	зависит от	4	2
314	лечение и	1	2
315	как ни	1	2
316	что мы	2	2
317	когда я	1	2
318	в частности	3	2
319	нами как	2	2
320	вместе с	8	2
321	так же	2	2
322	что же	2	2
323	быть только	2	2
324	в тех	3	2
325	сих пор	4	2
326	новые и	1	2
327	есть что-то	1	2
328	думают что	1	2
329	которые были	1	2
330	от земли	1	2
331	же есть	1	2
332	и часто	1	2
333	мы только	1	2
334	в другое	1	2
335	это может	1	2
336	это еще	3	2
337	же в	1	2
338	есть уже	1	2
339	может и	1	2
340	в виде	6	2
341	ее в	6	2
342	того или	1	2
343	в своих	3	2
344	во всяком	2	2
345	речь идет	1	1
346	он также	1	1
347	потом и	1	1
348	того же	2	1
349	все новые	1	1
350	тех же	1	1
351	идет о	1	1
352	не через	1	1
353	очень много	1	1
354	между двумя	1	1
355	и до	2	1
356	оно было	1	1
357	в какой-то	1	1
358	все те	1	1
359	им самим	1	1
360	понятия но	1	1
361	по голове	1	1
362	которую мы	1	1
363	к женщине	1	1
364	ответить на	1	1
365	и новые	1	1
366	нам в	1	1
367	что под	1	1
368	есть царство	2	1
369	но она	1	1
370	что можно	1	1
371	не все	1	1
372	кто же	1	1
373	и он	4	1
374	всех сторон	1	1
375	не от	1	1
376	он был	2	1
377	на них	1	1
378	общий и	1	1
379	же жизнь	1	1
380	бы она	1	1
381	природы и	1	1
382	точно выражает	1	1
383	больше на	1	1
384	них всегда	1	1
385	ее к	3	1
386	земле но	1	1
387	отличие от	1	1
388	разница в	1	1
389	видах и	1	1
390	делается все	1	1
391	первый взгляд	1	1
392	что именно	1	1
393	вот мы	1	1
394	стороны и	2	1
395	такова же	2	1
396	что касается	2	1
397	однако не	1	1
398	которое и	1	1
399	когда он	3	1
400	она живет	1	1
401	уже содержит	1	1
402	христианская религия	1	1
403	для которой	1	1
404	духа в	1	1
405	и конечно	2	1
406	мы сразу	1	1
407	в целом	1	1
408	сказать о	1	1
409	образом и	2	1
410	за это	1	1
411	он в	1	1
412	из этих	4	1
413	по форме	1	1
414	же эта	2	1
415	голова и	1	1
416	в жертву	5	1
417	если он	3	1
418	но на	1	1
419	вообще не	3	1
420	в чужую	1	1
421	к выводу	1	1
422	земли на	1	1
423	задний план	1	1
424	связанные с	1	1
425	и миф	2	1
426	ниоткуда не	1	1
427	собственно не	1	1
428	предмет а	1	1
429	и эти	5	1
430	не связан	1	1
431	этого вопроса	1	1
432	дает нам	2	1
433	пор мы	2	1
434	того можно	1	1
435	на земле	4	1
436	свое время	1	1
437	д все	1	1
438	слились в	1	1
439	из него	2	1
440	но дело	1	1
441	живущие и	1	1
442	жить в	1	1
443	от нее	2	1
444	что все	1	1
445	главным образом	3	1
446	или даже	1	1
447	знает что	1	1
448	отличается тем	1	1
449	со всех	1	1
450	известно что	2	1
451	и проходит	1	1
452	и тем	4	1
453	тех которые	2	1
454	но уже	1	1
455	в них	3	1
456	также не	2	1
457	ни одной	2	1
458	далеко не	3	1
459	показывает что	3	1
460	нас к	5	1
461	попадает в	3	1
462	не всегда	4	1
463	есть явление	1	1
464	совершенно особый	1	1
465	перейдем к	1	1
466	чем в	1	1
467	когда в	2	1
468	и становится	1	1
469	на первый	3	1
470	в эту	2	1
471	ничего специфически	1	1
472	но если	1	1
473	и сейчас	2	1
474	по тому	1	1
475	и ее	3	1
476	на месте	1	1
477	в котором	1	1
478	еще нет	4	1
479	она в	2	1
480	еще с	1	1
481	или вернее	1	1
482	знаем что	2	1
483	от его	1	1
484	он проходит	1	1
485	а есть	1	1
486	не будем	2	1
487	силу и	2	1
488	все богатство	1	1
