N	3gram	Losev_Vlad_1	Problema
1	тем не менее	2	18
2	и т д	2	10
3	для того чтобы	2	8
4	на то что	4	8
5	как раз и	2	7
6	содержит в себе	1	7
7	в этом смысле	4	6
8	вовсе не есть	1	6
9	о том что	7	5
10	в том что	7	5
11	только то что	1	4
12	в конце концов	3	4
13	в связи с	1	4
14	в то же	4	4
15	что же касается	4	3
16	дело в том	4	3
17	более или менее	3	3
18	указывает на то	1	3
19	в каком случае	1	3
20	то что он	5	3
21	во всяком случае	2	3
22	ни в каком	1	3
23	и о том	1	3
24	и тем самым	1	3
25	но отнюдь не	1	3
26	не только не	1	3
27	можно сказать что	2	3
28	в настоящее время	1	3
29	с другой стороны	3	3
30	по этому поводу	1	3
31	в себе не	1	3
32	что иное как	1	2
33	с ним на	1	2
34	случае не может	1	2
35	не говоря уже	1	2
36	как это мы	2	2
37	в самом деле	1	2
38	так или иначе	1	2
39	свидетельствует о том	1	2
40	в таких случаях	1	2
41	есть не что	1	2
42	также и то	2	2
43	как мы увидим	2	2
44	и то что	4	2
45	у нас выше	1	2
46	так как он	2	2
47	и что в	1	2
48	в этой области	1	2
49	можно сказать только	1	2
50	на этот раз	4	2
51	а также и	1	2
52	истории философии и	2	2
53	и в этом	1	2
54	каком случае не	1	2
55	не может быть	3	2
56	мы увидим ниже	3	2
57	не потому что	1	2
58	необходимо сказать что	1	2
59	мы должны сказать	1	2
60	с тем что	1	2
61	в истории философии	2	2
62	не что иное	1	2
63	а иной раз	3	1
64	а не к	1	1
65	но как раз	1	1
66	и это было	1	1
67	сказать что он	1	1
68	вместе с тем	1	1
69	что в последние	1	1
70	по одному тому	1	1
71	мы скажем ниже	1	1
72	что отнюдь не	1	1
73	мы имеем дело	1	1
74	даже больше того	1	1
75	на который мы	1	1
76	всем известно что	1	1
77	маха и авенариуса	1	1
78	должны сказать что	1	1
79	мы уже сказали	2	1
80	но даже и	2	1
81	также и в	1	1
82	в том же	1	1
83	а по своему	1	1
84	останавливается на этом	1	1
85	на первый план	2	1
86	а следовательно и	1	1
87	в дальнейшем мы	1	1
88	говоря уже о	1	1
89	мы не будем	1	1
90	и притом не	1	1
91	и в то	2	1
92	везде в таких	1	1
93	от другого или	1	1
94	на самом же	1	1
95	в этом отношении	1	1
96	а в дальнейшем	2	1
97	об этом не	1	1
98	этому поводу с	1	1
99	он был и	1	1
100	из них не	1	1
101	одно и то	1	1
102	в это время	1	1
103	но в окончательном	1	1
104	как раз в	1	1
105	то время как	1	1
106	себя к этой	1	1
107	если бы мы	1	1
108	на что они	1	1
109	но в то	1	1
110	не только в	2	1
111	и то же	1	1
112	так и в	1	1
113	и потому что	3	1
114	скажем несколько слов	1	1
115	как он будет	1	1
116	и ничего не	1	1
117	этим и объясняется	1	1
118	нам представляется что	1	1
119	в течение всей	4	1
120	потому что она	1	1
121	бы обратить внимание	2	1
122	еще и потому	2	1
123	бы то ни	1	1
124	только в таком	1	1
125	же деле это	1	1
126	уже видели что	1	1
127	до настоящего времени	1	1
128	тут уже не	1	1
129	и в том	1	1
130	мы уже видели	1	1
131	вовсе не из	1	1
132	но и вообще	1	1
133	новое качество в	1	1
134	раз и навсегда	1	1
135	в этом же	1	1
136	то что для	1	1
137	заключается в том	1	1
138	в то время	2	1
139	в том чтобы	2	1
140	даже и в	1	1
141	сейчас же пока	1	1
142	качество в котором	1	1
143	и говорил что	1	1
144	сказать что здесь	1	1
145	а именно с	1	1
146	один от другого	1	1
147	но он ничего	1	1
148	уже нет никаких	1	1
149	и в литературе	1	1
150	как мы уже	3	1
151	к тому что	1	1
152	в сравнении с	1	1
153	самом же деле	1	1
154	к тому же	2	1
155	нужно сказать о	1	1
156	и только в	1	1
