N	2gram	Bakhtin_Pr_4	Vladivir
1	и в	46	30
2	в этом	16	20
3	то что	4	20
4	у него	5	19
5	и не	27	18
6	в том	9	18
7	и с	7	14
8	что он	6	13
9	в конце	3	13
10	не только	14	12
11	том что	4	12
12	что в	4	12
13	как мы	12	11
14	в его	9	11
15	а в	2	11
16	сказать что	2	11
17	и вообще	1	10
18	не было	2	10
19	и даже	3	10
20	все же	4	9
21	кроме того	4	9
22	было бы	3	9
23	не в	10	9
24	в то	5	9
25	не может	19	9
26	для него	2	9
27	потому что	4	9
28	в своем	3	8
29	но в	6	8
30	что же	3	8
31	связи с	1	8
32	в письме	1	8
33	но и	12	8
34	в связи	1	8
35	вместе с	2	8
36	до конца	4	7
37	то есть	40	7
38	ни в	6	7
39	которую он	2	7
40	точки зрения	11	7
41	никогда не	6	7
42	не менее	2	7
43	в эти	1	7
44	может быть	23	7
45	а не	11	7
46	как это	1	7
47	для нас	2	7
48	и все	9	7
49	также и	3	6
50	хотя и	6	6
51	и к	9	6
52	в себе	7	6
53	об этом	2	6
54	и его	6	6
55	у нас	2	6
56	его жизни	1	6
57	только в	6	6
58	всяком случае	1	6
59	а именно	1	6
60	еще и	4	6
61	прежде всего	9	6
62	к этому	1	6
63	жизни и	5	6
64	во всяком	2	6
65	того же	3	5
66	и то	1	5
67	с этим	2	5
68	все эти	4	5
69	при этом	5	5
70	как и	12	5
71	в своей	3	5
72	в котором	5	5
73	по себе	7	5
74	так как	5	5
75	для себя	1	5
76	так и	4	5
77	с ним	2	5
78	и что	3	5
79	он уже	2	5
80	так что	2	5
81	как бы	19	5
82	все это	6	5
83	в результате	2	5
84	то же	6	4
85	той же	3	4
86	то это	3	4
87	и он	6	4
88	в ней	1	4
89	и на	11	4
90	время в	1	4
91	с его	5	4
92	отношение к	3	4
93	что это	1	4
94	в целом	1	4
95	в этой	3	4
96	и если	1	4
97	на его	1	4
98	в нем	17	4
99	он не	4	4
100	его в	1	4
101	и мы	1	4
102	несмотря на	1	4
103	мы знаем	1	4
104	в этих	4	4
105	не есть	1	4
106	и о	3	4
107	здесь не	4	4
108	можно сказать	4	4
109	о том	5	4
110	с которыми	1	4
111	конечно не	8	4
112	вовсе не	9	4
113	со стороны	1	4
114	именно в	1	4
115	так же	3	4
116	в это	1	4
117	но это	6	4
118	письме к	1	4
119	и наконец	4	4
120	на этот	2	4
121	него в	3	4
122	по поводу	1	4
123	это время	1	4
124	отношения к	2	3
125	нам кажется	5	3
126	и вот	1	3
127	именно к	1	3
128	во всех	5	3
129	но не	4	3
130	отличие от	3	3
131	как в	4	3
132	и как	2	3
133	более или	3	3
134	так или	1	3
135	из этих	3	3
136	учение о	1	3
137	в очень	1	3
138	им в	1	3
139	в последний	2	3
140	таким образом	4	3
141	те же	2	3
142	должен был	1	3
143	в них	1	3
144	должно быть	4	3
145	или менее	3	3
146	в отношении	3	3
147	я его	1	3
148	с точки	9	3
149	не столько	1	3
150	в отличие	3	3
151	что я	6	3
152	но он	3	3
153	не могли	2	3
154	том же	4	3
155	вплоть до	1	3
156	только и	2	3
157	же время	5	3
158	к ней	2	3
159	в области	1	3
160	он и	4	3
161	когда мы	1	3
162	и это	3	3
163	никак не	3	3
164	что и	3	3
165	мы будем	2	3
166	никак нельзя	1	3
167	уже не	4	3
168	я в	1	3
169	уже в	4	3
170	а это	1	3
171	сказать о	1	3
172	здесь мы	1	3
173	даже и	1	3
174	или иначе	1	3
175	дело в	3	3
176	наконец в	1	3
177	конце концов	1	3
178	нет ничего	1	3
179	в данном	2	3
180	да и	4	3
181	по существу	3	3
182	своей жизни	1	3
183	и для	3	3
184	уже на	1	3
185	еще более	3	3
186	хотя бы	2	3
187	в свою	1	3
188	в таком	1	3
189	это в	1	3
190	и особенно	1	3
191	я и	1	2
192	сам по	3	2
193	этого последнего	1	2
194	и есть	1	2
195	и до	3	2
196	из его	1	2
197	мы уже	3	2
198	что если	1	2
199	не вполне	1	2
200	к брату	1	2
201	есть для	1	2
202	не был	1	2
203	в общем	2	2
204	себе и	3	2
205	он пишет	1	2
