N	2gram	Bakhtin_Pr_1	Istorich
1	и т	14	27
2	и в	38	26
3	т д	1	24
4	так же	1	18
5	то что	8	16
6	не только	9	15
7	может быть	26	14
8	что в	7	14
9	но и	9	12
10	связь с	3	12
11	и пр	2	11
12	так и	5	10
13	таким образом	10	10
14	и его	16	10
15	что он	2	10
16	все же	6	9
17	его в	9	9
18	что и	2	9
19	и не	42	9
20	то же	5	8
21	а в	6	8
22	мы имеем	2	7
23	в этом	15	7
24	он не	3	7
25	как и	7	7
26	в этих	2	7
27	как в	4	7
28	что здесь	1	7
29	еще не	7	6
30	как он	1	6
31	не всегда	6	6
32	мы можем	6	6
33	могут быть	5	6
34	в дальнейшем	3	6
35	к нему	10	6
36	а не	5	6
37	не может	27	6
38	вместе с	1	6
39	в иной	1	6
40	это и	1	5
41	мы уже	1	5
42	но не	12	5
43	и как	8	5
44	но в	4	5
45	уже не	1	5
46	и только	4	5
47	в другом	2	5
48	и с	17	5
49	это не	5	5
50	не в	7	5
51	ничего не	6	5
52	и у	2	5
53	как мы	7	5
54	на нем	1	5
55	и здесь	2	5
56	и что	2	5
57	в его	43	5
58	с ними	4	5
59	в одном	1	5
60	тем что	2	5
61	до сих	1	5
62	и др	8	5
63	в некоторых	2	5
64	из которых	2	5
65	сих пор	1	5
66	мы должны	2	5
67	к этому	2	5
68	вопрос о	1	4
69	на себя	1	4
70	в которых	1	4
71	не просто	1	4
72	дает нам	2	4
73	но он	1	4
74	в своей	7	4
75	некоторых случаях	1	4
76	но эта	1	4
77	здесь не	4	4
78	о том	4	4
79	и даже	3	4
80	прибавить что	1	4
81	вовсе не	2	4
82	с другой	7	4
83	такое же	1	4
84	а на	1	4
85	все что	3	4
86	в тех	3	4
87	другой стороны	4	4
88	он получает	1	3
89	например в	3	3
90	что иное	1	3
91	и действительно	1	3
92	относится к	4	3
93	все эти	5	3
94	на то	2	3
95	и если	1	3
96	при этом	5	3
97	он должен	2	3
98	что у	1	3
99	том что	3	3
100	и при	2	3
101	по сравнению	1	3
102	с миром	4	3
103	и более	2	3
104	как это	2	3
105	что эта	2	3
106	не имеет	9	3
107	на него	3	3
108	во всем	2	3
109	связи с	2	3
110	к себе	2	3
111	есть только	2	3
112	иногда даже	1	3
113	и он	2	3
114	она не	2	3
115	данном случае	4	3
116	иное как	1	3
117	а также	1	3
118	в том	8	3
119	мы увидим	3	3
120	только в	13	3
121	как нечто	3	3
122	или же	1	3
123	человека с	1	3
124	и других	2	3
125	связан с	1	3
126	не на	5	3
127	о чем	1	3
128	там где	6	3
129	что мы	1	3
130	входить в	1	3
131	к своему	2	3
132	в данном	4	3
133	сравнению с	1	3
134	как бы	22	3
135	по существу	2	3
136	или в	2	3
137	для нас	1	3
138	но это	3	3
139	только что	1	3
140	между ними	4	3
141	не что	1	3
142	к этой	1	3
143	и другие	2	3
144	мы здесь	4	2
145	он может	2	2
146	и есть	2	2
147	должна быть	4	2
148	и за	1	2
149	а как	3	2
150	общих чертах	1	2
151	тех же	1	2
152	к ним	1	2
153	вступают в	1	2
154	отношение к	10	2
155	иногда и	3	2
156	нам право	1	2
157	ждет своего	1	2
158	в этой	1	2
159	в истории	2	2
160	в своем	5	2
161	хотя и	3	2
162	конечно не	5	2
163	это чисто	1	2
164	что это	2	2
165	в целом	3	2
166	в главе	1	2
167	в себе	4	2
168	другом случае	1	2
169	в нем	15	2
170	не к	6	2
171	его от	1	2
172	на этом	2	2
173	так например	1	2
174	в одну	1	2
175	здесь мы	2	2
176	лишь в	2	2
177	или просто	1	2
178	хотя бы	4	2
179	было бы	8	2
180	в свой	1	2
181	из них	1	2
182	и тем	3	2
183	ни одной	1	2
184	этого не	1	2
185	с тем	1	2
186	при изучении	1	2
