N	2gram	Vinokur_Ku_2	Marksizm
1	может быть	15	28
2	и пр	8	25
3	и в	23	19
4	как бы	4	19
5	и не	16	19
6	в процессе	3	18
7	не может	9	18
8	точки зрения	14	17
9	то же	6	16
10	и его	3	16
11	как мы	3	15
12	в этом	18	15
13	языка и	8	15
14	в сущности	9	14
15	таким образом	5	14
16	лишь в	5	14
17	не только	20	13
18	с точки	8	13
19	связи с	3	13
20	речи и	5	13
21	в нем	4	11
22	если бы	12	11
23	вовсе не	9	11
24	не в	8	10
25	речи в	6	10
26	так и	4	10
27	но и	7	10
28	в пределах	4	10
29	том что	11	10
30	самом деле	9	9
31	при этом	2	9
32	как и	2	9
33	для него	1	9
34	языка как	2	9
35	и чужой	1	9
36	а не	10	9
37	на почве	1	9
38	с его	1	8
39	по отношению	1	8
40	в то	4	8
41	же время	3	8
42	только в	5	8
43	слова в	6	8
44	отнюдь не	4	8
45	на самом	2	7
46	и более	2	7
47	одна из	1	7
48	никогда не	2	7
49	в том	19	7
50	в языке	10	7
51	прежде всего	8	7
52	в связи	4	7
53	и для	2	7
54	но в	11	7
55	мы уже	1	6
56	и как	1	6
57	в самом	12	6
58	если мы	4	6
59	слова и	5	6
60	ни в	4	6
61	того чтобы	11	6
62	к тому	4	6
63	для того	9	6
64	речи мы	2	6
65	и следовательно	2	6
66	быть и	1	6
67	между тем	6	6
68	мы можем	1	6
69	более того	1	6
70	с помощью	7	6
71	и все	2	6
72	хотя бы	9	6
73	ни было	1	6
74	в свою	2	6
75	смысле слова	2	5
76	того же	3	5
77	и на	6	5
78	все же	7	5
79	выражение в	3	5
80	то ни	1	5
81	на этой	4	5
82	в данном	4	5
83	в их	2	5
84	самого начала	1	5
85	свою очередь	2	5
86	с самого	1	5
87	и здесь	5	5
88	к нему	2	5
89	в его	5	5
90	в форме	3	5
91	этой почве	3	5
92	в большинстве	1	5
93	большинстве случаев	2	5
94	или иной	1	5
95	в той	2	5
96	этого слова	5	5
97	тем более	1	5
98	совершенно не	3	5
99	к этому	4	5
100	так же	4	5
101	тем же	2	4
102	все те	1	4
103	должна быть	5	4
104	а как	1	4
105	бы то	1	4
106	о слове	1	4
107	конечно не	2	4
108	в себе	1	4
109	на то	4	4
110	это не	6	4
111	было бы	15	4
112	и тем	5	4
113	данного слова	1	4
114	в слове	1	4
115	мы видели	2	4
116	тому что	1	4
117	в отношении	2	4
118	ничего не	4	4
119	следует что	3	4
120	русском языке	10	4
121	выражения и	1	4
122	в русском	10	4
123	того что	3	4
124	с ними	2	4
125	что он	5	4
126	речь в	5	4
127	и их	1	4
128	как раз	3	4
129	пр и	1	4
130	связь с	1	4
131	смысле этого	2	4
132	бы в	1	4
133	то что	9	4
134	сказать что	4	4
135	основная тенденция	1	3
136	и то	5	3
137	в котором	1	3
138	и до	2	3
139	исходит из	1	3
140	одного слова	1	3
141	в ней	3	3
142	еще не	5	3
143	французском языке	1	3
144	столь же	1	3
145	в ее	1	3
146	слова на	1	3
147	отличие от	2	3
148	относится к	1	3
149	и выражения	2	3
150	с этим	3	3
151	перед нами	4	3
152	все эти	12	3
153	в этой	6	3
154	нами в	1	3
155	но ведь	1	3
156	слово в	1	3
157	язык не	2	3
158	он не	3	3
159	не как	2	3
160	в корне	2	3
161	какой бы	1	3
162	для данной	2	3
163	здесь мы	2	3
164	не будет	1	3
165	в другом	2	3
166	той же	2	3
167	по себе	10	3
168	в этих	1	3
169	в своей	2	3
170	родного языка	1	3
171	в отличие	2	3
172	в устах	2	3
173	формы как	1	3
174	не имеет	4	3
175	для всего	1	3
176	они являются	1	3
177	в каком	4	3
178	у нас	12	3
179	языка в	3	3
180	могут быть	4	3
181	не есть	1	3
182	и это	3	3
183	на основе	1	3
184	развития языка	1	3
185	о том	1	3
186	что и	3	3
187	слов и	2	3
188	одной из	1	3
189	в какой	1	3
190	не идет	1	3
191	с одной	2	3
192	в качестве	8	3
193	его и	1	3
