N	3gram	Bakhtin_Fr_3	formyVre
1	еды и питья	2	15
2	кн iv гл	1	13
3	с точки зрения	1	8
4	в связи с	4	7
5	для того чтобы	3	7
6	в романе рабле	15	5
7	в том же	2	4
8	то же время	6	4
9	в то же	6	4
10	как мы уже	5	4
11	имеем в виду	1	3
12	мы уже сказали	1	3
13	и в особенности	1	3
14	в том числе	3	3
15	в средние века	1	3
16	о том как	1	3
17	но и в	2	3
18	мы еще вернемся	4	3
19	и в этом	1	3
20	во всех этих	1	3
21	мы уже говорили	3	3
22	и прежде всего	3	3
23	в том что	1	3
24	в другом месте	1	2
25	и с рядом	1	2
26	прежде всего в	1	2
27	в этом случае	1	2
28	на первый план	1	2
29	до сих пор	4	2
30	в последнем счете	1	2
31	том числе и	2	2
32	в мире рабле	1	2
33	все же в	1	2
34	может быть и	1	2
35	и питья и	1	2
36	тон и стиль	1	2
37	в этом отношении	2	2
38	связи с этим	1	2
39	средние века и	1	2
40	смерти героев и	1	2
41	мы имеем в	1	2
42	еще вернемся в	2	2
43	у рабле в	2	2
44	так много в	2	1
45	таких высоких материях	1	1
46	xix и xx	1	1
47	сих пор еще	1	1
48	во время карнавала	1	1
49	в той или	2	1
50	и в сущности	1	1
51	связи со всем	1	1
52	об этом свидетельствует	1	1
53	едой питьем половой	1	1
54	уже говорили что	1	1
55	время еды и	1	1
56	рабле не только	1	1
57	на самом деле	3	1
58	и так сказать	1	1
59	не входит конечно	1	1
60	занимает в романе	1	1
61	еды и кухни	1	1
62	и его жизнь	1	1
63	они не могут	1	1
64	это самое подходящее	1	1
65	как и все	3	1
66	мужской половой орган	1	1
67	в отличие от	3	1
68	жизни и смерти	2	1
69	как мы увидим	1	1
70	и др и	1	1
71	средство от запора	1	1
72	но прежде чем	1	1
73	между тем как	1	1
74	точном смысле слова	1	1
75	они как мы	1	1
76	и для всей	1	1
77	высоких материях и	1	1
78	для рабле и	1	1
79	к третьей книге	5	1
80	это вовсе не	2	1
81	о таких высоких	1	1
82	в xviii веке	3	1
83	франции и италии	1	1
84	важное значение имеет	1	1
85	во франции и	1	1
86	мы увидим дальше	2	1
87	в особенности в	1	1
88	поэтому они не	1	1
89	как и в	2	1
90	в данном случае	2	1
91	каждый из этих	1	1
92	в беседе во	1	1
93	что в основе	1	1
94	для него существует	1	1
95	брата жана и	1	1
96	всех филологов и	1	1
97	что во время	1	1
98	в четвертой книге	4	1
99	с полной ясностью	1	1
100	таким образом и	1	1
101	в значительной мере	1	1
102	жана и панурга	1	1
103	а также и	3	1
104	по сравнению с	2	1
105	века и в	2	1
106	или иной форме	1	1
107	прежде всего необходимо	3	1
108	с народной площадью	2	1
109	во всех отношениях	1	1
110	о смерти героев	1	1
111	и в обычном	1	1
112	и так далее	1	1
113	все же еще	1	1
114	упомянем еще о	1	1
115	смех вовсе не	2	1
116	большую роль в	1	1
117	в связи со	1	1
118	много в этом	1	1
119	него существует только	1	1
120	в особенности на	1	1
121	образов у рабле	1	1
122	с другой стороны	1	1
123	вместо того чтобы	1	1
124	не может быть	2	1
125	обжорство и пьянство	1	1
126	еще вернемся к	1	1
127	но в то	4	1
128	средневековья и возрождения	2	1
129	рабле как мы	1	1
130	только в пределах	1	1
131	еды питья и	1	1
132	определяющее влияние на	1	1
133	под открытым небом	1	1
134	же характер носит	1	1
135	у рабле как	1	1
136	во время еды	1	1
137	и xx веков	1	1
138	еще не исчерпываются	1	1
139	и вместе с	1	1
140	в свою очередь	1	1
141	позднего средневековья и	2	1
142	о том что	2	1
143	только во время	1	1
144	в одном из	1	1
145	его стиль в	1	1
146	в котором в	1	1
147	с самого начала	1	1
148	в этих условиях	1	1
149	но все же	1	1
150	влияние на рабле	1	1
151	можно сказать что	2	1
152	до конца она	1	1
153	также и в	1	1
154	лежит на границе	1	1
155	у рабле очень	1	1
156	это как бы	1	1
157	рабле в его	2	1
158	такой же характер	1	1
159	всего может быть	1	1
160	рабле и для	1	1
161	которых так много	2	1
162	у него был	2	1
163	с нею в	1	1
164	что и в	1	1
165	одна из самых	1	1
166	на одном из	1	1
167	как мы видели	2	1
168	той или иной	2	1
169	в точном смысле	1	1
170	и в другом	1	1
171	то есть с	1	1
