N	2gram	Voloshinov_1	Psycholo
1	то что	8	37
2	и в	38	30
3	в том	2	27
4	что в	1	24
5	и что	1	23
6	потому что	5	23
7	том что	3	21
8	того чтобы	7	20
9	таким образом	7	20
10	все время	5	20
11	для того	9	20
12	как бы	28	19
13	на то	1	17
14	что он	2	17
15	не только	27	16
16	если мы	4	16
17	в этом	10	14
18	в самом	4	14
19	то есть	4	13
20	в нас	2	13
21	как раз	1	13
22	так же	4	13
23	в сущности	1	12
24	вместе с	5	12
25	может быть	13	11
26	если бы	4	11
27	что мы	11	11
28	о том	4	10
29	и то	3	9
30	никогда не	7	9
31	увидим что	2	9
32	и когда	2	9
33	так как	7	9
34	с другой	1	9
35	для этого	1	9
36	не может	12	9
37	сказать что	3	9
38	мы увидим	5	9
39	самом деле	4	8
40	мы имеем	2	8
41	что это	4	8
42	он должен	3	8
43	при этом	9	8
44	с тем	8	8
45	сейчас же	1	8
46	не в	6	8
47	к тому	4	8
48	и это	7	8
49	тому что	5	8
50	того что	4	8
51	мы видим	3	8
52	а не	6	8
53	то же	14	7
54	зависимости от	5	7
55	но не	2	7
56	все же	7	7
57	и как	9	7
58	в нем	4	7
59	точки зрения	10	7
60	по себе	1	7
61	в основе	2	7
62	мы можем	7	7
63	действующих лиц	1	7
64	как это	5	7
65	в зависимости	5	6
66	мы уже	10	6
67	в своем	1	6
68	и если	1	6
69	на этом	1	6
70	факт что	1	6
71	ясно что	2	6
72	как и	10	6
73	никак не	1	6
74	и его	7	6
75	как будто	1	6
76	когда мы	6	6
77	или в	2	6
78	и здесь	3	6
79	о котором	1	6
80	и тем	6	6
81	уже в	5	6
82	тем что	2	6
83	мы воспринимаем	1	6
84	но и	13	6
85	именно в	1	6
86	же точно	1	6
87	мы все	1	6
88	и не	14	6
89	и для	3	6
90	что оно	3	6
91	совершенно не	3	6
92	жизни и	3	6
93	и есть	1	5
94	еще не	3	5
95	ответ на	2	5
96	что именно	3	5
97	когда он	1	5
98	в себе	9	5
99	в целом	4	5
100	в этой	6	5
101	материала и	1	5
102	было бы	7	5
103	во внимание	1	5
104	несмотря на	2	5
105	был бы	1	5
106	сих пор	2	5
107	стоит только	1	5
108	существует между	1	5
109	только не	1	5
110	же самое	5	5
111	как мы	9	5
112	но в	5	5
113	один из	4	5
114	дело с	1	5
115	только в	6	5
116	до сих	1	5
117	а с	5	5
118	и потому	2	5
119	художественное произведение	1	5
120	бы в	5	5
121	другой стороны	1	5
122	в своих	2	5
123	как только	4	4
124	в виду	3	4
125	в ней	8	4
126	как говорит	1	4
127	и к	4	4
128	что всякое	3	4
129	мы говорили	2	4
130	в основу	1	4
131	есть не	2	4
132	в своей	2	4
133	что эта	1	4
134	из которых	3	4
135	заключает в	4	4
136	у нас	4	4
137	мы найдем	2	4
138	по сравнению	1	4
139	мысль о	1	4
140	что всякая	1	4
141	в его	6	4
