N	2gram	Potebnia_M_2	Problemy
1	и в	24	35
2	как бы	9	31
3	и не	19	27
4	что он	4	24
5	в его	2	21
6	но в	4	19
7	как и	7	18
8	к себе	1	18
9	не может	12	18
10	к другому	4	16
11	в нем	9	16
12	то есть	30	16
13	то же	12	15
14	и все	3	15
15	в этом	8	14
16	и его	2	14
17	для него	10	14
18	может быть	23	14
19	но и	9	14
20	все это	2	14
21	он не	1	13
22	что я	1	13
23	к нему	1	13
24	с другим	1	13
25	и с	1	12
26	в другом	2	12
27	прежде всего	7	12
28	в то	6	11
29	слова и	3	11
30	самом деле	2	10
31	не только	15	10
32	не в	13	10
33	же время	2	10
34	то что	20	10
35	на самом	2	9
36	мы уже	1	8
37	все же	5	8
38	самого начала	2	8
39	как мы	1	8
40	с самого	2	8
41	так и	5	8
42	себя и	2	8
43	и слово	1	8
44	и для	3	8
45	потому что	49	8
46	еще не	4	7
47	на них	1	7
48	с его	2	7
49	себе и	1	7
50	и наконец	1	7
51	лишь в	1	7
52	там где	4	7
53	таким образом	11	7
54	для себя	1	7
55	и сам	1	7
56	вовсе не	9	7
57	так же	2	7
58	что же	1	7
59	с ним	5	7
60	а в	8	7
61	отношении к	2	7
62	и на	8	6
63	но не	12	6
64	по отношению	2	6
65	отношение к	1	6
66	что они	5	6
67	в самом	4	6
68	что у	2	6
69	в каждом	2	6
70	в слове	13	6
71	к тому	1	6
72	в одном	6	6
73	и что	4	6
74	слово с	2	6
75	только в	11	6
76	слова в	5	6
77	на меня	1	6
78	стремится к	1	6
79	но это	3	6
80	от него	4	6
81	что в	16	6
82	и то	3	5
83	с собою	1	5
84	как в	10	5
85	в себе	10	5
86	внутренней речи	1	5
87	от себя	2	5
88	во время	4	5
89	на него	3	5
90	его с	2	5
91	и это	2	5
92	в том	18	5
93	с ними	3	5
94	обращаться к	1	5
95	так что	10	5
96	к самому	1	5
97	к своему	1	5
98	как к	1	5
99	этого слова	6	5
100	он в	1	4
101	в чем	7	4
102	же и	1	4
103	сливается с	1	4
104	что это	3	4
105	но на	2	4
106	последнее слово	1	4
107	но все	2	4
108	же не	1	4
109	его в	3	4
110	все и	1	4
111	в них	5	4
112	рядом с	3	4
113	его слово	1	4
114	в эту	3	4
115	в такой	1	4
116	но он	2	4
117	друг другу	1	4
118	по себе	15	4
119	никогда не	4	4
120	и без	1	4
121	во всем	2	4
122	это слово	1	4
123	его за	1	4
124	где он	1	4
125	сознания и	1	4
126	все его	1	4
127	между тем	6	4
128	его мысль	1	4
129	и так	1	4
130	и у	3	4
131	только на	1	4
132	всяком случае	7	4
133	так как	10	4
134	не о	1	4
135	у него	2	4
136	тем что	7	4
137	с другой	6	4
138	и прежде	1	4
139	что не	5	4
140	а не	18	4
141	но как	1	4
142	в той	1	4
143	человек и	1	4
144	бы в	2	4
145	тот же	5	4
146	во всяком	7	4
147	о другом	1	4
