N	2gram	Vinokur_Ku_3	Narrotol
1	не только	17	32
2	может быть	14	25
3	но и	3	23
4	в качестве	2	21
5	и не	10	20
6	и в	23	19
7	в том	22	18
8	в этом	16	17
9	не в	5	14
10	в частности	2	14
11	том что	11	14
12	состоит в	2	13
13	тогда как	1	12
14	в рамках	5	12
15	своего рода	2	12
16	а не	11	12
17	то что	4	11
18	а в	5	11
19	точки зрения	23	10
20	не может	6	10
21	при этом	6	9
22	так и	6	9
23	в его	11	9
24	со стороны	1	9
25	в себе	1	8
26	во времени	1	8
27	с другой	7	8
28	еще не	9	7
29	по отношению	3	7
30	как в	4	7
31	все же	5	7
32	как и	5	7
33	к тому	3	7
34	а также	4	7
35	с одной	4	7
36	одной стороны	4	7
37	но не	3	6
38	точка зрения	4	6
39	в той	4	6
40	то в	3	6
41	на протяжении	2	6
42	тем самым	4	6
43	о том	6	6
44	что он	6	6
45	именно в	3	6
46	как это	7	6
47	отношению к	2	6
48	иначе говоря	2	6
49	том числе	2	6
50	но в	2	6
51	между двумя	1	5
52	не все	2	5
53	отличие от	2	5
54	отнюдь не	3	5
55	и как	2	5
56	уже не	8	5
57	тому же	3	5
58	далеко не	5	5
59	в отличие	2	5
60	по себе	6	5
61	в основе	1	5
62	и его	1	5
63	к нему	1	5
64	нуждается в	1	5
65	или иной	7	5
66	в данном	7	5
67	можно сказать	2	5
68	речь идет	3	4
69	данном случае	4	4
70	все те	2	4
71	то же	6	4
72	из которых	1	4
73	здесь не	2	4
74	перед нами	1	4
75	было как	2	4
76	за собой	1	4
77	или слушателя	1	4
78	в принципе	1	4
79	в силу	6	4
80	но все	2	4
81	и с	3	4
82	было бы	16	4
83	и тем	6	4
84	не мог	1	4
85	точку зрения	2	4
86	связи с	6	4
87	той или	5	4
88	не столько	4	4
89	те же	7	4
90	о нем	1	4
91	одного из	1	4
92	же время	1	4
93	во втором	1	4
94	вслед за	1	4
95	только в	6	4
96	хотя бы	9	4
97	в особенности	2	4
98	что не	4	4
99	прежде всего	9	4
100	если не	1	4
101	как бы	5	4
102	читателя или	1	4
103	отличается от	2	4
104	же в	1	4
105	одной из	1	4
106	сказать что	7	4
107	другой стороны	3	4
108	это и	3	3
109	в первом	5	3
110	же как	1	3
111	в сущности	4	3
112	в ней	3	3
113	и на	1	3
114	может не	1	3
115	бы то	1	3
116	в ее	4	3
117	значении этого	1	3
118	что они	2	3
119	хотя и	5	3
120	когда он	2	3
121	что это	3	3
122	уже в	3	3
123	из этих	5	3
124	не есть	3	3
125	он не	3	3
126	то ни	1	3
127	не будет	1	3
128	ни в	3	3
129	обратимся к	1	3
130	себя внимание	2	3
131	тем не	9	3
132	не менее	12	3
133	в то	3	3
134	тем что	5	3
135	на него	3	3
136	никогда не	1	3
137	на себя	2	3
138	по своей	1	3
139	обращает на	1	3
140	могут быть	6	3
141	как мы	5	3
142	свою очередь	1	3
143	сводится к	1	3
144	то или	2	3
145	на том	2	3
146	не с	2	3
147	мог бы	2	3
148	столь же	4	3
149	в конечном	1	3
150	между тем	4	3
151	а именно	3	3
152	один из	4	3
153	не о	2	3
154	в свою	1	3
155	а с	3	3
156	как будто	1	3
157	высказывания и	1	3
158	что в	13	3
159	будто бы	1	3
160	а во	1	3
161	отношения к	1	2
162	например в	1	2
163	таком случае	2	2
164	и потому	1	2
165	самом деле	14	2
166	идет о	1	2
167	к другому	2	2
168	должна быть	3	2
169	который в	1	2
170	мы имеем	2	2
171	говорить о	6	2
172	между собой	1	2
173	он сам	1	2
174	время в	3	2
175	в отвлечении	1	2
176	но как	3	2
177	не то	2	2
178	отношение к	3	2
179	нет и	1	2
180	или иное	2	2
181	все благополучно	1	2
182	независимо от	5	2
183	что именно	3	2
184	как к	2	2
185	в своем	4	2
186	что касается	1	2
187	более или	2	2
188	в противоположность	1	2
189	или иную	1	2
190	всего лишь	1	2
191	все эти	7	2
192	бы не	3	2
193	в известном	2	2
194	и тот	2	2
195	например как	1	2
196	не как	2	2
197	постольку поскольку	1	2
198	а по	1	2
199	зрения на	3	2
200	его в	2	2
201	того или	3	2
202	это не	3	2
203	несмотря на	1	2
204	или менее	2	2
205	рассказа о	1	2
206	с точки	16	2
207	однако в	2	2
208	зрения и	1	2
209	даже в	1	2
210	она не	3	2
211	в структуре	3	2
212	не могло	1	2
213	не имеет	3	2
214	ничего не	6	2
215	как формы	1	2
216	до каких	1	2
217	как раз	4	2
218	и после	1	2
219	что на	3	2
220	без исключения	1	2
221	когда мы	3	2
222	утверждать что	1	2
223	приходит к	1	2
224	которых и	1	2
225	языка и	2	2
226	в собственном	1	2
227	в пределах	2	2
228	приводит к	1	2
229	читателя в	1	2
230	можно было	11	2
231	и только	3	2
232	известном смысле	2	2
233	идет по	1	2
234	может оказаться	2	2
235	и ее	1	2
236	каждый из	1	2
237	этого понятия	1	2
238	конечном счете	1	2
239	следует отметить	1	2
240	ту или	1	2
241	для него	1	2
242	или даже	1	2
243	не случайно	4	2
244	и др	1	2
245	не было	4	2
246	зависит от	1	2
247	точек зрения	2	2
248	его по	1	2
249	о чем	2	2
250	не всегда	1	2
251	совершенно очевидно	1	2
252	к другой	2	2
253	текста в	1	2
254	в область	2	2
255	а если	1	2
256	наряду с	1	2
257	тому как	2	2
258	по существу	3	2
259	исходя из	1	2
260	только о	2	2
261	что мы	2	2
262	и для	1	2
263	в связи	5	2
264	она может	2	2
265	в результате	3	2
266	которая в	1	2
267	в двух	2	2
268	совершенно иной	2	2
269	отвлечении от	1	2
270	тем более	5	2
271	надо полагать	2	2
272	к самому	1	2
273	нами не	1	2
274	между ними	1	2
275	совершенно не	5	2
276	или иного	3	2
277	первом случае	2	2
278	этого слова	4	2
279	в какой	3	2
280	так же	2	2
281	в таком	4	2
282	этой точки	1	2
283	они не	3	2
284	также и	5	1
285	и через	2	1
286	три слова	1	1
287	наших дней	1	1
288	того же	4	1
289	поэтической речи	1	1
290	на самом	3	1
291	оказываются в	1	1
292	и есть	5	1
293	далее и	1	1
294	отношения между	4	1
295	на две	1	1
296	подхода к	2	1
297	с таким	1	1
298	намек на	1	1
299	уже по	1	1
300	из композиционных	1	1
301	есть не	3	1
302	бы уже	2	1
303	ставят перед	1	1
304	но она	1	1
305	в изложении	1	1
306	мы и	1	1
307	и со	1	1
308	в целом	4	1
309	не сразу	1	1
310	которое в	2	1
311	как не	1	1
312	одного слова	1	1
313	письменные формы	1	1
314	сам по	3	1
315	события здесь	1	1
316	а еще	1	1
317	в различных	2	1
318	в чем	5	1
319	по своему	2	1
320	традиции это	1	1
321	тот или	2	1
322	мы будем	1	1
323	легко может	1	1
324	и стилистической	1	1
325	не входит	1	1
326	для обозначения	2	1
327	как быть	1	1
328	с совершенно	1	1
329	друг от	1	1
330	речевой жанр	1	1
331	этого единства	1	1
332	форме и	1	1
333	может считаться	1	1
334	один и	2	1
335	какой-либо определенной	1	1
336	мере в	1	1
337	или особенно	1	1
338	что как	3	1
339	как оказывается	1	1
340	нельзя было	1	1
341	и где	1	1
342	собственно и	1	1
343	и к	3	1
344	поэтому и	1	1
345	лет а	1	1
346	не такое	1	1
347	в смысл	1	1
348	в самом	13	1
349	но по	1	1
350	ни один	1	1
351	а во-вторых	2	1
352	таковы например	1	1
353	формы в	1	1
354	лишний раз	1	1
355	речи но	3	1
356	иной форме	1	1
357	из общей	1	1
358	но на	3	1
359	так сказать	2	1
360	общения с	1	1
361	по происхождению	2	1
362	сейчас и	1	1
363	это явление	1	1
364	раз когда	1	1
365	в первую	3	1
366	в понимании	1	1
367	отношений между	2	1
368	материала не	1	1
369	том чтобы	4	1
370	у читателя	1	1
371	свое время	2	1
372	очевидным что	1	1
373	его от	1	1
374	на этом	2	1
375	или иных	1	1
376	таким образом	9	1
377	здесь мы	1	1
378	в другом	1	1
379	о факте	1	1
380	входит в	1	1
381	первую очередь	3	1
382	с другими	2	1
383	ко второму	1	1
384	и иных	1	1
385	этом смысле	1	1
386	что один	1	1
387	практически не	1	1
388	фигуры и	1	1
389	отказываться от	2	1
390	все равно	1	1
391	как об	2	1
392	в слове	4	1
393	мы видели	3	1
394	друга в	1	1
395	как сказано	1	1
396	мы не	3	1
397	и ничего	1	1
398	как таковой	2	1
399	одного и	2	1
400	что если	2	1
401	поставлены в	1	1
402	она сама	1	1
403	таким же	1	1
404	два слова	1	1
405	к главному	1	1
406	свою речь	1	1
407	в следующем	1	1
408	в котором	2	1
409	в их	6	1
410	современной научной	1	1
411	в которых	3	1
412	мысли и	2	1
413	от его	1	1
414	всякий раз	1	1
415	признать что	1	1
416	слова в	4	1
417	а некий	1	1
418	здесь становится	1	1
419	не понимает	3	1
420	образом и	1	1
421	но он	1	1
422	в россии	2	1
423	с этого	1	1
424	по крайней	1	1
425	и более	3	1
426	и то	1	1
427	так называемого	3	1
428	быть без	1	1
429	отметить что	3	1
430	есть прежде	1	1
431	граница между	1	1
432	может служить	2	1
433	дело не	2	1
434	предмет ее	1	1
435	в процессе	3	1
436	в русской	1	1
437	это еще	2	1
438	все без	1	1
439	и отсутствие	1	1
440	для всего	1	1
441	именно с	1	1
442	более что	2	1
443	лишь в	8	1
444	а лишь	3	1
445	потому что	12	1
446	к этим	1	1
447	не по	3	1
448	и делает	1	1
449	в области	14	1
450	от того	5	1
451	у нас	10	1
452	начиная с	1	1
453	не могут	5	1
454	положений и	1	1
455	же самое	1	1
456	знание о	1	1
457	как для	1	1
458	но также	5	1
459	например на	1	1
460	как они	2	1
461	у себя	1	1
462	от друга	1	1
463	что все	2	1
464	в виду	8	1
465	слава богу	2	1
466	но далеко	1	1
467	здесь также	1	1
468	и от	1	1
469	только то	3	1
470	и соответствующую	1	1
471	слова а	1	1
472	стоят в	1	1
473	мы были	1	1
474	по аналогии	1	1
475	которой необходимо	1	1
476	здесь как	2	1
477	к его	2	1
478	когда в	2	1
479	тот же	6	1
480	если бы	8	1
481	к языку	4	1
482	и здесь	2	1
483	тех кто	1	1
484	возможна только	1	1
485	в самой	1	1
486	внимание на	2	1
487	что каждый	1	1
488	в вопросах	1	1
489	эта фраза	1	1
490	нас в	3	1
491	и того	2	1
492	что и	6	1
493	крайней мере	1	1
494	чем и	1	1
495	них в	1	1
496	если за	1	1
497	слов и	5	1
498	все время	1	1
499	не знаю	1	1
500	если это	2	1
501	может иметь	3	1
502	впрочем не	1	1
503	в него	1	1
504	того что	11	1
505	зрения как	1	1
506	в современной	1	1
507	с ними	1	1
508	мы увидим	1	1
509	которое мы	1	1
510	до нас	1	1
511	иной степени	1	1
512	деле не	2	1
513	с соответствующими	1	1
514	функции не	2	1
515	это же	1	1
516	в текст	2	1
517	имеет уже	1	1
518	этом что	2	1
519	то и	2	1
520	в значении	2	1
521	в нашей	4	1
522	в начале	1	1
523	свидетельствует о	1	1
524	не обладают	1	1
525	а то	2	1
526	то только	1	1
527	не дает	2	1
528	которые лишь	1	1
529	то у	2	1
530	характерно что	1	1
531	не так	3	1
532	никто не	1	1
533	согласно которой	1	1
534	форм но	2	1
535	вовсе не	5	1
536	возможна не	1	1
537	само по	1	1
538	при отсутствии	1	1
539	бы все	1	1
540	образом не	2	1
541	и строго	1	1
542	не противоречит	1	1
543	именно как	1	1
544	до сих	8	1
545	говорить и	3	1
546	и тех	1	1
547	речи а	2	1
548	и прежде	1	1
549	как же	3	1
550	имело место	1	1
551	и пр	3	1
552	а на	1	1
553	более того	1	1
554	сдвиг в	1	1
555	как о	3	1
556	когда же	1	1
557	и уже	1	1
558	не об	1	1
559	в речи	1	1
560	культуры он	1	1
561	писатель и	1	1
562	происхождению являются	1	1
563	ни на	2	1
564	вниманием к	1	1
565	очевидно что	3	1
566	к жизни	1	1
567	дает нам	2	1
568	также как	1	1
569	в тех	2	1
570	обоих этих	1	1
571	естественно ни	1	1
572	с восприятием	1	1
573	и было	1	1
574	дело здесь	1	1
575	быть не	2	1
576	с этой	3	1
577	и формы	1	1
578	еще раз	2	1
579	быть и	1	1
580	той мере	1	1
581	сих пор	8	1
582	чрезвычайно важный	1	1
583	не будем	5	1
584	о его	1	1
585	в какую	1	1
586	от нас	2	1
587	в смысле	1	1
588	тому или	1	1
589	всего в	1	1
590	тех или	1	1
591	культурной жизни	1	1
592	которых он	1	1
593	случаях когда	1	1
594	указать на	2	1
595	поэтикой и	3	1
596	литературных жанров	1	1
597	о котором	1	1
598	жанр в	1	1
599	ни одного	2	1
600	для нас	4	1
601	от него	1	1
602	как теперь	1	1
603	как уже	1	1
604	а может	1	1
605	не должен	1	1
606	почву для	1	1
607	но это	5	1
608	идет об	1	1
609	вот этот	1	1
610	есть уже	1	1
611	что вообще	3	1
612	в равной	1	1
613	обратиться к	1	1
614	в общем	6	1
615	на фоне	7	1
616	а о	1	1
617	не знает	2	1
618	возможно лишь	1	1
619	и при	2	1
620	речи и	1	1
621	и составляют	1	1
622	поскольку с	1	1
623	также следующее	1	1
624	культуры в	1	1
625	для большинства	2	1
626	не могла	1	1
627	в свое	2	1
628	который не	1	1
629	чего в	1	1
630	если же	2	1
631	тематические и	1	1
632	по поводу	3	1
633	от которой	1	1
634	и эта	1	1
635	собственно говоря	1	1
