N	2gram	Tiupa_Anal_1	Istorich
1	в сказке	1	44
2	и в	18	28
3	и т	3	25
4	может быть	29	25
5	а не	17	15
6	не может	22	15
7	никогда не	2	14
8	мы имеем	6	13
9	мы должны	1	13
10	для нас	1	13
11	то же	9	12
12	не только	15	12
13	что в	5	12
14	только в	6	11
15	мы не	1	10
16	все же	4	10
17	и что	1	10
18	что он	3	10
19	мы увидим	1	10
20	но и	17	10
21	прежде всего	6	10
22	волшебной сказки	1	10
23	что герой	1	9
24	не в	14	9
25	так и	4	9
26	о том	5	9
27	то что	6	9
28	в том	27	9
29	и не	21	9
30	в этом	13	8
31	но в	8	8
32	что это	1	8
33	таким образом	3	8
34	не всегда	4	8
35	если бы	3	8
36	в ней	1	7
37	здесь мы	1	7
38	это не	6	7
39	еще не	3	7
40	и др	1	7
41	что мы	3	7
42	том что	12	7
43	было бы	2	7
44	в этих	1	7
45	а в	9	7
46	в этой	5	6
47	его в	1	6
48	не менее	1	6
49	к тому	7	6
50	что и	3	6
51	вслед за	1	6
52	так как	2	6
53	представляют собой	2	6
54	с другой	4	6
55	вместе с	4	6
56	например в	1	5
57	должна быть	1	5
58	вопрос о	2	5
59	мы будем	1	5
60	более или	1	5
61	в силу	3	5
62	их в	1	5
63	или менее	1	5
64	дело не	3	5
65	на основе	2	5
66	восходит к	1	5
67	в его	13	5
68	но не	10	5
69	в качестве	31	5
70	в одном	1	5
71	до сих	1	5
72	сих пор	1	5
73	или в	1	5
74	не должен	2	5
75	не знает	1	5
76	другой стороны	2	5
77	героя в	2	5
78	ее в	1	5
79	и даже	1	4
80	и для	1	4
81	и на	5	4
82	между собой	2	4
83	как правило	4	4
84	чем это	1	4
85	не все	2	4
86	представляет собой	16	4
87	все эти	2	4
88	волшебная сказка	1	4
89	но все	1	4
90	и с	2	4
91	с тем	1	4
92	как и	13	4
93	даже в	3	4
94	на него	1	4
95	в основе	6	4
96	связи с	1	4
97	здесь не	2	4
98	в пределах	2	4
99	означает что	3	4
100	того что	4	4
101	в этнографии	1	4
102	с одной	3	4
103	потому что	2	4
104	так что	1	4
105	а именно	3	4
106	превращается в	1	4
107	один из	2	4
108	связь с	1	4
109	одной стороны	3	4
110	могут быть	4	4
111	друг с	1	4
112	как будто	3	4
113	в связи	1	4
114	хотя бы	3	4
115	но это	1	4
116	они не	1	4
117	также и	2	3
118	я не	1	3
119	по отношению	6	3
120	не просто	2	3
121	перед нами	1	3
122	могли бы	2	3
123	точку зрения	1	3
124	при этом	12	3
125	не как	1	3
126	и по	2	3
127	на этом	2	3
128	же не	1	3
129	в другом	4	3
130	из них	2	3
131	не с	4	3
132	и тогда	2	3
133	во время	1	3
134	в котором	3	3
135	в их	5	3
136	и эти	1	3
137	бы быть	3	3
138	по себе	4	3
139	раз и	1	3
140	в то	9	3
141	на котором	1	3
142	с другом	1	3
143	же самое	2	3
144	утверждать что	1	3
145	должен быть	6	3
146	как мы	2	3
147	иной мир	1	3
148	только через	2	3
149	для этого	2	3
150	и должно	1	3
151	связь между	1	3
152	в которую	1	3
153	в современной	1	3
154	ли он	2	3
155	в какой	2	3
156	во всем	1	3
157	может оказаться	1	3
158	и его	5	3
159	уже не	4	3
160	не можем	1	3
161	в начале	2	3
162	или даже	1	3
163	половой зрелости	1	3
164	именно в	4	3
165	как это	1	3
166	из которых	4	3
167	что же	2	3
168	будто бы	3	3
169	в целях	1	3
170	отношению к	5	3
171	отношения к	2	2
172	одним из	3	2
173	и потому	2	2
174	не одного	1	2
175	оно может	3	2
176	в зависимости	1	2
177	по его	1	2
178	меньшей мере	1	2
179	не вполне	1	2
180	зависимости от	1	2
181	к своему	1	2
182	столь же	4	2
183	бы то	3	2
184	во всех	1	2
185	то он	2	2
186	а только	1	2
187	отличие от	6	2
188	связи и	1	2
189	первый взгляд	1	2
190	как в	1	2
191	без другого	2	2
192	однако не	3	2
193	как уже	2	2
194	и как	5	2
195	в действительности	1	2
196	вопрос почему	1	2
197	в целом	5	2
198	он в	1	2
199	которые в	2	2
200	не более	4	2
201	и тот	1	2
202	в себе	11	2
203	как он	3	2
204	вследствие этого	3	2
205	в нем	3	2
206	он не	3	2
207	безотносительно к	2	2
208	всех этих	1	2
209	том чтобы	7	2
210	то ни	3	2
211	а затем	1	2
212	материала и	1	2
213	при помощи	2	2
214	мы постараемся	1	2
215	и тем	1	2
216	смерть и	1	2
217	ведет к	3	2
218	должно быть	2	2
219	и конец	1	2
220	на первый	1	2
221	для него	2	2
222	в такой	1	2
223	в отличие	6	2
224	бы мы	1	2
225	только для	2	2
226	однако в	3	2
227	по мере	1	2
228	тогда когда	2	2
229	одна из	1	2
230	царских детях	1	2
231	иное явление	1	2
232	по своей	6	2
233	на природу	1	2
234	только с	1	2
235	о царских	1	2
236	не могут	3	2
237	всего в	1	2
238	в области	4	2
239	это происходит	1	2
240	не есть	8	2
241	отсюда вытекает	1	2
242	на это	1	2
243	на вопрос	4	2
244	в ее	1	2
245	мысль о	2	2
246	в композиции	1	2
247	еще в	2	2
248	том как	1	2
249	с ним	4	2
250	ничего не	1	2
251	в глубине	1	2
252	о нем	3	2
253	но мы	1	2
254	между тем	5	2
255	в конечном	4	2
256	во всей	1	2
257	и только	1	2
258	здесь в	1	2
259	в ту	1	2
260	большей или	4	2
261	с той	1	2
262	тот же	1	2
263	дело с	4	2
264	по этому	1	2
265	себя в	6	2
266	для всех	1	2
267	то и	1	2
268	ни было	4	2
269	оно в	1	2
270	в данной	1	2
271	его и	2	2
272	не так	1	2
273	никто не	3	2
274	вовсе не	2	2
275	как раз	1	2
276	явлений в	1	2
277	были бы	1	2
278	в особенности	1	2
279	со стороны	2	2
280	даже не	1	2
281	а с	3	2
282	один и	1	2
283	что не	3	2
284	говорит о	1	2
285	не означает	1	2
286	его как	1	2
287	вступает в	3	2
288	и составляют	1	2
289	как бы	5	2
290	еще одна	1	2
291	и от	1	2
292	или меньшей	4	2
293	между ними	1	2
294	в рамках	3	2
295	была бы	2	2
296	из этого	1	2
297	в виде	1	2
298	в частности	19	2
299	речь идет	1	1
300	обращена к	1	1
301	неотделима от	1	1
302	этой связи	1	1
303	художественного произведения	5	1
304	не остается	2	1
305	и то	2	1
306	на самом	2	1
307	он может	2	1
308	тех же	1	1
309	и есть	3	1
310	с целым	1	1
311	в первом	2	1
312	смысл этого	1	1
313	нем но	1	1
314	те же	1	1
315	противном случае	1	1
316	между ним	1	1
317	и больше	1	1
318	едва ли	2	1
319	в году	1	1
320	форма его	1	1
321	мы уже	1	1
322	а как	2	1
323	есть не	8	1
324	смысла или	1	1
325	та же	1	1
326	он как	1	1
327	есть нечто	1	1
328	этот факт	1	1
329	на себя	2	1
330	в полной	3	1
331	результатов то	1	1
332	содержат в	1	1
333	и был	1	1
334	бы с	1	1
335	меньшей степени	1	1
336	он был	1	1
337	иное как	5	1
338	как если	1	1
339	и всего	1	1
340	но как	1	1
341	в сторону	1	1
342	только тогда	1	1
343	герой не	1	1
344	тут же	1	1
345	или иное	1	1
346	и нас	1	1
347	отнюдь не	15	1
348	как по	1	1
349	независимо от	1	1
350	из возможных	2	1
351	что именно	2	1
352	что как	3	1
353	что ее	1	1
354	как нам	1	1
355	помнить что	1	1
356	в противном	1	1
357	это отнюдь	1	1
358	в полном	1	1
359	по пути	1	1
360	и к	3	1
