N	2gram	Medvedev_F_2	KulturaY
1	и т	14	54
2	т п	9	41
3	т е	26	32
4	и в	38	23
5	точки зрения	8	23
6	в том	11	22
7	не только	9	17
8	в этом	27	16
9	было бы	6	16
10	с точки	7	16
11	самом деле	8	14
12	может быть	23	14
13	в области	3	14
14	в самом	16	13
15	что в	7	13
16	не менее	1	12
17	потому что	2	12
18	для того	3	12
19	вопрос о	1	11
20	том что	2	11
21	того чтобы	3	11
22	можно было	1	11
23	в его	10	11
24	того что	3	11
25	а не	6	11
26	можно говорить	2	10
27	у нас	1	10
28	и не	20	10
29	таким образом	20	9
30	тем не	1	9
31	хотя бы	6	9
32	так как	4	9
33	прежде всего	15	9
34	т д	5	8
35	лишь в	7	8
36	зависимости от	3	8
37	если бы	5	8
38	в виду	2	8
39	уже не	7	8
40	до сих	1	8
41	сих пор	1	8
42	как на	1	8
43	как это	2	7
44	в зависимости	3	7
45	русского языка	1	7
46	все эти	6	7
47	в нашем	1	7
48	должно быть	2	7
49	речи в	1	7
50	если мы	5	7
51	те же	1	7
52	с другой	3	7
53	в языке	6	7
54	на фоне	4	7
55	в данном	1	7
56	слова и	7	7
57	сказать что	2	7
58	то же	6	6
59	говорить о	5	6
60	в общем	5	6
61	с помощью	10	6
62	только в	6	6
63	так и	8	6
64	при этом	9	6
65	и тем	2	6
66	с тем	11	6
67	в их	6	6
68	о языке	4	6
69	ничего не	4	6
70	связи с	13	6
71	не может	14	6
72	языка в	9	6
73	могут быть	6	6
74	по себе	7	6
75	о том	1	6
76	что и	8	6
77	тот же	1	6
78	что он	5	6
79	для этого	2	6
80	и есть	1	5
81	в первом	7	5
82	как мы	7	5
83	в чем	2	5
84	независимо от	4	5
85	все же	8	5
86	хотя и	3	5
87	из этих	3	5
88	как бы	4	5
89	как и	9	5
90	не в	15	5
91	вовсе не	11	5
92	не могут	7	5
93	той или	1	5
94	и должно	5	5
95	слов и	1	5
96	в поэзии	12	5
97	тем что	8	5
98	далеко не	1	5
99	в связи	10	5
100	что же	5	5
101	не будем	1	5
102	но это	2	5
103	а в	6	5
104	совершенно не	4	5
105	литературный язык	6	4
106	того же	1	4
107	в сущности	4	4
108	столь же	2	4
109	точка зрения	1	4
110	как в	4	4
111	в своем	1	4
112	только тогда	1	4
113	целый ряд	1	4
114	в целом	3	4
115	языка как	11	4
116	том случае	2	4
117	ясно что	1	4
118	этого слова	1	4
119	в своей	7	4
120	не столько	4	4
121	которые в	1	4
122	том чтобы	1	4
123	же мы	1	4
124	тому что	2	4
125	тем самым	2	4
126	о них	1	4
127	учения о	1	4
128	как раз	6	4
129	и о	2	4
130	в ее	2	4
131	данном случае	1	4
132	к языку	1	4
133	для нас	1	4
134	между тем	2	4
135	один из	2	4
136	с одной	1	4
137	что не	4	4
138	о поэзии	1	4
139	слова в	3	4
140	не было	6	4
141	одной стороны	1	4
142	мы говорим	4	4
143	в той	2	4
144	этом случае	1	4
145	то что	6	4
146	только как	1	4
147	в таком	2	4
148	в слове	5	4
149	е как	2	3
150	на самом	3	3
151	это и	5	3
152	то в	2	3
153	по преимуществу	5	3
154	той же	1	3
155	есть не	1	3
156	мы не	3	3
157	литературным языком	1	3
158	сам по	3	3
159	в ней	6	3
160	время в	1	3
161	но не	2	3
162	то он	1	3
163	внутренняя форма	1	3
164	но как	2	3
165	очевидно что	2	3
166	отношение к	2	3
167	речи но	2	3
168	отнюдь не	8	3
169	что именно	2	3
170	языку в	1	3
171	и к	4	3
172	что слово	1	3
173	что это	3	3
174	бы сказать	1	3
175	бы не	1	3
176	но на	1	3
177	он не	6	3
178	и с	9	3
179	литературного языка	3	3
180	мы видели	4	3
181	форма и	1	3
182	не так	2	3
183	но если	1	3
184	установка на	2	3
185	и более	2	3
186	так называемого	1	3
187	она не	2	3
188	в то	5	3
189	как о	4	3
190	не имеет	2	3
191	на него	1	3
192	в процессе	9	3
193	и именно	1	3
194	в структуре	1	3
195	должна быть	5	3
196	п в	1	3
197	не по	2	3
198	такое изучение	1	3
199	был бы	1	3
200	что на	2	3
201	в каком	1	3
202	не есть	3	3
203	поэзии как	2	3
204	всего этого	5	3
205	только то	1	3
206	слово есть	2	3
207	в результате	6	3
208	этого языка	1	3
209	но и	13	3
210	отметить что	2	3
211	это не	2	3
212	и только	5	3
213	может иметь	1	3
214	этот вопрос	2	3
215	в какой	3	3
216	как же	1	3
217	и действительно	1	3
218	а лишь	3	3
219	уже в	2	3
220	вопроса о	2	3
221	языка но	2	3
222	ни в	2	3
223	конкретный материал	1	3
224	то это	3	3
225	именно в	5	3
226	а именно	2	3
227	об образе	1	3
228	естественно что	1	3
229	и пр	21	3
230	по существу	7	3
231	там где	4	3
232	того или	4	3
233	но для	1	3
234	к тому	4	3
235	формы и	2	3
236	мы должны	1	3
237	слово в	2	3
238	другой стороны	4	3
239	или иного	5	3
240	они не	4	3
241	таком случае	1	2
242	и через	1	2
243	тем же	3	2
244	к другому	2	2
245	п все	1	2
246	собственном смысле	1	2
247	на материале	1	2
248	мы имеем	1	2
249	до крайности	2	2
250	содержания в	1	2
251	языка из	1	2
252	подчеркнуть что	1	2
253	систему языка	1	2
254	здесь не	4	2
255	в различных	1	2
256	чем это	1	2
257	а тем	1	2
258	не то	3	2
259	для обозначения	1	2
260	он пишет	2	2
261	отличие от	2	2
262	не просто	2	2
263	или иное	1	2
264	за пределы	1	2
265	что они	4	2
266	сама по	1	2
267	всю эту	1	2
268	языка и	12	2
269	этот прием	2	2
270	дает нам	1	2
271	как к	3	2
272	смысле этого	1	2
273	и как	3	2
274	более или	1	2
275	увидим что	1	2
276	но в	4	2
277	лишь о	2	2
278	он в	2	2
279	и тот	1	2
280	как он	1	2
281	так сказать	3	2
282	по происхождению	1	2
283	и самый	1	2
284	же это	2	2
285	если же	2	2
286	в корне	7	2
287	в россии	1	2
288	быть с	1	2
289	состоит в	2	2
290	на этом	2	2
291	но все	3	2
292	значение в	1	2
293	и чтобы	1	2
294	его в	3	2
295	с другими	10	2
296	само собою	2	2
297	отказываться от	1	2
298	как об	1	2
299	становится и	2	2
300	чем в	1	2
301	в статье	4	2
302	такой же	3	2
303	как таковой	3	2
304	остается в	1	2
305	смысл и	2	2
306	или менее	1	2
307	в этих	2	2
308	русского литературного	2	2
309	из того	1	2
310	и при	1	2
311	и без	1	2
312	в котором	2	2
313	в отличие	2	2
314	не как	4	2
315	если это	2	2
316	раз и	4	2
317	если и	1	2
318	слов то	1	2
319	поэтическое слово	1	2
320	не о	4	2
321	проблема и	2	2
322	это еще	1	2
323	нельзя не	1	2
324	слова как	2	2
325	в лингвистическом	1	2
326	в русском	1	2
327	своей статье	3	2
328	об особой	1	2
329	уже о	1	2
330	которое в	1	2
331	и такие	1	2
332	отличается от	1	2
333	такая же	1	2
334	из всего	3	2
335	говоря уже	1	2
336	так в	3	2
337	то или	1	2
338	в пределах	12	2
339	в дальнейшем	4	2
340	совершенно иной	2	2
341	к его	2	2
342	когда в	1	2
343	все те	1	2
344	и нужно	2	2
345	и здесь	3	2
346	язык и	7	2
347	можно сказать	1	2
348	как они	4	2
349	частном случае	1	2
350	и следует	1	2
351	моменты в	1	2
352	о значении	1	2
353	все они	1	2
354	именно на	3	2
355	в качестве	2	2
356	конечно не	1	2
357	то и	3	2
358	что если	1	2
359	только слово	1	2
360	речь в	1	2
361	не дает	1	2
362	который как	1	2
363	в некоторых	4	2
364	этой системы	1	2
365	так то	1	2
366	образом не	2	2
367	перейти к	1	2
368	в особенности	4	2
369	точек зрения	1	2
370	говорим о	2	2
371	речи а	1	2
372	ни на	2	2
373	один и	1	2
374	не говоря	1	2
375	на этот	1	2
376	именно так	1	2
377	о чем	1	2
378	какой мере	2	2
379	чем же	3	2
380	вместе с	6	2
381	можно будет	2	2
382	так же	1	2
383	подхода к	2	2
384	в тех	2	2
385	материал для	1	2
386	как например	2	2
387	в условиях	1	2
388	все это	3	2
389	кроме того	2	2
390	к вопросу	1	2
391	материалом поэзии	1	2
392	вопрос в	1	2
393	чтобы понять	1	2
394	последнего времени	1	2
395	еще более	5	2
396	главным образом	3	2
397	в большей	1	2
398	язык не	1	2
399	е в	1	2
400	равно как	2	2
401	является и	1	2
402	только о	1	2
403	и иной	1	2
404	во всяком	5	2
405	приспособляться к	2	1
406	говоря о	1	1
407	например в	3	1
408	языка с	1	1
409	же как	3	1
410	практическое значение	1	1
411	язык может	2	1
412	эти случаи	1	1
413	и то	2	1
414	пишет он	1	1
415	мере в	1	1
416	на деле	1	1
417	самый предмет	2	1
418	вряд ли	2	1
419	критики но	1	1
420	между двумя	2	1
421	в чисто	1	1
422	был и	2	1
423	к созданию	1	1
424	и литературы	1	1
425	поэзии и	1	1
426	статьи в	1	1
427	этого нет	1	1
428	ясности и	2	1
429	с конструкцией	1	1
430	на место	1	1
431	и новые	1	1
432	язык как	8	1
433	нам в	1	1
434	что многие	1	1
435	большинство из	1	1
436	так чтобы	1	1
437	но она	1	1
438	расчленение поэтической	1	1
439	это казалось	1	1
440	почти исключительно	1	1
441	связана с	1	1
442	и самой	1	1
443	конечно и	1	1
444	конструктивного принципа	1	1
445	как не	1	1
446	же так	1	1
447	при таких	1	1
448	практики а	1	1
449	литературы и	4	1
450	и на	3	1
451	бы то	1	1
452	нет так	1	1
453	подходить к	1	1
454	но тогда	1	1
455	отказ от	1	1
456	мы будем	1	1
457	а только	2	1
458	что язык	1	1
459	в сторону	4	1
460	не входит	3	1
461	фактов языка	1	1
462	значение и	3	1
463	менее всего	3	1
464	ни стало	2	1
465	которая действительно	1	1
466	науки о	2	1
467	были не	1	1
468	его развития	1	1
469	стал бы	2	1
470	во что	1	1
471	идет о	2	1
472	оказывается не	1	1
473	в одной	2	1
474	и выражения	1	1
475	с этим	5	1
476	в противном	1	1
477	перед нами	2	1
478	и где	1	1
479	все без	2	1
480	собственно и	1	1
481	звук в	3	1
482	языке не	1	1
483	и всецело	1	1
484	в круг	1	1
485	его смысловая	1	1
486	именно эта	1	1
487	то убедимся	1	1
488	объект изучения	2	1
489	за собой	1	1
490	со своей	2	1
491	в которой	2	1
492	положена классификация	1	1
493	другой то	1	1
494	же слово	1	1
495	формальный метод	10	1
496	чуть ли	1	1
497	или во	1	1
498	то я	1	1
499	думать что	1	1
500	им в	1	1
501	и такую	1	1
502	смыслом который	1	1
503	поэтическим и	1	1
504	имеем в	1	1
505	если он	1	1
506	не могла	1	1
507	а вовсе	1	1
508	языком в	1	1
509	связанные с	1	1
510	о системе	1	1
511	и навыки	2	1
512	читателя в	1	1
513	всех этих	3	1
514	в понимании	2	1
515	в принципе	1	1
516	какие именно	1	1
517	не к	2	1
518	которого как	1	1
519	языка нам	1	1
520	каких приемов	1	1
521	ни была	3	1
522	конечно такое	1	1
523	приходим к	2	1
524	его от	4	1
525	постольку поскольку	2	1
526	без исключения	2	1
527	в основу	2	1
528	в каждом	1	1
529	с формами	1	1
530	смысле в	1	1
531	не будет	2	1
532	же касается	1	1
533	в другом	1	1
534	сказать в	1	1
535	на каком	1	1
536	входит в	4	1
537	подходит к	1	1
538	и иных	2	1
539	и мы	1	1
540	брать не	1	1
541	он есть	1	1
542	этом смысле	2	1
543	и единственным	1	1
544	ведь в	1	1
545	то увидим	1	1
546	поэтому можно	1	1
547	иной цели	1	1
548	он является	1	1
549	рядом с	1	1
550	установить какие	1	1
551	поэтической структуры	2	1
552	все равно	1	1
553	он действительно	1	1
554	для правильной	1	1
555	не заметить	1	1
556	из нашего	1	1
557	обратимся к	1	1
558	лучше всего	2	1
559	степень его	1	1
560	поставлены в	1	1
561	поэтического творчества	1	1
562	звуками языка	1	1
563	и ее	6	1
564	мы приходим	2	1
565	в такой	2	1
566	всяком случае	5	1
567	и повторения	3	1
568	не находит	1	1
569	той мере	1	1
570	конструкцию это	1	1
571	если можно	1	1
572	как увидим	2	1
573	выделения и	1	1
574	языке но	1	1
575	представление о	2	1
576	которые лежат	1	1
577	в частном	1	1
578	от его	2	1
579	к конкретному	2	1
580	и звук	2	1
581	нельзя было	1	1
582	самого смысла	1	1
583	мы получим	1	1
584	творчества и	1	1
585	друг другу	1	1
586	о его	1	1
587	по крайней	1	1
588	ее так	1	1
589	не должно	1	1
590	для нее	2	1
591	даже в	2	1
592	случае мы	1	1
593	же такое	1	1
594	задачи и	3	1
595	слово как	2	1
596	ему как	1	1
597	в крупных	1	1
598	случае в	1	1
599	поэтического произведения	8	1
600	поэтики должна	2	1
601	языка чрезвычайно	2	1
602	например не	1	1
603	правда в	2	1
604	языка также	1	1
605	ее с	2	1
606	к этим	1	1
607	в основе	5	1
608	постановки вопросов	1	1
609	язык он	1	1
610	в лингвистической	1	1
611	тогда и	1	1
612	чем не	1	1
613	не могло	1	1
614	о методах	1	1
615	для всего	2	1
616	работы но	1	1
617	языка остается	1	1
618	основу систематического	1	1
619	возможно и	1	1
620	на язык	2	1
621	же время	5	1
622	таким путем	1	1
623	в условия	1	1
624	на те	1	1
625	ровно ничего	1	1
626	за исключением	1	1
627	во всем	1	1
628	и его	21	1
629	к работе	1	1
630	бы по	1	1
631	языка который	3	1
632	следует отметить	3	1
633	таком которое	1	1
634	как будто	1	1
635	фактов и	1	1
636	их от	1	1
637	смысловое значение	2	1
638	ни о	5	1
639	мы возьмем	1	1
640	языке и	1	1
641	и другой	1	1
642	лежит в	1	1
643	звуковой инструментовкой	1	1
644	должны быть	1	1
645	всего в	2	1
646	с проблемой	3	1
647	как для	1	1
648	и литературный	2	1
649	поставить вопрос	2	1
650	им для	1	1
651	то ни	2	1
652	общения здесь	1	1
653	можно и	3	1
654	которых и	1	1
655	легче чем	1	1
656	свою очередь	1	1
657	это будет	1	1
658	без всякого	1	1
659	уже потому	1	1
660	в собственном	1	1
661	характер и	1	1
662	нет никакой	1	1
663	приводит к	2	1
664	смысла слов	1	1
665	никогда не	2	1
666	что каждый	1	1
667	по аналогии	2	1
668	их смысловое	1	1
669	эти факты	1	1
670	как между	1	1
671	каждого из	1	1
672	как таковую	1	1
673	она была	1	1
674	можно только	1	1
675	это только	1	1
676	п однако	1	1
677	мы в	2	1
678	со всем	1	1
679	с литературным	1	1
680	отрицать что	1	1
681	в словах	1	1
682	особенности в	2	1
683	в известной	2	1
684	при том	1	1
685	может в	1	1
686	разница между	2	1
687	сводится к	5	1
688	о нем	1	1
689	произведения как	2	1
690	от общих	3	1
691	вот почему	1	1
692	так оно	1	1
693	в речи	1	1
694	и являются	1	1
695	все содержание	2	1
696	что существуют	1	1
697	с литературной	1	1
698	одного из	3	1
699	социального общения	4	1
700	важна здесь	1	1
701	языке как	4	1
702	по этому	2	1
703	и смыслом	2	1
704	есть литература	1	1
