N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	43	41
2	то есть	4	20
3	таким образом	5	19
4	в этом	13	15
5	как и	14	14
6	и все	6	14
7	то же	8	13
8	все эти	5	13
9	в этой	1	13
10	мы уже	3	12
11	в его	10	12
12	в себе	5	11
13	как мы	10	11
14	в том	6	11
15	прежде всего	10	11
16	так и	3	10
17	в то	7	10
18	все это	5	10
19	в своем	4	9
20	не в	11	9
21	же время	5	9
22	и его	8	9
23	в качестве	1	9
24	и т.п	1	9
25	но и	14	9
26	что в	4	9
27	но в	10	8
28	в конце	2	8
29	то что	7	8
30	и от	1	8
31	по существу	3	8
32	в нем	12	7
33	вовсе не	5	7
34	в них	4	7
35	как бы	22	7
36	и не	29	7
37	в романе	3	7
38	и до	4	6
39	ни в	2	6
40	о том	5	6
41	мы видим	1	6
42	только в	4	6
43	это не	3	6
44	есть в	3	6
45	для него	8	6
46	у него	6	6
47	с помощью	1	6
48	все они	1	6
49	как в	2	5
50	и к	3	5
51	не только	11	5
52	в плане	1	5
53	на этом	1	5
54	точки зрения	13	5
55	того как	2	5
56	всего в	1	5
57	и это	4	5
58	к нему	5	5
59	на одном	1	5
60	уже в	2	5
61	что и	3	5
62	вместе с	1	5
63	так же	2	5
64	и для	3	5
65	в другое	1	5
66	а в	5	5
67	к этому	1	5
68	в сущности	9	4
69	и на	10	4
70	хотя и	5	4
71	целый ряд	2	4
72	и наконец	6	4
73	та же	2	4
74	что это	2	4
75	он не	9	4
76	но все	2	4
77	и с	5	4
78	на этой	1	4
79	должно быть	4	4
80	том что	2	4
81	одном из	1	4
82	но он	4	4
83	одна из	2	4
84	ничего не	3	4
85	рядом с	5	4
86	в виду	3	4
87	в образе	2	4
88	в последней	1	4
89	из одного	4	4
90	и здесь	3	4
91	после того	1	4
92	слов и	5	4
93	уже говорили	3	4
94	может быть	23	4
95	было бы	5	4
96	конце концов	2	4
97	все что	1	4
98	том числе	1	4
99	например в	2	3
100	он может	1	3
101	и есть	1	3
102	с точки	8	3
103	проникает в	1	3
104	той же	3	3
105	я не	4	3
106	с ее	1	3
107	он был	3	3
108	на них	1	3
109	во всех	4	3
110	кроме того	3	3
111	его к	2	3
112	от этого	1	3
113	так сказать	6	3
114	при этом	6	3
115	и по	1	3
116	в мире	1	3
117	его в	3	3
118	несмотря на	1	3
119	во время	4	3
120	в своей	4	3
121	в их	3	3
122	в отношении	3	3
123	не имеет	1	3
124	тем что	3	3
125	очень часто	1	3
126	все то	1	3
127	можно было	3	3
128	что у	2	3
129	связанных с	1	3
130	о нем	6	3
131	все его	2	3
132	нас в	1	3
133	в форме	2	3
134	в формах	3	3
135	что он	13	3
136	из них	2	3
137	и их	3	3
138	в одном	12	3
139	так как	4	3
140	к брату	1	3
141	не на	4	3
142	не было	1	3
143	в третьей	1	3
144	но есть	1	3
145	в руках	2	3
146	не может	18	3
147	и потому	1	3
148	в той	5	3
149	но этот	2	3
150	в это	1	3
151	такой же	3	3
152	но это	4	3
153	с ними	2	3
154	не знает	3	3
155	того же	3	3
156	есть и	3	3
157	жизни и	1	3
158	и другие	1	3
159	и эта	2	3
160	это в	1	3
161	ту же	2	2
162	также и	3	2
163	мы здесь	2	2
164	и то	2	2
165	на самом	1	2
166	и так	2	2
167	оно было	1	2
168	все те	1	2
169	есть не	1	2
170	он знает	1	2
171	мы не	4	2
172	но по	1	2
173	и заставляет	1	2
174	еще не	9	2
175	в которых	2	2
176	с его	4	2
177	а следовательно	1	2
178	точка зрения	1	2
179	по отношению	5	2
180	отношение к	2	2
181	в одной	3	2
182	перед нами	7	2
183	характер носит	1	2
184	более или	3	2
185	и ограничений	1	2
186	учение о	1	2
187	как он	2	2
188	слово это	1	2
189	и еще	2	2
190	никому не	3	2
191	одно и	2	2
192	человека в	4	2
193	значительной степени	1	2
194	что все	1	2
195	с этим	2	2
196	далеко не	4	2
197	которой он	1	2
198	числе и	1	2
199	такою же	1	2
200	в тоне	2	2
201	не мог	1	2
202	в этих	6	2
203	места в	1	2
204	во второй	1	2
205	том как	1	2
206	уже здесь	1	2
207	или менее	3	2
208	образом и	3	2
209	их в	4	2
210	том и	1	2
211	что есть	1	2
212	дело в	2	2
213	и сама	1	2
214	в процессе	2	2
215	следовательно и	1	2
216	и всегда	2	2
217	явление в	1	2
