N	3gram	Ircho_Kome_1	Vvedenie
1	и т д	4	36
2	для того чтобы	1	20
3	в том что	9	12
4	о том что	3	12
5	тем не менее	1	8
6	до сих пор	2	6
7	до н э	2	6
8	в применении к	1	6
9	то же время	4	6
10	в то же	4	6
11	и т п	5	5
12	с другой стороны	5	5
13	что иное как	1	4
14	по отношению к	3	4
15	в этом отношении	3	4
16	можно было бы	1	4
17	т е в	2	4
18	в данном случае	1	4
19	не только в	1	4
20	так или иначе	1	4
21	во всяком случае	2	4
22	не что иное	1	4
23	с одной стороны	3	4
24	вместе с тем	1	3
25	и в том	1	3
26	большей или меньшей	1	3
27	как мы видели	1	3
28	до наших дней	1	2
29	состоит в том	1	2
30	в чем же	1	2
31	по меньшей мере	2	2
32	не говоря уже	2	2
33	подобно тому как	1	2
34	во второй половине	2	2
35	в соответствии с	1	2
36	то же самое	2	2
37	что же касается	1	2
38	как будто бы	1	2
39	еще при жизни	1	2
40	в до н	1	2
41	в конце концов	4	2
42	смысле этого слова	1	2
43	т д все	1	2
44	к этому времени	1	2
45	как мы уже	1	2
46	мы уже знаем	1	2
47	может быть в	1	2
48	и в конце	1	1
49	сплошь да рядом	1	1
50	как мы помним	1	1
51	а между тем	1	1
52	из дошедших до	1	1
53	одного из наиболее	1	1
54	в действительности дело	1	1
55	как один из	1	1
56	более или менее	1	1
57	чтобы убедиться в	1	1
58	идет речь в	1	1
59	в том же	1	1
60	именно в отношении	1	1
61	точки зрения должен	1	1
62	половине iv в	1	1
63	говоря уже о	2	1
64	сам по себе	1	1
65	представление о том	1	1
66	по поводу того	1	1
67	в отличие от	1	1
68	но и в	2	1
69	и в дальнейшем	1	1
70	потому что и	1	1
71	дошедших до нас	3	1
72	на основании которого	1	1
73	следует что в	1	1
74	в и в	1	1
75	с этим и	1	1
76	с этой точки	1	1
77	в зависимости от	1	1
78	в первой половине	2	1
79	во всех отношениях	1	1
80	так же как	1	1
81	в далеком прошлом	1	1
82	то ни было	2	1
83	именно в этой	1	1
84	как видно из	1	1
85	можно говорить о	1	1
86	в разной мере	1	1
87	бы то ни	2	1
88	это особенно важно	1	1
89	во-вторых и это	1	1
90	потому что они	1	1
91	то в этот	1	1
92	этой точки зрения	1	1
93	не мог не	1	1
94	зрения должен был	1	1
95	с самого начала	1	1
96	и прежде всего	1	1
97	именно потому что	2	1
98	о том каким	1	1
99	к одной из	1	1
100	после того как	3	1
101	к тому что	1	1
102	в предисловии к	1	1
103	и это особенно	1	1
104	соответствии с этим	1	1
105	такого же рода	1	1
106	в их истории	1	1
107	меньшей мере две	1	1
