N	2gram	Vinokur_St_1	Komedia
1	и в	44	22
2	по адресу	1	14
3	т е	15	13
4	том что	29	12
5	в г	3	11
6	но и	10	11
7	в том	36	11
8	не только	18	10
9	в то	9	10
10	из них	8	10
11	и т	30	9
12	как и	9	9
13	может быть	15	9
14	таким образом	7	8
15	должны были	1	8
16	о том	17	8
17	и его	8	8
18	в одном	1	8
19	и не	16	8
20	едва ли	1	7
21	в этой	11	7
22	и других	1	7
23	то же	5	6
24	и по	5	6
25	не в	12	6
26	в отношении	9	6
27	ни в	3	6
28	в конце	3	6
29	что он	10	6
30	и гг	1	6
31	такого рода	2	6
32	к тому	1	6
33	а в	17	6
34	в которой	4	6
35	что в	30	6
36	в истории	3	5
37	как в	13	5
38	то время	2	5
39	при этом	2	5
40	во время	3	5
41	потому что	6	5
42	мы встречаем	1	5
43	так и	9	5
44	еще в	1	5
45	и даже	5	5
46	между тем	3	5
47	уже в	2	5
48	в его	9	5
49	прежде всего	7	5
50	т п	9	5
51	о которых	1	5
52	с другой	9	5
53	все это	5	5
54	другой стороны	7	5
55	из его	1	4
56	время как	2	4
57	что они	7	4
58	но в	10	4
59	в нем	5	4
60	т д	21	4
61	и вот	1	4
62	в другом	3	4
63	г в	5	4
64	на протяжении	1	4
65	известно что	1	4
66	несмотря на	2	4
67	точки зрения	11	4
68	в котором	5	4
69	одном из	1	4
70	так как	5	4
71	как мы	1	4
72	на него	2	4
73	же время	4	4
74	ли не	2	4
75	так в	1	4
76	ясно что	10	4
77	а также	2	4
78	что и	6	4
79	в качестве	4	4
80	тем что	5	4
81	именно в	6	4
82	в результате	3	4
83	конце концов	1	4
84	по поводу	7	4
85	к этому	1	4
86	речь идет	4	3
87	же как	3	3
88	в тех	3	3
89	идет о	2	3
90	мы не	2	3
91	и о	1	3
92	и на	1	3
93	в чем	3	3
94	как правило	2	3
95	с одной	3	3
96	в этом	21	3
97	все же	8	3
98	хотя и	1	3
99	можно сделать	1	3
100	в целом	5	3
101	и и	2	3
102	на то	4	3
103	да и	3	3
104	он не	2	3
105	и с	3	3
106	его в	2	3
107	первую очередь	2	3
108	в vii	1	3
109	в них	1	3
110	на основании	1	3
111	место в	1	3
112	вопрос о	4	3
113	не менее	5	3
114	однако в	1	3
115	даже в	3	3
116	по отношению	3	3
117	того как	1	3
118	к этим	1	3
119	казалось бы	1	3
120	ничего не	2	3
121	за исключением	1	3
122	в сознании	2	3
123	этом отношении	7	3
124	у нас	11	3
125	могут быть	5	3
126	и сам	2	3
127	во второй	9	3
128	после того	1	3
129	там же	1	3
130	судить по	1	3
131	в частности	4	3
132	тот же	1	3
133	одной из	1	3
134	только в	10	3
135	и у	2	3
136	в виде	3	3
137	в начале	3	3
138	отношение к	2	3
139	у него	2	3
140	каждый из	1	3
141	как раз	4	3
142	в свои	1	3
143	к которому	4	3
144	так же	5	3
145	как это	4	3
146	одной стороны	2	3
147	в течение	1	3
148	здесь в	1	3
149	и все	2	3
150	г и	2	3
151	отношению к	3	3
152	как известно	1	2
153	того же	3	2
154	тех же	1	2
155	здесь и	1	2
156	на две	1	2
157	видеть в	1	2
158	в и	130	2
159	иначе в	1	2
160	г как	2	2
161	в сущности	2	2
162	на себя	1	2
163	это время	1	2
164	большей частью	1	2
165	он был	3	2
166	столь же	4	2
167	бы то	1	2
168	совсем не	2	2
169	в стихе	1	2
170	за пределы	2	2
171	в настоящем	1	2
172	к сожалению	3	2
173	что касается	3	2
174	что по	1	2
175	к числу	2	2
176	для ее	1	2
177	в самом	7	2
178	меньшей мере	3	2
179	право на	1	2
180	в известном	1	2
181	раз в	2	2
182	в себе	2	2
183	время и	1	2
184	в первой	12	2
185	в первую	2	2
186	то ни	1	2
187	связанные с	3	2
188	в число	1	2
189	на все	1	2
190	было бы	17	2
191	и тем	3	2
192	для них	1	2
193	ни одной	2	2
194	были в	1	2
195	такой же	5	2
196	которую он	1	2
197	и без	3	2
198	всяком случае	6	2
199	почти не	1	2
200	и самого	1	2
201	но он	2	2
202	тем не	2	2
203	правда в	1	2
204	одна из	1	2
205	по меньшей	3	2
206	судя по	2	2
207	по своей	2	2
208	ему и	1	2
209	как будто	4	2
210	в области	14	2
211	в хронологическом	1	2
212	уже о	5	2
213	для себя	3	2
214	на нем	1	2
215	только при	1	2
216	как по	1	2
217	по изд	9	2
218	стр и	5	2
219	что у	4	2
220	времени и	1	2
221	мог бы	1	2
222	для этого	2	2
223	образом в	1	2
224	из других	1	2
225	и во	2	2
226	и можно	2	2
227	в форме	1	2
228	быть даже	1	2
229	также в	2	2
230	указывает что	1	2
231	еще не	3	2
232	время когда	1	2
233	который в	1	2
234	именно на	1	2
235	современного читателя	2	2
236	из которых	1	2
237	а то	2	2
238	могли быть	1	2
239	вовсе не	19	2
240	в других	2	2
241	со стороны	6	2
242	даже не	4	2
243	точек зрения	1	2
244	и из	1	2
245	до сих	7	2
246	в период	1	2
247	еще и	2	2
248	и притом	1	2
249	которых мы	1	2
250	до конца	1	2
251	доступ на	1	2
252	должна была	4	2
253	не может	8	2
254	вместе с	1	2
255	но не	3	2
256	это были	1	2
257	говоря уже	1	2
258	к нему	2	2
259	сих пор	7	2
260	но это	6	2
261	и таким	1	2
262	между прочим	2	2
263	или в	1	2
264	видно из	1	2
265	следующие слова	2	2
266	указания на	1	2
267	будто бы	3	2
268	это человек	4	2
269	то что	18	2
270	е в	2	2
271	не говоря	1	2
272	в своих	2	2
273	во всяком	6	2
274	а между	1	1
275	берет под	1	1
276	грамматическими и	1	1
277	можно говорить	1	1
278	в применении	3	1
279	также и	9	1
280	чтобы не	1	1
281	самое слово	1	1
282	на самом	6	1
283	вторую половину	1	1
284	такое же	1	1
285	тем же	3	1
286	и всем	1	1
287	его же	2	1
288	исходит из	1	1
289	от которых	1	1
290	объясняется и	1	1
291	в зависимости	1	1
292	и за	3	1
293	по его	2	1
294	же образ	1	1
295	той же	5	1
296	землей и	1	1
297	которым он	1	1
298	и была	1	1
299	по мнению	3	1
300	статьи в	8	1
301	который был	1	1
302	совпадает с	2	1
303	из того	2	1
304	то это	3	1
305	зависимости от	1	1
306	в ней	3	1
307	проявляется в	1	1
308	от всей	1	1
309	думаю что	5	1
310	работы в	3	1
311	ответа на	2	1
312	быть в	2	1
313	а только	1	1
314	i так	1	1
315	во всех	8	1
316	его современники	1	1
317	тома в	1	1
318	о существе	1	1
319	при жизни	1	1
320	отказ от	1	1
321	не все	3	1
322	ответ на	3	1
323	очевидно что	1	1
324	в наиболее	1	1
325	том чем	1	1
326	вопросов которые	1	1
327	и вовсе	1	1
328	в м	2	1
329	что во	2	1
330	под его	1	1
331	каждая из	1	1
332	с этим	3	1
333	так называемая	3	1
334	в своем	2	1
335	потребность в	1	1
336	смысле этого	2	1
337	целый ряд	2	1
338	говорит что	3	1
339	мысль в	1	1
340	не являются	3	1
341	и какой	1	1
342	и к	1	1
343	спора и	1	1
344	то в	3	1
345	и этим	1	1
346	не приходится	1	1
347	что это	4	1
348	так или	2	1
349	плана по	1	1
350	он в	1	1
351	что же	6	1
352	чуть ли	2	1
353	тут и	1	1
354	бы не	2	1
355	из этих	6	1
356	но без	1	1
357	бы только	1	1
358	другом случае	1	1
359	и те	2	1
360	как он	1	1
361	е из	1	1
362	не могла	2	1
363	что эти	1	1
364	от которого	1	1
365	и почему	4	1
366	с именем	1	1
367	сожалению не	2	1
368	по существу	2	1
369	сказал что	1	1
370	у читателя	1	1
371	на поверку	1	1
372	нашего времени	1	1
373	чтобы в	1	1
374	что она	4	1
375	но все	4	1
376	такого же	1	1
377	значительной степени	1	1
378	что все	2	1
379	вызвать у	1	1
380	же касается	3	1
381	об этом	3	1
382	можно теперь	1	1
383	то есть	2	1
384	это было	1	1
385	обоих случаях	1	1
386	стиха в	2	1
387	на путь	1	1
388	перед нами	1	1
389	должен был	2	1
390	рифмы не	1	1
391	говорить в	1	1
392	а с	3	1
393	соответствии с	1	1
394	оригинале это	1	1
395	с тем	1	1
396	всю жизнь	1	1
397	и уже	2	1
398	которой он	1	1
399	всегда и	1	1
400	в этих	2	1
401	можно только	1	1
402	не так	1	1
403	но если	4	1
404	никаких оснований	2	1
405	нас не	1	1
406	можно найти	2	1
407	ли можно	1	1
408	а как	2	1
409	никто не	4	1
410	во времена	4	1
411	его современников	1	1
412	в которых	5	1
413	несомненно что	1	1
414	же вполне	1	1
415	малейшего желания	1	1
416	которые в	2	1
417	которого следовало	1	1
418	доказывает что	1	1
419	и эти	1	1
420	видно что	3	1
421	надо сказать	2	1
422	и более	2	1
423	с такими	1	1
424	том же	1	1
425	пока в	1	1
426	даже как-то	1	1
427	по себе	1	1
428	не была	2	1
429	всего его	1	1
430	тому что	3	1
431	и очень	4	1
432	этой области	5	1
433	если и	1	1
434	уже выше	2	1
435	iv и	1	1
436	принципов и	2	1
437	и против	1	1
438	вплоть до	5	1
439	но они	1	1
440	и другое	1	1
441	в обоих	1	1
442	в русской	1	1
443	если в	2	1
444	что их	1	1
445	не по	3	1
446	он еще	1	1
447	а может	1	1
448	того чтобы	11	1
449	чем не	1	1
450	обильный материал	1	1
451	что только	1	1
452	в науке	1	1
453	в какой-то	1	1
454	они являются	1	1
455	к концу	2	1
456	в тексте	12	1
457	п в	3	1
458	и после	1	1
459	убедиться в	2	1
460	на мой	1	1
461	так например	7	1
462	что на	2	1
463	ему не	1	1
464	и для	3	1
465	один раз	1	1
466	не могут	1	1
467	с полной	1	1
468	и другим	1	1
469	даже и	2	1
470	слова с	1	1
471	в каждом	3	1
472	вывод из	1	1
473	отказаться от	1	1
474	и это	2	1
475	сомнений что	1	1
476	встречаем в	1	1
477	от друга	1	1
478	но при	1	1
479	однако ни	2	1
480	это только	1	1
481	данном случае	6	1
482	первой из	1	1
483	с самого	1	1
484	говорить о	2	1
485	разной мере	1	1
486	что могло	1	1
487	и когда	1	1
488	можно было	13	1
489	почти каждый	1	1
490	к изданию	1	1
491	это вовсе	2	1
492	каждого из	2	1
493	всегда совпадает	1	1
494	когда в	1	1
495	ссылки на	1	1
496	один человек	1	1
497	о ней	1	1
498	о нем	1	1
499	до последних	1	1
500	в пользу	2	1
501	за свое	1	1
502	на вопрос	4	1
503	грамматики и	1	1
504	не означает	1	1
505	которых по	1	1
506	и что	4	1
507	в глаза	1	1
508	объяснение в	1	1
509	два стиха	1	1
510	почему же	1	1
511	утверждает что	1	1
512	все его	1	1
513	дело обстояло	1	1
514	с целью	1	1
515	которые могут	1	1
516	это была	1	1
517	на ее	1	1
518	поэта к	1	1
519	случае ясно	1	1
520	поводу того	1	1
521	я думаю	11	1
522	отметить что	2	1
523	и только	3	1
524	в середине	1	1
525	если это	3	1
526	разницы между	1	1
527	того что	9	1
528	оставляют в	1	1
529	эти детали	1	1
530	сразу же	1	1
531	в двух	3	1
532	дело с	2	1
533	нуждается в	1	1
534	хотя бы	6	1
535	прием который	1	1
536	стал известен	1	1
537	согласно которой	1	1
538	наше время	1	1
539	самые разнообразные	1	1
540	бы ни	1	1
541	об их	1	1
542	тот что	1	1
543	больше чем	2	1
544	себя в	1	1
545	так что	6	1
546	оказывается в	2	1
547	и насколько	1	1
548	ни одного	2	1
549	научная литература	1	1
550	каким образом	1	1
551	в данной	2	1
552	на эту	4	1
553	этот раз	2	1
554	которым в	1	1
555	себе в	1	1
556	представить себе	1	1
557	перед собой	2	1
558	когда приходится	1	1
559	о которой	3	1
560	от того	1	1
561	на том	1	1
562	само собой	1	1
563	для того	10	1
564	друг от	1	1
565	из двух	3	1
566	представление о	4	1
567	возможно что	3	1
568	является их	1	1
569	уважение к	1	1
570	или иначе	2	1
571	с известным	1	1
572	не один	1	1
573	на этот	3	1
574	далеко не	1	1
575	в ряде	1	1
576	на чем	1	1
577	месте в	1	1
578	он считал	1	1
579	и др	1	1
580	естественно что	1	1
581	в соответствии	1	1
582	превращается в	2	1
583	чтобы убедиться	1	1
584	в рукописях	2	1
585	именно так	1	1
586	по тем	1	1
587	г где	1	1
588	о чем	1	1
589	впрочем в	1	1
590	и своим	1	1
591	него не	1	1
592	ближе к	1	1
593	для этой	1	1
594	поэта в	1	1
595	материалом для	1	1
596	стороны в	2	1
597	следовало бы	2	1
598	нет никаких	2	1
599	были эти	1	1
600	лиц и	1	1
601	и потому	2	1
602	отсюда и	1	1
603	в разной	1	1
604	что именно	1	1
605	к своему	1	1
606	в данном	14	1
607	в той	6	1
608	применении к	3	1
609	неизвестно кем	2	1
610	как бы	4	1
611	на какой-то	1	1
612	сам не	1	1
613	критики и	1	1
614	в это	1	1
615	материал для	3	1
616	этого слова	2	1
617	с этой	3	1
618	в науках	1	1
619	чтобы я	1	1
620	мере не	1	1
621	что нет	2	1
622	этих строк	1	1
623	самого и	1	1
624	со всей	1	1
625	г а	1	1
626	случаях когда	1	1
627	этого рода	1	1
628	мой взгляд	1	1
629	после г	1	1
630	которой можно	2	1
631	обращается к	1	1
632	слова дают	1	1
633	у них	1	1
634	в духе	1	1
635	или нет	1	1
636	в третьем	1	1
637	места в	2	1
638	бы в	1	1
639	еще более	4	1
640	но зато	1	1
641	зрения в	2	1
642	именно поэтому	1	1
643	хотя в	2	1
644	бы на	1	1
645	отношении к	1	1
646	бы с	1	1
647	слово в	1	1
648	с ней	1	1
649	довоенного периода	1	1
650	не знает	2	1
651	сказать что	7	1
652	кем и	2	1
653	совершенно не	5	1
654	начать с	1	1
655	больше всего	1	1
656	к его	1	1
657	культуры в	3	1
658	время не	1	1
659	в каком	3	1
660	бы найти	1	1
661	жизни и	5	1
662	и другие	1	1
663	того времени	5	1
664	это в	4	1
665	молодой человек	2	1
666	гораздо более	4	1
667	как на	1	1
668	в таком	3	1
669	в роли	1	1
670	том числе	2	1
671	они не	1	1
