N	3gram	Medvedev_F_3	Analitik
1	в том что	3	7
2	по отношению к	3	7
3	так и не	1	5
4	с другой стороны	5	5
5	о том что	1	5
6	как и в	1	4
7	и того же	1	3
8	всех без исключения	1	3
9	до известной степени	2	3
10	в данном случае	4	3
11	то же время	7	3
12	не только не	2	3
13	той или иной	1	3
14	в то же	7	3
15	одного и того	1	3
16	в этом отношении	3	3
17	дело в том	2	2
18	подобно тому как	4	2
19	так и его	1	2
20	с точки зрения	14	2
21	одной и той	1	2
22	в отличие от	2	2
23	тот или иной	1	2
24	в значительной степени	1	2
25	с одной стороны	1	2
26	сама по себе	1	2
27	тем не менее	2	2
28	во всяком случае	6	2
29	можно сказать что	1	2
30	совершенно очевидно что	1	2
31	и той же	1	2
32	дело здесь не	1	1
33	в чистом виде	1	1
34	хотя и не	1	1
35	а в его	1	1
36	то у нас	1	1
37	здесь и теперь	6	1
38	никогда не является	1	1
39	из литературы в	1	1
40	произведения но и	1	1
41	на самом деле	12	1
42	в самом деле	4	1
43	в этом смысле	2	1
44	в этом случае	1	1
45	и в данном	2	1
46	до сих пор	1	1
47	с тем же	3	1
48	в таком случае	1	1
49	в зависимости от	5	1
50	хотя бы и	1	1
51	между тем случаи	1	1
52	в литературу то	1	1
53	в готовом виде	1	1
54	одна из существеннейших	1	1
55	между тем как	1	1
56	может и не	1	1
57	войти в литературу	2	1
58	со всех сторон	1	1
59	именно в этом	1	1
60	в данном контексте	1	1
61	ту или иную	1	1
62	но в таком	1	1
63	только не могут	1	1
64	сам по себе	1	1
65	бы в точке	1	1
66	не только в	1	1
67	тот факт что	1	1
68	так и в	2	1
69	и в этой	1	1
70	а не как	1	1
71	так или иначе	1	1
72	не в том	1	1
73	отличие от всех	1	1
74	в связи с	4	1
75	со стороны его	2	1
76	для того чтобы	4	1
77	однако герой не	1	1
78	один и тот	1	1
79	того или иного	1	1
80	и все же	1	1
81	не только литературного	1	1
82	не может быть	14	1
83	в этом же	1	1
84	между которыми располагается	2	1
85	в пределах одной	2	1
86	не нуждается в	1	1
87	как бы ни	2	1
88	именно потому что	2	1
89	художественное произведение есть	1	1
90	те же слова	2	1
91	в большинстве случаев	4	1
92	не сводится к	1	1
93	дело не в	2	1
94	так что она	1	1
95	и тот же	1	1
96	в отдельности и	1	1
