N	2gram	Bakhtin_Fr_1	Marksizm
1	может быть	6	28
2	и пр	5	25
3	и в	65	19
4	как бы	22	19
5	и не	22	19
6	в процессе	2	18
7	не может	3	18
8	точки зрения	7	17
9	то же	1	16
10	и его	10	16
11	как мы	6	15
12	в этом	15	15
13	в сущности	16	14
14	так сказать	4	14
15	лишь в	1	14
16	не только	10	13
17	с точки	3	13
18	связи с	4	13
19	речи и	2	13
20	речевого общения	3	12
21	в нем	13	11
22	вовсе не	18	11
23	не в	4	10
24	так и	10	10
25	и т.п	17	10
26	но и	10	10
27	в пределах	1	10
28	том что	6	10
29	самом деле	3	9
30	при этом	6	9
31	как и	5	9
32	для него	5	9
33	в основе	8	9
34	а не	1	9
35	с его	5	8
36	по отношению	1	8
37	в то	1	8
38	же время	1	8
39	только в	7	8
40	не является	3	8
41	отношению к	1	8
42	на самом	6	7
43	его в	7	7
44	и более	1	7
45	одна из	1	7
46	никогда не	6	7
47	в том	16	7
48	в языке	1	7
49	прежде всего	11	7
50	в связи	1	7
51	и для	2	7
52	но в	14	7
53	в таком	2	7
54	мы уже	12	6
55	и значение	1	6
56	во всех	9	6
57	и как	1	6
58	в самом	4	6
59	слова и	1	6
60	того чтобы	1	6
61	к тому	2	6
62	для того	1	6
63	речи мы	1	6
64	и следовательно	1	6
65	между тем	5	6
66	более того	2	6
67	и все	5	6
68	хотя бы	1	6
69	и на	11	5
70	все же	6	5
71	на этой	3	5
72	лишь на	1	5
73	в их	4	5
74	и здесь	3	5
75	к нему	3	5
76	в его	9	5
77	в форме	3	5
78	в большинстве	2	5
79	большинстве случаев	2	5
80	отношении к	1	5
81	или иной	5	5
82	в той	5	5
83	в контексте	1	5
84	совершенно не	4	5
85	к этому	1	5
86	а как	1	4
87	и ее	1	4
88	вполне понятно	2	4
89	конечно не	1	4
90	только на	2	4
91	в себе	3	4
92	на то	1	4
93	в единстве	1	4
94	это не	3	4
95	было бы	1	4
96	его формы	2	4
97	в отношении	6	4
98	ничего не	3	4
99	той или	5	4
100	выражения и	2	4
101	из одного	1	4
102	того что	2	4
103	в формах	1	4
104	с ними	1	4
105	что он	3	4
106	чужого языка	1	4
107	и их	3	4
108	как раз	3	4
109	влияние на	7	4
110	пр и	1	4
111	связь с	5	4
112	в основном	2	4
113	бы в	1	4
114	то что	3	4
115	сказать что	6	4
116	и до	4	3
117	на материале	1	3
118	в ней	6	3
119	еще не	6	3
120	в ее	3	3
121	менее всего	3	3
122	отличие от	5	3
123	за пределы	8	3
124	чем же	1	3
125	и выражения	2	3
126	с этим	1	3
127	все эти	10	3
128	в этой	4	3
129	он не	2	3
130	не к	2	3
131	здесь мы	1	3
132	конечно в	2	3
133	по себе	1	3
134	в этих	2	3
135	в своей	5	3
136	в отличие	4	3
137	мысли и	4	3
138	формы как	1	3
139	а иногда	2	3
140	для всего	1	3
141	они являются	2	3
142	же слова	1	3
143	у нас	1	3
144	могут быть	2	3
145	и это	2	3
146	значения и	1	3
147	о том	2	3
148	нашей работы	6	3
149	что и	1	3
150	слов и	1	3
151	одной из	1	3
152	в какой	1	3
153	с одной	2	3
154	его и	1	3
155	так как	6	3
156	же деле	3	3
157	до сих	4	3
158	с другой	3	3
159	в живом	1	3
160	не было	1	3
161	одной стороны	2	3
162	именно для	1	3
163	да и	2	3
164	для понимания	1	3
165	и формы	1	3
166	самом же	3	3
167	и от	2	3
168	сих пор	4	3
169	слово для	1	3
170	в данную	1	3
171	во всяком	1	3
172	нем нет	1	2
173	отношения к	2	2
174	одним из	2	2
175	формы этой	1	2
176	связана с	5	2
177	выражения как	1	2
178	собственном смысле	1	2
179	от своего	2	2
180	правильного понимания	1	2
181	реакцией на	1	2
182	конечно и	3	2
183	в целое	1	2
184	мы здесь	2	2
185	и он	2	2
186	целое и	1	2
187	он был	2	2
188	именно эти	2	2
189	но как	3	2
190	значение и	2	2
191	только путем	1	2
192	конечно совершенно	1	2
193	в собственном	1	2
194	это одно	1	2
195	в своем	8	2
196	более и	1	2
197	его к	2	2
198	от этого	1	2
199	в нашем	1	2
200	в тех	3	2
201	свет на	1	2
202	тому же	1	2
203	в узком	4	2
204	понимания и	3	2
205	из него	1	2
206	значительной степени	2	2
207	и с	3	2
208	оно становится	1	2
209	на все	2	2
210	то есть	45	2
211	этих форм	5	2
212	это было	2	2
213	ощущается как	1	2
214	на протяжении	5	2
215	может стать	1	2
216	делает его	1	2
217	в жизни	4	2
218	рядом с	5	2
219	далеко не	3	2
220	разобранные нами	1	2
221	и потому	10	2
