N	3gram	Vygotskiy__1	Russkaja
1	с точки зрения	2	9
2	в том что	9	7
3	на самом деле	2	6
4	во всяком случае	6	6
5	для того чтобы	5	6
6	до сих пор	3	5
7	более или менее	2	4
8	на то что	8	4
9	к тому чтобы	3	4
10	в том случае	2	4
11	не может быть	8	4
12	не может не	1	3
13	том случае если	1	3
14	вместе с тем	2	3
15	с тем чтобы	1	3
16	и то что	1	3
17	в конце концов	3	3
18	может быть признан	1	3
19	во всяком другом	1	3
20	а следовательно и	1	2
21	точно так же	3	2
22	в настоящее время	2	2
23	в том и	2	2
24	только в том	3	2
25	тогда когда они	1	2
26	в значительной мере	1	2
27	в противоречие с	2	2
28	но она не	1	2
29	чтобы понять что	1	2
30	и в том	1	2
31	и во всяком	1	2
32	и вместе с	1	2
33	о том что	7	2
34	и не будет	1	2
35	сама по себе	2	2
36	даже тогда когда	1	1
37	и того же	1	1
38	то совершенно ясно	1	1
39	ни от какого	1	1
40	состоит в том	2	1
41	заключается не в	2	1
42	дело в том	1	1
43	в свою очередь	1	1
44	так же и	1	1
45	не знаем и	1	1
46	стороны и в	1	1
47	в самом деле	7	1
48	в том числе	1	1
49	то же самое	2	1
50	в том же	1	1
51	точки зрения в	1	1
52	таким образом оказывается	1	1
53	он не может	1	1
54	обе точки зрения	1	1
55	что с точки	1	1
56	на точку зрения	1	1
57	самом деле для	1	1
58	только то что	1	1
59	в этом отношении	2	1
60	совершенно ясно что	14	1
61	том числе и	1	1
62	заключает в себе	1	1
63	несмотря на то	2	1
64	отнюдь не является	1	1
65	речь идет не	1	1
66	и в частности	1	1
67	в применении к	2	1
68	и более или	1	1
69	в том чтобы	7	1
70	этого вопроса необходимо	1	1
71	из которых каждая	2	1
72	смысле этого слова	2	1
73	с совершенной ясностью	1	1
74	и в этом	1	1
75	можно ли представить	1	1
76	указывает на то	3	1
77	ли представить себе	1	1
78	в связи с	1	1
79	эта точка зрения	1	1
80	друг к другу	1	1
81	в полной мере	1	1
82	так же как	4	1
83	это зависит от	1	1
84	в совершенно ином	1	1
85	образом оказывается что	1	1
86	одну и ту	1	1
87	и таким образом	2	1
88	а в том	2	1
89	того и другого	1	1
90	что оно есть	1	1
91	от того что	2	1
92	заключается в том	6	1
93	тех или иных	2	1
94	это и есть	1	1
95	так как это	1	1
96	с самого начала	1	1
97	вопрос о том	1	1
98	если признать что	1	1
99	в этом вопросе	1	1
100	речь идет о	1	1
101	в результате этого	1	1
102	несмотря на все	1	1
103	одного и того	1	1
104	совершенно очевидно что	2	1
105	и ту же	1	1
106	ним в том	1	1
107	мы не знаем	1	1
108	именно в силу	1	1
109	тем не менее	2	1
110	во многих случаях	1	1
111	в согласии с	1	1
112	том случае когда	1	1
113	к тому же	1	1
