N	2gram	Nazirov_Tv_1	FransuaR
1	и в	21	40
2	то есть	12	18
3	и его	6	17
4	прежде всего	4	16
5	в этом	6	15
6	в романе	10	15
7	мы уже	1	13
8	не только	7	13
9	в его	13	13
10	и не	7	13
11	вовсе не	5	12
12	что в	12	12
13	как и	12	11
14	но и	3	11
15	таким образом	5	10
16	в сущности	1	9
17	он не	8	9
18	в них	1	9
19	может быть	5	9
20	и все	6	9
21	и до	1	8
22	той же	3	8
23	и на	7	8
24	все эти	1	8
25	и с	3	8
26	во время	1	8
27	в эпоху	1	8
28	в том	7	8
29	у него	7	8
30	но в	7	8
31	то же	13	7
32	ту эпоху	2	7
33	в своем	4	7
34	культуры и	1	7
35	на площади	2	7
36	он и	1	7
37	в виду	2	7
38	в ту	3	7
39	в одном	1	7
40	в духе	2	7
41	во всех	1	6
42	в самом	3	6
43	в этих	2	6
44	в то	15	6
45	же время	12	6
46	связи с	1	6
47	в образах	2	6
48	связь с	1	6
49	и других	3	6
50	до конца	2	6
51	он говорит	3	6
52	в своей	4	6
53	к этому	2	6
54	в году	7	5
55	в нем	3	5
56	со всеми	3	5
57	так сказать	2	5
58	в основе	2	5
59	xx века	1	5
60	начала и	1	5
61	в литературе	2	5
62	для него	6	5
63	то что	8	5
64	не было	1	5
65	а не	5	5
66	в связи	1	5
67	как раз	1	5
68	в своих	5	5
69	также и	1	4
70	жизни и	3	4
71	из всех	4	4
72	в ней	2	4
73	xix века	6	4
74	в истории	1	4
75	с народной	1	4
76	в мире	4	4
77	было бы	1	4
78	ни в	1	4
79	том что	11	4
80	в их	3	4
81	даже в	3	4
82	в области	1	4
83	у нас	1	4
84	о том	6	4
85	и о	1	4
86	так в	1	4
87	роль в	1	4
88	особенно в	1	4
89	мировой литературе	1	4
90	и здесь	1	4
91	один из	4	4
92	только на	2	4
93	из них	2	4
94	так как	3	4
95	и даже	3	4
96	до сих	1	4
97	в данном	2	4
98	сих пор	1	4
99	в основном	4	4
100	все это	10	4
101	в мировой	1	4
102	еще более	2	4
103	xvii века	1	3
104	самом деле	2	3
105	на самом	3	3
106	и есть	1	3
107	только для	1	3
108	он был	1	3
109	с его	11	3
110	по отношению	1	3
111	отличие от	2	3
112	в этой	5	3
113	кроме того	1	3
114	и как	4	3
115	и наконец	2	3
116	и к	1	3
117	в себе	2	3
118	связанные с	1	3
119	при этом	7	3
120	всех этих	1	3
121	об этом	2	3
122	на протяжении	3	3
123	мировой литературы	1	3
124	в отличие	2	3
125	для этого	1	3
126	вплоть до	1	3
127	в таких	1	3
128	дело не	3	3
129	одна из	2	3
130	уже говорили	1	3
131	о нем	1	3
132	и стиля	1	3
133	начиная с	1	3
134	два месяца	1	3
135	но все	1	3
136	в ее	1	3
137	еще в	2	3
138	никак не	1	3
139	связь между	1	3
140	между тем	1	3
141	нуждается в	1	3
142	что и	2	3
143	во всей	2	3
144	еще не	1	3
145	только в	5	3
146	человеческой натуры	1	3
147	так и	2	3
148	же и	2	3
149	одно из	1	3
150	не так	3	3
151	мы находим	2	3
152	в конце	1	3
153	тем что	1	3
154	в других	1	3
155	связан с	3	3
156	сказать что	2	3
157	жизнь в	1	3
158	для этой	2	3
159	в частности	2	3
160	не может	4	3
161	вместе с	2	3
162	как в	8	3
163	во все	1	3
164	как бы	17	3
165	и смерти	1	3
166	в более	1	3
167	и от	4	3
168	но это	5	3
169	а в	6	3
170	к этой	1	3
171	как известно	1	2
172	одним из	4	2
173	он считает	1	2
174	связана с	1	2
175	того же	2	2
176	переход от	1	2
177	это и	3	2
178	из самых	1	2
179	по преимуществу	2	2
180	и этот	1	2
181	хотя бы	5	2
182	не был	3	2
183	но не	3	2
184	что он	6	2
185	все же	5	2
186	его к	1	2
187	в этот	1	2
188	лежит на	1	2
189	в которой	3	2
190	в целом	4	2
191	он в	1	2
192	в дальнейшем	3	2
193	эпохи и	1	2
194	говорят о	1	2
195	и если	1	2
196	на его	3	2
197	как он	1	2
198	в первой	2	2
199	не к	1	2
200	страдания и	2	2
201	и вот	1	2
202	свидетельствует о	2	2
203	de paris	1	2
204	в плане	1	2
205	на этом	1	2
206	здесь мы	2	2
207	для всей	1	2
208	для характеристики	1	2
209	это вовсе	1	2
210	форму и	1	2
211	не боится	1	2
212	страхом и	1	2
213	далеко не	3	2
214	в один	2	2
215	этой теме	1	2
216	в котором	6	2
217	представление о	3	2
218	жизни с	2	2
219	своего рода	4	2
220	но он	2	2
221	том же	1	2
222	не менее	6	2
223	ее не	1	2
224	считает что	1	2
225	дело в	3	2
226	он с	1	2
227	ан ссср	1	2
228	до того	1	2
229	особое внимание	1	2
230	и далее	2	2
231	этой книги	3	2
232	и это	1	2
233	данном случае	2	2
234	и сам	1	2
235	времени и	4	2
236	одного из	2	2
237	здесь нет	2	2
238	гюго и	1	2
239	можно сказать	2	2
240	своей книге	1	2
241	говорит об	2	2
242	особое значение	1	2
243	с того	1	2
244	с другой	3	2
245	нас в	1	2
246	это не	4	2
247	к нему	1	2
248	который в	3	2
249	и ее	1	2
250	больше чем	2	2
251	в эти	1	2
252	и у	2	2
253	уже в	3	2
254	в нашей	2	2
255	него и	1	2
256	мы знаем	1	2
257	даже и	1	2
258	влияние на	2	2
259	именно в	2	2
260	к роману	1	2
261	чем он	1	2
262	что для	2	2
263	его романе	1	2
264	о чем	1	2
265	с помощью	1	2
266	площади и	2	2
267	с этим	1	2
268	к жизни	2	2
269	это есть	1	2
270	из этой	1	2
271	и душу	1	2
272	слова и	1	2
273	время это	1	2
274	в книге	3	2
275	и перед	1	2
276	вовсе нет	1	2
277	потому что	5	2
278	хотя в	1	2
279	одной из	4	2
280	одновременно и	2	2
281	отношению к	1	2
282	ко всему	1	2
283	и другие	3	2
284	это в	3	2
285	к людям	1	1
286	и т	3	1
287	совершенно справедливо	1	1
288	с исторической	1	1
289	самый дух	1	1
290	основе всех	1	1
291	вряд ли	2	1
292	этого мира	1	1
293	от своей	1	1
294	мировоззрения и	2	1
295	исходит из	1	1
296	был и	1	1
297	в несколько	1	1
298	важно для	1	1
299	г в	1	1
300	есть не	2	1
301	на тех	1	1
302	предела до	1	1
303	мы имеем	1	1
304	человеческой природы	1	1
305	не во	2	1
306	и тут	1	1
307	на эти	2	1
308	что иное	1	1
309	принадлежит к	1	1
310	но даже	1	1
311	не совсем	1	1
312	за два	2	1
313	и он	2	1
314	на которых	1	1
315	в xix	1	1
316	и высокое	2	1
317	между собой	1	1
318	иное как	1	1
319	бы то	1	1
320	тем как	1	1
321	это имеет	1	1
322	бы этот	1	1
323	и всякий	1	1
324	к слову	1	1
325	знал и	1	1
326	мы снова	1	1
327	и я	1	1
328	в одной	2	1
329	эта связь	1	1
330	не согласиться	1	1
331	в художественном	1	1
332	цитату из	1	1
333	перед нами	2	1
334	когда он	2	1
335	сознания в	1	1
336	говорит что	2	1
337	себе не	2	1
338	этой цели	1	1
339	них он	1	1
340	отнесены к	1	1
341	paris в	1	1
342	со своей	1	1
343	бы и	1	1
344	сатирик в	1	1
345	что это	1	1
346	всего романа	1	1
347	представляет собой	3	1
348	многое в	1	1
349	в известном	1	1
350	это тот	1	1
351	почти одновременно	1	1
352	им в	1	1
353	но его	2	1
354	этого образа	1	1
355	имеем в	1	1
356	если он	1	1
357	но на	1	1
358	литературы из	1	1
359	в концепции	1	1
360	зла в	1	1
361	все они	1	1
362	видит и	1	1
363	оно было	1	1
364	душу и	1	1
365	в первом	2	1
366	с представлением	1	1
367	что может	1	1
368	и по	3	1
369	для мировоззрения	1	1
370	в образе	1	1
371	они играют	1	1
372	него было	1	1
373	в основу	1	1
374	встречаются и	1	1
375	больше всего	1	1
376	то ни	1	1
377	а затем	2	1
378	дал в	1	1
379	чтобы вы	1	1
380	самого автора	1	1
381	на все	1	1
382	а как	2	1
383	его в	1	1
384	это было	1	1
385	заключается в	1	1
386	бы нам	1	1
387	весь мир	1	1
388	более широком	1	1
389	и тем	2	1
390	в беседе	2	1
391	для них	1	1
392	все равно	1	1
393	тот самый	1	1
394	с тем	1	1
395	он отлично	1	1
396	эту тему	1	1
397	вы провалились	1	1
398	и уже	1	1
399	чем в	1	1
400	и прямо	1	1
401	такой же	2	1
402	на первый	1	1
403	и их	1	1
404	этой связи	2	1
405	интерес и	1	1
406	в отношении	1	1
407	ли можно	1	1
408	именно и	1	1
409	у дверей	1	1
410	к одному	1	1
411	эпизоде с	1	1
412	мысли и	4	1
413	всякий раз	1	1
414	внешнего и	1	1
415	а кончается	1	1
416	войне и	1	1
417	но эта	1	1
418	образом и	1	1
419	поэтому мы	1	1
420	не в	2	1
421	т ii	2	1
422	и более	1	1
423	что этот	1	1
424	по себе	1	1
425	в историческом	1	1
426	тому что	1	1
427	роль играют	1	1
428	тем самым	7	1
429	самого начала	3	1
430	и притом	2	1
431	ее с	1	1
432	и далеко	1	1
433	героев и	3	1
434	де ла	1	1
435	мы все	1	1
436	эпизод в	1	1
437	но только	2	1
438	только не	1	1
439	никогда не	3	1
440	обвинение в	1	1
441	слово и	1	1
442	что их	1	1
443	всего на	1	1
444	как она	1	1
445	и мире	1	1
446	исторический смысл	1	1
447	xix веке	1	1
448	высокого и	1	1
449	был так	1	1
450	входят в	1	1
451	как будто	5	1
452	каждый раз	1	1
453	что на	1	1
454	за ними	1	1
455	выпадает из	1	1
456	в направлении	2	1
457	мы узнаем	1	1
458	наконец в	1	1
459	отличается от	1	1
460	беседе с	1	1
461	здесь они	1	1
462	что оно	1	1
463	бы он	1	1
464	книге реализм	1	1
465	вырождается в	1	1
466	и свое	1	1
467	отказаться от	2	1
468	время он	2	1
469	где он	2	1
470	понимание его	1	1
471	боится этого	1	1
472	он ищет	1	1
473	протяжении почти	1	1
474	адом и	1	1
475	свою очередь	1	1
476	людей в	2	1
477	в в	2	1
478	с каким	2	1
479	в собственном	1	1
480	как по	1	1
481	смерти в	1	1
482	только то	1	1
483	в себя	2	1
484	с самого	3	1
485	говорили что	1	1
486	и самого	1	1
487	отвлеченный характер	1	1
488	для творчества	1	1
489	на том	2	1
490	с первым	1	1
491	нельзя не	1	1
492	за то	2	1
493	было в	2	1
494	эта книга	1	1
495	участия в	1	1
496	во многом	7	1
497	отразилась в	1	1
498	жизнь и	1	1
499	остается не	1	1
500	высокое и	1	1
501	с ним	3	1
502	минут и	1	1
503	году и	1	1
504	внимание на	1	1
505	настоящее время	2	1
506	и что	1	1
507	она всегда	1	1
508	тем кого	1	1
509	там же	3	1
510	все его	1	1
511	как содом	1	1
512	что эта	1	1
513	в отрыве	1	1
514	путь к	1	1
515	в согласии	1	1
516	от них	1	1
517	этот момент	1	1
518	который и	1	1
519	отметить что	1	1
520	не надо	1	1
521	язык в	1	1
522	и где	1	1
523	вообще и	1	1
524	что бы	1	1
525	всего этого	1	1
526	нем и	1	1
527	все время	1	1
528	добрые люди	2	1
529	типичное для	1	1
530	в него	2	1
531	видим что	1	1
532	того что	3	1
533	в современной	1	1
534	только он	1	1
535	было это	1	1
536	он стал	1	1
537	не имеет	1	1
538	к их	1	1
539	и часто	1	1
540	это очень	1	1
541	год с	1	1
542	связанным с	1	1
543	с продавцами	1	1
544	во вкусе	2	1
545	узнаем что	1	1
546	произведения то	1	1
547	что ж	1	1
548	вопрос об	1	1
549	с одной	1	1
550	в качестве	2	1
551	так что	2	1
552	для всех	1	1
553	и внутреннего	2	1
554	не сатира	1	1
555	в виде	3	1
556	слова не	1	1
557	и обратно	1	1
558	ведь это	1	1
559	представлений о	2	1
560	далек от	1	1
561	но что	1	1
562	века авраама	1	1
563	лишь один	1	1
564	не укладывается	1	1
565	литературе нет	1	1
566	без всякой	1	1
567	котором говорил	1	1
568	улицы и	1	1
569	сверху вниз	1	1
570	самому автору	1	1
571	и из	1	1
572	с другим	1	1
573	о войне	1	1
574	человека но	3	1
575	с той	1	1
576	на чем	1	1
577	пребывает в	1	1
578	показывает что	1	1
579	и площади	1	1
580	что не	2	1
581	говорит о	3	1
582	и самый	1	1
583	превращается в	1	1
584	мир а	1	1
585	не на	1	1
586	евангелия но	1	1
587	отнюдь не	5	1
588	его концепции	1	1
589	мира в	2	1
590	писать о	1	1
591	в творчестве	6	1
592	в последней	1	1
593	так же	3	1
594	до этого	2	1
595	как это	1	1
596	некоторые из	2	1
597	согласии с	2	1
598	м с	5	1
599	ночного горшка	1	1
600	не сразу	1	1
601	в человеке	4	1
602	фрагмент из	1	1
603	не могут	1	1
604	эпохи это	1	1
605	не дают	1	1
606	нашу задачу	1	1
607	времени с	1	1
608	даже с	1	1
609	этот рассказ	1	1
610	да и	1	1
611	как средство	1	1
612	он чувствует	2	1
613	на свете	2	1
614	и жизнь	1	1
615	пародия на	1	1
616	материал для	1	1
617	вот что	1	1
618	от народа	1	1
619	к объекту	1	1
620	это выражение	1	1
621	вокруг него	1	1
622	мира это	1	1
623	так ли	2	1
624	в смысле	1	1
625	это уже	5	1
626	жорж санд	1	1
627	и человек	2	1
628	в точном	1	1
629	или в	2	1
630	вот его	1	1
631	жест который	1	1
632	о котором	2	1
633	это как	3	1
634	в настоящее	1	1
635	ее и	2	1
636	но когда	1	1
637	был просто	1	1
638	у которого	1	1
639	он справедливо	1	1
640	места в	1	1
641	ни было	1	1
642	же в	1	1
643	непосредственным источником	1	1
644	отрыве от	1	1
645	эти писатели	1	1
646	в целях	1	1
647	с людьми	1	1
648	с ними	1	1
649	в свою	7	1
650	не знает	2	1
651	другой стороны	1	1
652	их с	1	1
653	но этот	1	1
654	религии и	1	1
655	не что	1	1
656	для эпохи	1	1
657	из своей	1	1
658	время не	2	1
659	заметить что	1	1
660	ее в	3	1
661	именно здесь	1	1
662	в таком	1	1
663	гораздо более	2	1
