N	3gram	Bakhtin_sl_1	StatiiOP
1	в том что	1	11
2	и т п	23	6
3	не может быть	1	5
4	по крайней мере	1	4
5	с точки зрения	8	4
6	в этом отношении	1	4
7	то время как	2	4
8	во всяком случае	5	4
9	с другой стороны	4	4
10	о том что	1	4
11	в то время	2	4
12	прежде всего в	1	3
13	то же время	12	3
14	не только в	2	3
15	в то же	12	3
16	но это не	1	3
17	но и в	1	2
18	до сих пор	2	2
19	и не в	1	2
20	с одной стороны	4	2
21	и в этом	2	2
22	во всех этих	1	2
23	у него есть	1	2
24	с самого начала	1	2
25	мы имеем в	1	2
26	к тому что	2	2
27	тем не менее	1	2
28	и т д	5	2
29	можно сказать что	1	1
30	не может не	5	1
31	преимущественно в речах	1	1
32	а иногда и	1	1
33	характерные для того	1	1
34	и той же	1	1
35	более или менее	3	1
36	там где они	1	1
37	всегда в той	2	1
38	и так сказать	1	1
39	он может быть	1	1
40	от которого он	1	1
41	и во всяком	1	1
42	находит свое выражение	1	1
43	в последние десятилетия	1	1
44	одновременно и в	2	1
45	можно было бы	2	1
46	ни в какой	1	1
47	не укладывается в	2	1
48	в лучшем случае	2	1
49	с этой точки	1	1
50	и в частности	1	1
51	в результате этой	1	1
52	а как бы	1	1
53	в них как	2	1
54	несет на себе	1	1
55	вместе со своим	1	1
56	в известном смысле	2	1
57	в какой степени	1	1
58	так или иначе	1	1
59	и сам он	1	1
60	в той или	9	1
61	в свое время	1	1
62	свою точку зрения	1	1
63	до наших дней	1	1
64	такая точка зрения	1	1
65	этой точки зрения	1	1
66	может быть не	1	1
67	таким образом в	3	1
68	его отношение к	1	1
69	в свою очередь	2	1
70	на протяжении всего	1	1
71	в одном из	1	1
72	не только не	1	1
73	т п в	1	1
74	той или иной	9	1
75	время как основные	1	1
76	в известной степени	2	1
77	в другом случае	2	1
78	и на почве	1	1
79	одной и той	1	1
80	для того чтобы	1	1
81	влияние на его	1	1
82	как мы видели	1	1
83	и в другом	2	1
