N	3gram	Losev_Dial_1	Tvorches
1	и т д	19	11
2	то же время	4	7
3	в то же	4	7
4	до сих пор	2	3
5	не может быть	3	3
6	в самом деле	1	2
7	он сам в	1	2
8	и в то	2	2
9	по крайней мере	4	2
10	во всяком случае	2	2
11	с другой стороны	4	2
12	и т п	2	2
13	о том что	2	2
14	в том что	7	2
15	то все же	1	1
16	в чем не	1	1
17	хотя и не	1	1
18	не могли помочь	1	1
19	ничего не говорит	4	1
20	я никогда не	2	1
21	дело в том	1	1
22	и дальше в	1	1
23	может и не	2	1
24	т д и	2	1
25	на точку зрения	2	1
26	сами по себе	1	1
27	в первую очередь	1	1
28	что в нем	3	1
29	знаем что она	1	1
30	можно было бы	4	1
31	точно так же	2	1
32	она дана в	1	1
33	все это я	1	1
34	об этом не	1	1
35	д все это	1	1
36	то или иное	2	1
37	это я делаю	1	1
38	только потому что	3	1
39	только то что	3	1
40	в них нет	1	1
41	еще ничего не	1	1
42	но в то	1	1
43	материалистов xviii века	1	1
44	не зависит от	1	1
45	в чем же	1	1
46	и должно быть	1	1
47	и в этом	3	1
48	а о том	1	1
49	той или иной	3	1
50	я не буду	3	1
51	в связи с	1	1
52	это не значит	1	1
53	в виду что	1	1
54	к тому же	1	1
55	т д все	1	1
56	отождествляется с ним	1	1
57	и абсолютная необходимость	1	1
58	по себе не	5	1
59	в то время	1	1
60	ни в чем	2	1
61	в нем нет	3	1
62	д и т	2	1
63	это и есть	2	1
64	т д в	1	1
65	то что не	1	1
66	ничего общего с	3	1
67	с самого начала	1	1
68	содержит в себе	3	1
69	потому и является	1	1
70	но это не	1	1
71	в каждом из	2	1
72	не значит что	3	1
73	в дальнейшем но	1	1
74	в самих себе	1	1
75	быть может и	1	1
