N	2gram	Losev_Vlad_1	Tvorches
1	и в	31	20
2	в году	30	16
3	и т	2	13
4	не только	24	13
5	т д	2	11
6	никогда не	9	11
7	м м	15	11
8	таким образом	3	10
9	в то	8	10
10	в его	12	10
11	и его	7	9
12	там же	13	9
13	же с	11	9
14	и не	17	9
15	при этом	2	8
16	и с	14	8
17	в том	11	8
18	может быть	6	8
19	в этом	14	8
20	прежде всего	1	8
21	но и	19	8
22	м с	4	7
23	то же	6	7
24	это не	1	7
25	представление о	1	7
26	же время	4	7
27	года в	3	7
28	потому что	11	7
29	не может	6	7
30	что в	14	7
31	в целом	3	6
32	как и	4	6
33	в своей	4	6
34	что он	12	6
35	так и	6	6
36	в конце	9	6
37	у него	15	6
38	именно в	1	6
39	а не	1	6
40	в основном	1	6
41	все это	5	6
42	еще не	2	5
43	и на	3	5
44	но не	3	5
45	все же	3	5
46	в этой	4	5
47	если он	1	5
48	и сам	6	5
49	то есть	3	5
50	о том	11	5
51	и даже	15	5
52	но это	3	5
53	так же	1	5
54	мы не	1	4
55	все эти	3	4
56	что они	3	4
57	отнюдь не	3	4
58	как в	3	4
59	хотя и	4	4
60	когда он	5	4
61	но в	12	4
62	не в	5	4
63	в дальнейшем	8	4
64	на его	3	4
65	что она	2	4
66	что у	4	4
67	об этом	7	4
68	года и	2	4
69	если бы	1	4
70	тем самым	2	4
71	а а	4	4
72	ничего не	3	4
73	в известной	1	4
74	в чем	2	4
75	января года	3	4
76	а в	9	4
77	марта года	3	4
78	если не	3	4
79	и потому	6	4
80	и от	5	4
81	том что	14	4
82	но у	1	4
83	одним из	2	3
84	и через	3	3
85	по мнению	1	3
86	письма к	2	3
87	с большим	1	3
88	он сам	2	3
89	а с	5	3
90	по отношению	1	3
91	тогда как	1	3
92	в одной	1	3
93	это был	5	3
94	в себе	4	3
95	с чувством	1	3
96	в нем	4	3
97	он не	10	3
98	так например	2	3
99	человека в	1	3
100	и мы	2	3
101	но уже	1	3
102	в самом	2	3
103	в котором	6	3
104	в их	1	3
105	место в	2	3
106	заставляет нас	1	3
107	собр соч	1	3
108	тем что	2	3
109	одна из	1	3
110	года он	6	3
111	и это	2	3
112	с ним	5	3
113	любви к	1	3
114	апреля года	1	3
115	уже не	3	3
116	в начале	3	3
117	для него	7	3
118	у нее	1	3
119	так как	8	3
120	то что	18	3
121	как у	1	3
122	что не	1	3
123	а ф	2	3
124	вместе с	3	3
125	с этой	1	3
126	один из	4	3
127	но зато	2	3
128	жизни в	1	3
129	одной из	2	3
130	д в	1	3
131	в своих	5	3
132	к этому	6	3
133	в таком	1	3
134	как известно	1	2
135	самом деле	1	2
136	и есть	1	2
137	он всегда	1	2
138	этот факт	2	2
139	со своими	3	2
140	я не	4	2
141	и он	3	2
142	в быту	1	2
143	тут же	7	2
144	нет и	2	2
145	во многом	2	2
146	так что	10	2
147	в истории	4	2
148	и поэтому	1	2
149	октября года	2	2
150	нас за	1	2
151	в этот	4	2
152	но эта	1	2
153	для которого	1	2
154	в которой	4	2
155	из жизни	1	2
156	тоже не	1	2
157	тому же	2	2
158	так сказать	1	2
159	и если	5	2
160	а скорее	1	2
161	едва ли	3	2
162	и по	8	2
163	том же	1	2
164	говорил что	1	2
165	особенно в	1	2
166	известно что	2	2
167	скандала и	1	2
168	которой он	5	2
169	и еще	2	2
170	не столько	2	2
171	что я	2	2
172	т ii	3	2
173	их в	1	2
174	что этот	3	2
175	не менее	2	2
176	xviii века	1	2
177	как о	1	2
178	на него	3	2
179	в петербург	3	2
180	родился в	1	2
181	письма т	10	2
182	он еще	1	2
183	соловьев в	13	2
184	а во	1	2
185	другой стороны	3	2
186	xix веке	1	2
187	целом и	1	2
188	что на	2	2
189	у нас	6	2
190	и далее	1	2
191	личности в	1	2
192	если у	1	2
193	так в	1	2
194	роль в	1	2
195	веру в	1	2
196	только через	1	2
197	он писал	4	2
198	сводится к	1	2
199	познания и	1	2
200	и что	6	2
201	не стоит	1	2
202	что его	4	2
203	и только	1	2
204	всяком случае	2	2
205	о своих	1	2
206	а н	2	2
207	в которую	2	2
208	в литературе	1	2
209	всякого рода	2	2
210	с ними	2	2
211	только в	9	2
212	философии но	2	2
213	не мешает	1	2
214	себя в	4	2
215	декабря года	1	2
216	и у	4	2
217	уже в	7	2
218	в виде	3	2
219	и других	2	2
220	из них	2	2
221	то у	1	2
222	в одном	1	2
223	вовсе не	5	2
224	друг друга	1	2
225	только с	1	2
226	в свой	2	2
227	июля года	1	2
228	с другой	3	2
229	не было	5	2
230	на этот	6	2
231	и вообще	4	2
232	н к	3	2
233	в частности	2	2
234	начиная с	2	2
235	так мы	1	2
236	не знал	1	2
237	к жизни	2	2
238	в россии	4	2
239	о человеке	1	2
240	это его	1	2
241	из этой	1	2
242	и м	2	2
243	него в	2	2
244	и тогда	1	2
245	это уже	1	2
246	в окончательном	1	2
247	ни к	1	2
248	с другими	1	2
249	ii с	3	2
250	это все	1	2
251	связь с	1	2
252	но если	1	2
253	и без	1	2
254	из этого	2	2
255	однако эти	1	2
256	уже после	1	2
257	во всяком	2	2
258	ту же	1	1
259	можно говорить	1	1
260	склонен к	1	1
261	с с	1	1
262	по адресу	1	1
263	как его	1	1
264	с кем	1	1
265	на другой	1	1
266	только потому	1	1
267	это и	2	1
268	спб с	1	1
269	нас на	1	1
270	поэтому он	1	1
271	из его	4	1
272	почти всегда	1	1
273	представлял себе	1	1
274	видеть в	1	1
275	в доме	7	1
276	и за	2	1
277	с в	3	1
278	мы уже	7	1
279	той же	2	1
280	г в	1	1
281	из всего	1	1
282	незадолго до	1	1
283	что если	1	1
284	и тут	2	1
285	в первый	1	1
286	что уже	1	1
287	большую роль	1	1
288	случае это	1	1
289	на место	1	1
290	этом не	2	1
291	не вполне	1	1
292	на себя	3	1
293	мы и	4	1
294	личности с	2	1
295	сказать о	1	1
296	свою очередь	1	1
297	литературы и	1	1
298	он был	14	1
299	не был	5	1
300	с его	11	1
301	во всех	1	1
302	веры но	1	1
303	году по	1	1
304	я никогда	2	1
305	не без	6	1
306	и тайных	1	1
307	и и	7	1
308	но как	5	1
309	к которой	1	1
310	ответ на	2	1
311	менее всего	1	1
312	него с	1	1
313	в жизни	3	1
314	отношение к	3	1
315	другое и	1	1
316	другой день	1	1
317	кто из	1	1
318	мая года	1	1
319	как уже	1	1
320	и как	4	1
321	говорит что	4	1
322	из письма	1	1
323	его к	2	1
324	философии против	1	1
325	и к	6	1
326	я совершенно	1	1
327	с г	1	1
328	в противоположность	1	1
329	христианство с	1	1
330	а г	1	1
331	за границей	2	1
332	с детьми	1	1
333	еще на	2	1
334	выше мы	2	1
335	от бога	1	1
336	представляет собой	1	1
337	за это	2	1
338	из этих	2	1
339	на даче	1	1
340	вообще а	1	1
341	и до	2	1
342	но его	2	1
343	очень важно	1	1
344	на то	5	1
345	у а	1	1
346	главным образом	4	1
347	уже тогда	3	1
348	мысли и	4	1
349	после этого	1	1
350	о которой	3	1
351	еще раньше	1	1
352	этого вопроса	1	1
353	не к	1	1
354	в силу	1	1
355	и вот	3	1
356	на жизнь	1	1
357	я с	1	1
358	с соловьев	1	1
359	в большой	1	1
360	слова не	1	1
361	в каждом	1	1
362	полного непонимания	1	1
363	что все	2	1
364	чего он	1	1
365	об этой	1	1
366	м а	2	1
367	а по	2	1
368	самым свое	1	1
369	заключается в	1	1
370	которого не	1	1
371	его личности	1	1
372	было бы	2	1
373	некоторое представление	1	1
374	соответствует его	1	1
375	и веры	1	1
376	ни в	2	1
377	для них	1	1
378	в париже	2	1
379	в них	2	1
380	процесса на	1	1
381	рассказывает в	2	1
382	всю жизнь	3	1
383	его дома	1	1
384	несмотря на	4	1
385	гораздо глубже	1	1
386	жизни но	1	1
387	мы знаем	2	1
388	время был	1	1
389	остается в	1	1
390	не мог	3	1
391	в этих	1	1
392	в г	1	1
393	во время	3	1
394	изобретали и	1	1
395	бунта однако	1	1
396	от своего	1	1
397	таким же	1	1
398	интерес и	2	1
399	это делает	2	1
400	м о	1	1
401	был склонен	2	1
402	еще с	1	1
403	i с	2	1
404	знаем что	2	1
405	не считал	1	1
406	и о	2	1
407	в п	1	1
408	сам же	1	1
409	в iii	1	1
410	но он	5	1
411	в философии	2	1
412	основании всех	1	1
413	под псевдонимом	1	1
414	была не	2	1
415	женского пола	1	1
416	и более	1	1
417	и относительно	1	1
418	в таких	1	1
419	детьми в	1	1
420	любовь к	1	1
421	даже в	2	1
422	сам он	1	1
423	тому что	1	1
424	необходимо сказать	2	1
425	отдельно от	1	1
426	содержит в	1	1
427	вплоть до	1	1
428	для меня	4	1
429	о значении	1	1
430	она не	1	1
431	что с	2	1
432	таков был	1	1
433	некоторого рода	1	1
434	дело в	4	1
435	она ни	1	1
436	на себе	1	1
437	эти его	1	1
438	возвращении в	1	1
439	но только	3	1
440	чем не	2	1
441	и мало	1	1
442	письме к	10	1
443	он с	1	1
444	это совершенно	1	1
445	нет смысла	1	1
446	ибо не	1	1
447	с большой	1	1
448	у этого	1	1
449	на цыпочках	1	1
450	дает нам	1	1
451	к ней	4	1
452	поэт и	1	1
453	со своим	5	1
454	не столь	1	1
455	в области	1	1
456	ему не	1	1
457	у меня	2	1
458	это признаки	1	1
459	в момент	2	1
460	к себе	2	1
461	не могут	1	1
462	и вполне	1	1
463	лондоне в	1	1
464	а пустым	1	1
465	владимир соловьев	2	1
466	потом с	1	1
467	только еще	1	1
468	этой книги	1	1
469	к тому	3	1
470	за что	1	1
471	он после	1	1
472	указывает на	2	1
473	жизнь для	1	1
474	на это	2	1
475	однако по	1	1
476	дальнейшем мы	1	1
477	для себя	2	1
478	году в	2	1
479	лет с	1	1
480	как мы	9	1
481	в в	3	1
482	относился к	4	1
483	старший брат	1	1
484	мысль о	1	1
485	только то	1	1
486	с самого	1	1
487	то время	2	1
488	из воспоминаний	2	1
489	о тех	1	1
490	он сначала	1	1
491	не с	1	1
492	ясно что	2	1
493	что также	1	1
494	чем у	1	1
495	еще в	4	1
496	она была	2	1
497	в изображении	1	1
498	во второй	1	1
499	веры в	1	1
500	жизнь и	3	1
501	поэтому в	1	1
502	был не	2	1
503	быту и	1	1
504	к биографии	1	1
505	против этого	1	1
506	образом в	2	1
507	но отнюдь	1	1
508	очень важен	1	1
509	о нем	7	1
510	произведения как	1	1
511	внимание читателя	2	1
512	и здесь	3	1
513	году и	2	1
514	другом месте	1	1
515	нам представляется	3	1
516	на вопрос	1	1
517	столь же	1	1
518	одного из	1	1
519	с одной	1	1
520	лишь в	2	1
521	во имя	1	1
522	как было	2	1
523	от него	2	1
524	он окончил	1	1
525	известный русский	1	1
526	истории в	1	1
527	умер в	1	1
528	писателя и	1	1
529	т i	2	1
530	же о	2	1
531	этот момент	2	1
532	и хорошо	1	1
533	же после	1	1
534	то мы	3	1
535	по разным	1	1
536	ранний период	1	1
537	не знаю	1	1
538	с а	9	1
539	условия для	1	1
540	и мир	1	1
541	в меру	2	1
542	по просьбе	1	1
543	в формах	1	1
544	его собственная	1	1
545	в петербурге	8	1
546	сразу же	1	1
547	и одновременно	1	1
548	он стал	2	1
549	мне кажется	1	1
550	конце своей	1	1
551	ли он	1	1
552	была для	2	1
