N	2gram	Berdyaev_M_1	Vladivir
1	вл соловьева	1	188
2	вл соловьев	1	127
3	и в	28	40
4	то что	5	28
5	не только	29	25
6	и не	11	25
7	учение о	3	24
8	у него	17	24
9	то есть	3	24
10	том что	3	18
11	в том	6	18
12	но и	25	18
13	также и	2	17
14	что в	10	17
15	в этом	20	16
16	в его	9	14
17	так что	1	14
18	не может	28	14
19	точки зрения	4	13
20	вовсе не	1	13
21	только в	6	13
22	в конце	7	12
23	даже и	2	12
24	а именно	1	12
25	сказать что	2	12
26	никогда не	14	11
27	потому что	16	11
28	о том	2	11
29	и его	9	10
30	то это	1	10
31	не есть	9	10
32	соловьева в	1	10
33	прежде всего	10	10
34	и потому	10	10
35	это есть	3	10
36	и то	1	9
37	уже не	4	9
38	в себе	7	9
39	и с	3	9
40	в своей	15	9
41	не менее	1	9
42	есть только	2	9
43	что же	1	9
44	в своем	10	8
45	в этой	6	8
46	он не	24	8
47	не был	7	8
48	и что	2	8
49	для него	11	8
50	может быть	30	8
51	а не	25	8
52	так же	1	8
53	и как	2	7
54	с тем	9	7
55	как и	5	7
56	в то	2	7
57	что и	4	7
58	того что	7	7
59	так как	3	7
60	вместе с	6	7
61	к тому	3	7
62	а в	4	7
63	в своих	1	7
64	смысле слова	4	6
65	оно есть	1	6
66	и на	6	6
67	не мог	3	6
68	в смысле	1	6
69	во всем	1	6
70	и это	12	6
71	и от	2	6
72	так и	1	6
73	об этом	1	6
74	значит что	4	6
75	и даже	1	6
76	если не	1	6
77	xix века	4	6
78	в боге	3	6
79	да и	1	6
80	это значит	3	6
81	но это	1	6
82	хотя бы	3	6
83	отношения к	4	5
84	мы уже	1	5
85	в ней	15	5
86	в истории	2	5
87	все эти	2	5
88	можно было	1	5
89	должно быть	3	5
90	но если	3	5
91	в отношении	1	5
92	тем что	4	5
93	для нас	3	5
94	ничего не	3	5
95	только и	3	5
96	у нас	5	5
97	еще в	2	5
98	конце концов	2	5
99	что он	10	5
100	в одном	1	5
101	не было	18	5
102	о боге	6	4
103	в самом	11	4
104	и о	1	4
105	вопрос о	2	4
106	философии но	2	4
107	учение об	1	4
108	еще не	1	4
109	но не	8	4
