N	3gram	Propp_Isto_1	Vladivir
1	о том что	3	7
2	в том что	4	7
3	дело в том	3	4
4	в этом смысле	1	4
5	на то что	4	4
6	мы хотели бы	1	3
7	более или менее	5	3
8	мы увидим ниже	2	3
9	с другой стороны	5	3
10	не может быть	7	3
11	один и тот	2	2
12	мы знаем что	1	2
13	как мы увидим	2	2
14	в том чтобы	1	2
15	не только в	1	2
16	в то время	3	2
17	и тот же	2	2
18	мы сейчас увидим	1	2
19	за это время	1	2
20	так что в	1	2
21	тем не менее	6	2
22	для того чтобы	1	2
23	что и в	1	2
24	к тому же	1	2
25	и т д	22	2
26	как это делает	1	1
27	и в конце	1	1
28	что иное как	1	1
29	но как это	1	1
30	мы имеем дело	1	1
31	уже не может	1	1
32	с ним но	1	1
33	не говоря уже	1	1
34	и в особенности	1	1
35	и что они	1	1
36	самом же деле	1	1
37	но мы хотели	1	1
38	связи со своей	1	1
39	говоря уже о	1	1
40	в таких случаях	2	1
41	ответить на вопрос	1	1
42	бы то ни	2	1
43	на самом же	1	1
44	но все это	1	1
45	только то что	1	1
46	и вот они	1	1
47	указанием на то	1	1
48	из которых мы	1	1
49	вместе с тем	2	1
50	дело не в	1	1
51	в это время	1	1
52	с этими представлениями	1	1
53	то время как	3	1
54	уже о том	1	1
55	содержит в себе	1	1
56	здесь мы имеем	2	1
57	если бы мы	2	1
58	но в то	1	1
59	то ни было	2	1
60	с одной стороны	4	1
61	смысле этого слова	1	1
62	в связи с	3	1
63	не содержит в	1	1
64	и в этом	1	1
65	ни к какой	1	1
66	на вопросе о	1	1
67	мы будем называть	2	1
68	уже видели что	1	1
69	это конечно не	2	1
70	очень мало и	1	1
71	мы уже видели	1	1
72	и когда он	2	1
73	то же о	1	1
74	есть не что	1	1
75	до тех пор	1	1
76	в тех же	1	1
77	еще в году	1	1
78	но он не	1	1
79	мы не будем	3	1
80	но и для	1	1
81	но и здесь	1	1
82	за то что	1	1
83	уже не только	1	1
84	в его доме	1	1
85	к тому что	1	1
86	и больше ничего	1	1
87	не что иное	1	1
88	по этому поводу	2	1
89	одно без другого	1	1
90	во всем его	1	1
91	видно по его	1	1
92	том что и	1	1
93	в этом отношении	1	1
