N	3gram	Bakhtin_sl_1	FransuaR
1	то же время	12	9
2	в то же	12	9
3	для того чтобы	1	6
4	в том что	1	6
5	в этом отношении	1	5
6	но в то	4	5
7	зрения на мир	4	4
8	а также и	1	4
9	до известной степени	2	4
10	как мы видели	1	4
11	до сих пор	2	3
12	и во всех	2	3
13	и прежде всего	1	3
14	точки зрения на	3	2
15	дело в том	1	2
16	здесь перед нами	1	2
17	с точки зрения	8	2
18	в отличие от	1	2
19	можно было бы	2	2
20	и не в	1	2
21	со всеми его	1	2
22	в данном случае	3	2
23	и с точки	1	2
24	в то время	2	2
25	и не могут	1	2
26	не может быть	1	2
27	то есть в	1	2
28	можно сказать что	1	2
29	существенную роль в	1	2
30	в большинстве случаев	6	2
31	у нее нет	1	2
32	мы видим что	1	2
33	между словом и	1	2
34	друг с другом	2	2
35	романе все эти	1	1
36	да и в	1	1
37	в стороне от	1	1
38	в той или	9	1
39	на том же	2	1
40	и той же	1	1
41	они в той	1	1
42	но и более	1	1
43	же время и	1	1
44	в скрытой форме	1	1
45	же время он	1	1
46	на своем пути	1	1
47	в романе все	1	1
48	и в то	5	1
49	оставаясь в пределах	1	1
50	на самом же	1	1
51	и на самом	1	1
52	но это не	1	1
53	в своей книге	1	1
54	на всю последующую	1	1
55	вовсе не были	1	1
56	произведение в целом	1	1
57	слова и формы	4	1
58	данном случае не	1	1
59	во всех областях	1	1
60	может быть и	1	1
61	и в частности	1	1
62	в значительной степени	1	1
63	не могло быть	1	1
64	у первых двух	1	1
65	как мы сказали	4	1
66	он в свою	2	1
67	но как мы	1	1
68	они вообще не	1	1
69	то есть таких	1	1
70	как у рабле	1	1
71	этих форм в	1	1
72	во всех этих	1	1
73	романа рядом с	1	1
74	самом же деле	1	1
75	в основе их	2	1
76	одной и той	1	1
77	в особенности в	1	1
78	оно ничего не	1	1
79	и некоторые другие	1	1
80	мы уже сказали	2	1
81	так и в	3	1
82	свою связь с	1	1
83	как и в	1	1
84	в свою очередь	2	1
85	о том что	1	1
86	особой точки зрения	1	1
87	а не его	1	1
88	включает в себя	1	1
89	той или иной	9	1
90	он еще не	1	1
91	же время в	1	1
92	в другом случае	2	1
93	как мы уже	2	1
94	тем не менее	1	1
95	на мир и	1	1
96	в процессе своего	1	1
97	в поэзии и	1	1
98	именно потому что	1	1
99	и слово в	1	1
