N	2gram	Bakhtin_Fr_2	Psycholo
1	то что	6	37
2	и в	49	30
3	в том	3	27
4	что в	2	24
5	потому что	1	23
6	том что	4	21
7	того чтобы	2	20
8	таким образом	7	20
9	для того	1	20
10	как бы	11	19
11	на то	2	17
12	что он	3	17
13	не только	17	16
14	в этом	15	14
15	в самом	3	14
16	то есть	32	13
17	как раз	1	13
18	так же	2	13
19	в сущности	8	12
20	с одной	3	12
21	одной стороны	3	12
22	вместе с	2	12
23	может быть	5	11
24	если бы	1	11
25	как на	4	11
26	о том	3	10
27	и то	1	9
28	никогда не	5	9
29	и когда	1	9
30	так как	6	9
31	с другой	4	9
32	для этого	1	9
33	не может	7	9
34	сказать что	6	9
35	самом деле	1	8
36	мы имеем	1	8
37	при этом	5	8
38	с тем	1	8
39	не в	1	8
40	к тому	1	8
41	и это	3	8
42	того что	1	8
43	мы видим	1	8
44	а не	1	8
45	могут быть	2	8
46	то же	7	7
47	но не	5	7
48	все же	7	7
49	и как	1	7
50	в нем	9	7
51	точки зрения	6	7
52	мы можем	2	7
53	мы уже	6	6
54	в своем	5	6
55	на этом	1	6
56	что все	1	6
57	ясно что	1	6
58	как и	11	6
59	у шекспира	1	6
60	и его	17	6
61	в совершенно	1	6
62	и здесь	1	6
63	уже в	5	6
64	тем что	4	6
65	но и	13	6
66	именно в	6	6
67	кажется нам	1	6
68	и не	15	6
69	и для	1	6
70	совершенно не	2	6
71	жизни и	7	6
72	и есть	1	5
73	еще не	2	5
74	что они	2	5
75	в себе	4	5
76	в целом	1	5
77	в этой	10	5
78	было бы	3	5
79	рядом с	6	5
80	несмотря на	3	5
81	сих пор	4	5
82	с и	1	5
83	только не	1	5
84	как мы	7	5
85	но в	4	5
86	один из	7	5
87	только в	13	5
88	именно на	2	5
89	до сих	4	5
90	и потому	5	5
91	бы в	1	5
92	другой стороны	3	5
93	в своих	4	5
94	в виду	3	4
95	в ней	2	4
96	стороны и	1	4
97	и к	4	4
98	мы говорили	1	4
99	в основу	1	4
100	есть не	1	4
101	в них	13	4
102	в своей	5	4
103	что эта	1	4
104	из которых	1	4
105	и именно	1	4
106	как она	1	4
107	указывает на	1	4
108	по сравнению	2	4
109	и совершенно	1	4
110	в его	18	4
111	в него	2	4
112	только на	1	4
113	в конце	2	4
114	должен был	2	4
115	говорит о	1	4
116	прежде всего	19	4
117	как ни	1	4
118	там где	4	4
119	в частности	1	4
120	о чем	3	4
121	сравнению с	2	4
122	и все	3	4
123	а в	4	4
124	не есть	1	4
125	тем же	1	3
126	в их	2	3
127	той же	1	3
128	и о	4	3
129	и на	17	3
130	в ее	3	3
131	как в	1	3
132	и наконец	1	3
133	в которой	1	3
134	из этих	5	3
135	на его	2	3
136	он не	1	3
137	в силу	1	3
138	так например	2	3
139	можно было	3	3
140	в другом	2	3
141	об этом	1	3
142	это не	1	3
143	эти два	2	3
144	ни в	3	3
145	в этих	4	3
146	но он	6	3
147	и вся	1	3
148	вовсе не	10	3
149	с теми	1	3
150	одна из	4	3
151	этом отношении	3	3
152	с другом	1	3
153	не могут	1	3
154	с самого	1	3
155	так в	3	3
156	так и	6	3
157	времени и	6	3
158	что и	1	3
159	что здесь	1	3
160	тот же	5	3
161	так что	1	3
162	для него	9	3
163	у него	2	3
164	на этот	1	3
165	когда она	1	3
166	под влиянием	2	3
167	это есть	1	3
168	друг с	1	3
169	не существует	1	3
170	для нас	1	3
171	целый ряд	2	3
172	мы должны	2	3
173	хотя бы	1	3
174	в свою	1	3
