N	3gram	Tiupa_Disk_1	Formalny
1	с точки зрения	1	14
2	не может быть	3	14
3	на самом деле	1	12
4	в то же	3	7
5	то же время	4	7
6	во всяком случае	1	6
7	с другой стороны	3	5
8	подобно тому как	2	4
9	и не может	1	4
10	в данном случае	2	4
11	в связи с	1	4
12	в большинстве случаев	1	4
13	а не в	2	3
14	по отношению к	9	3
15	то же самое	2	3
16	в этом отношении	1	3
17	вместе с тем	1	3
18	одни и те	1	3
19	в том что	13	3
20	в истории литературы	1	3
21	и те же	1	3
22	нет и не	1	2
23	одним и тем	1	2
24	в этом смысле	1	2
25	о том как	1	2
26	как и все	1	2
27	и в то	1	2
28	до известной степени	1	2
29	сами по себе	2	2
30	в отличие от	4	2
31	во всех областях	1	2
32	и тем же	1	2
33	только то что	1	2
34	всякое конкретное высказывание	1	2
35	дело в том	1	2
36	в следующей главе	1	2
37	так и в	1	2
38	не может стать	1	2
39	тем не менее	1	2
40	дело не в	1	2
41	так и от	1	2
42	как мы видели	1	2
43	и того же	2	1
44	точки зрения на	1	1
45	но не самой	1	1
46	а иногда и	1	1
47	в этом случае	1	1
48	что же касается	2	1
49	в одной из	2	1
50	в том или	1	1
51	тот или иной	2	1
52	хотя бы и	1	1
53	сам по себе	1	1
54	в чистом виде	1	1
55	из того что	1	1
56	всяком случае ясно	1	1
57	том или ином	1	1
58	в своих пределах	1	1
59	в противном случае	1	1
60	говорит о том	1	1
61	до сих пор	1	1
62	ту или иную	1	1
63	но в таком	1	1
64	в значительной степени	2	1
65	действительности в процессе	1	1
66	первого и второго	2	1
67	есть типическая форма	1	1
68	из виду что	1	1
69	не только в	2	1
70	с одной стороны	9	1
71	высказывания может быть	1	1
72	но при этом	3	1
73	здесь имеет место	1	1
74	отца к сыну	1	1
75	не в том	3	1
76	не утрачивает своей	1	1
77	а не как	1	1
78	событие самого рассказывания	2	1
79	трехмерного конструктивного целого	1	1
80	до настоящего времени	1	1
81	в таком случае	1	1
82	а не только	2	1
83	о том что	5	1
84	того или иного	1	1
85	в частности в	2	1
86	с той или	1	1
87	от отца к	1	1
88	не от отца	1	1
89	не в качестве	1	1
90	в этом же	1	1
91	может и не	1	1
92	лишь в эпоху	1	1
93	в этом рассуждении	1	1
94	с самого начала	1	1
95	но отнюдь не	2	1
96	той или иной	3	1
97	в нем нет	1	1
98	но все же	1	1
99	и чем она	1	1
100	можно сказать что	2	1
101	на то что	1	1
102	одного и того	2	1
103	неотделимо от его	1	1
104	не сводится к	2	1
105	в том числе	2	1
106	тех или иных	1	1
107	и в том	1	1
108	как и в	1	1
109	места и времени	1	1
110	том числе и	2	1
