N	2gram	Vinokur_Ku_3	Psycholo
1	то что	4	37
2	и в	23	30
3	в том	22	27
4	что в	13	24
5	и что	7	23
6	потому что	12	23
7	том что	11	21
8	того чтобы	11	20
9	таким образом	9	20
10	все время	1	20
11	для того	12	20
12	как бы	5	19
13	что он	6	17
14	не только	17	16
15	и мы	1	16
16	если мы	7	16
17	в этом	16	14
18	в самом	13	14
19	как раз	4	13
20	так же	2	13
21	в сущности	4	12
22	с одной	4	12
23	одной стороны	4	12
24	вместе с	2	12
25	может быть	14	11
26	если бы	8	11
27	что мы	2	11
28	как на	8	11
29	о том	6	10
30	и то	1	9
31	никогда не	1	9
32	увидим что	2	9
33	так как	9	9
34	с другой	7	9
35	для этого	6	9
36	не может	6	9
37	сказать что	7	9
38	мы увидим	1	9
39	самом деле	14	8
40	мы имеем	2	8
41	на деле	1	8
42	что это	3	8
43	при этом	6	8
44	заключается в	4	8
45	с тем	6	8
46	не в	5	8
47	к тому	3	8
48	тому что	4	8
49	того что	11	8
50	мы видим	1	8
51	а не	11	8
52	могут быть	6	8
53	и т	54	7
54	то же	6	7
55	зависимости от	8	7
56	но не	3	7
57	все же	5	7
58	и как	2	7
59	точки зрения	23	7
60	по себе	6	7
61	в основе	1	7
62	совершенно ясно	2	7
63	как это	7	7
64	в зависимости	7	6
65	что если	2	6
66	в своем	4	6
67	говорит что	1	6
68	и если	2	6
69	что она	5	6
70	на этом	2	6
71	что все	2	6
72	ясно что	4	6
73	как и	5	6
74	никак не	2	6
75	что с	1	6
76	и его	1	6
77	как будто	1	6
78	когда мы	3	6
79	и здесь	2	6
80	о котором	1	6
81	и тем	6	6
82	уже в	3	6
83	тем что	5	6
84	но и	3	6
85	именно в	3	6
86	и не	10	6
87	и для	1	6
88	совершенно не	5	6
89	и есть	5	5
90	еще не	9	5
91	по этому	1	5
92	что они	2	5
93	что именно	3	5
94	когда он	2	5
95	в себе	1	5
96	в целом	4	5
97	было бы	16	5
98	рядом с	1	5
99	во внимание	5	5
100	несмотря на	1	5
101	был бы	3	5
102	сих пор	8	5
103	существует между	1	5
104	только не	1	5
105	же самое	1	5
106	как мы	5	5
107	но в	2	5
108	сводится к	1	5
109	искусства и	1	5
110	один из	4	5
