N	2gram	Bakhtin_Fr_6	DiskursI
1	не только	10	28
2	в том	2	23
3	а не	2	22
4	то есть	24	20
5	том что	7	19
6	может быть	2	17
7	как и	7	16
8	и в	41	16
9	в этом	12	15
10	еще не	1	14
11	но и	13	14
12	при этом	3	13
13	и т.п	19	12
14	но не	2	11
15	прежде всего	10	11
16	и не	3	11
17	как в	4	10
18	далеко не	1	10
19	с другой	4	10
20	по отношению	1	9
21	в нем	16	9
22	не может	4	9
23	с одной	4	9
24	одной стороны	4	9
25	в частности	2	9
26	отношению к	1	9
27	но в	8	8
28	своего рода	1	8
29	о том	9	8
30	так и	5	8
31	а также	5	8
32	не было	1	7
33	в себе	5	7
34	то же	5	7
35	не в	4	7
36	в основе	4	7
37	роль в	4	7
38	в его	7	7
39	только в	3	7
40	в своем	5	6
41	и как	4	6
42	и на	9	5
43	во всех	17	5
44	в котором	4	5
45	в их	1	5
46	в себя	1	5
47	в эпоху	6	5
48	или иной	1	5
49	можно сказать	1	5
50	а с	1	5
51	в данном	3	5
52	как бы	7	5
53	а в	4	5
54	то что	10	5
55	в своей	2	5
56	и о	1	4
57	в которых	1	4
58	с его	5	4
59	отношение к	1	4
60	в истории	2	4
61	и к	1	4
62	уже не	1	4
63	в целом	1	4
64	на его	2	4
65	не как	1	4
66	лишь в	2	4
67	в них	7	4
68	потому что	3	4
69	могут быть	1	4
70	и т.д	1	4
71	внимание на	2	4
72	же время	5	4
73	между тем	2	4
74	во втором	3	4
75	одной из	3	4
76	что он	6	4
77	для него	1	4
78	в особенности	7	4
79	по своим	1	4
80	что не	3	4
81	связи с	2	4
82	не является	1	4
83	что в	7	4
84	также и	6	3
85	того же	4	3
86	и потому	2	3
87	в первом	3	3
88	той или	1	3
89	различия между	1	3
90	в одной	3	3
91	с этим	3	3
92	перед нами	3	3
93	в самом	10	3
94	т.п но	3	3
95	зрения на	1	3
96	заключается в	2	3
97	это не	1	3
98	и того	1	3
99	точки зрения	2	3
100	по себе	1	3
101	в то	6	3
102	таким образом	17	3
103	они и	3	3
104	в строгом	1	3
105	в ее	5	3
106	времени и	2	3
107	еще в	5	3
108	и даже	4	3
109	или на	1	3
110	что и	1	3
111	существенную роль	3	3
112	в сферу	1	3
113	из них	5	3
114	к ним	1	3
115	тем что	5	3
116	именно в	4	3
117	это прежде	2	3
118	мира в	2	3
119	для обозначения	1	3
120	того что	3	3
121	один из	6	3
122	все же	4	3
123	сказать что	6	3
124	другой стороны	2	3
125	в действительности	1	3
126	одним из	4	2
127	например в	6	2
128	в году	6	2
129	для своего	1	2
130	в сущности	8	2
131	совпадает с	1	2
132	ему в	1	2
133	между собой	1	2
134	влияния на	2	2
135	в различных	1	2
136	события в	1	2
137	сказать и	1	2
138	в новом	2	2
139	за пределы	2	2
140	себя в	2	2
141	стороны и	2	2
142	что касается	1	2
143	хотя и	2	2
144	более или	1	2
145	в противоположность	1	2
146	в этой	8	2
147	так сказать	2	2
148	и по	1	2
149	на этом	2	2
150	человека в	1	2
151	исходя из	1	2
152	в каждом	1	2
153	различие между	1	2
154	об этом	1	2
155	и тем	1	2
156	одного и	2	2
157	или менее	1	2
158	наших дней	1	2
159	мысли и	1	2
160	и относительно	1	2
161	в историческом	1	2
162	не менее	1	2
163	но они	4	2
164	что с	1	2
165	и его	13	2
166	в момент	1	2
167	к себе	2	2
168	его понимании	1	2
169	значительной степени	1	2
170	и он	5	2
