N	2gram	Ircho_Kome_2	Myslijsy
1	потому что	6	52
2	и в	26	39
3	может быть	11	27
4	в том	11	26
5	только в	4	25
6	не может	3	22
7	что в	9	22
8	не только	7	21
9	так как	4	21
10	а не	1	21
11	в нем	6	20
12	но и	10	20
13	и не	14	18
14	том что	9	16
15	так что	5	16
16	в этом	10	15
17	не в	2	15
18	если бы	9	14
19	по отношению	3	13
20	в себе	1	13
21	таким образом	6	13
22	так и	12	13
23	отношению к	3	13
24	было бы	8	12
25	точно так	1	11
26	мы не	2	10
27	как в	3	10
28	по себе	1	10
29	и что	2	10
30	то что	6	10
31	что не	1	10
32	речи и	1	10
33	но в	3	9
34	как и	4	9
35	для нас	3	9
36	там же	1	9
37	тем что	3	9
38	но не	3	8
39	точки зрения	4	8
40	в одном	2	8
41	со стороны	2	8
42	вместе с	9	8
43	по его	1	7
44	в ней	3	7
45	в истории	5	7
46	с этим	5	7
47	это не	2	7
48	в этих	4	7
49	то и	1	7
50	с другой	2	7
51	и т	2	6
52	то же	3	6
53	независимо от	5	6
54	все же	4	6
55	и как	1	6
56	от нее	1	6
57	не менее	4	6
58	того как	3	6
59	тем не	1	6
60	что на	3	6
61	в каком	1	6
62	что и	7	6
63	еще не	6	6
64	как бы	2	6
65	в первом	2	5
66	то это	2	5
67	во всех	3	5
68	не имеют	1	5
69	не следует	2	5
70	с тем	5	5
71	несмотря на	1	5
72	не имеет	3	5
73	и его	12	5
74	между тем	4	5
75	в его	4	5
76	для всех	3	5
77	вовсе не	2	5
78	друг друга	3	5
79	так же	1	5
80	и для	4	5
81	из себя	1	5
82	а в	3	5
83	другой стороны	1	5
84	вопрос о	3	4
85	из этих	4	4
86	подобным образом	1	4
87	в каждом	3	4
88	этом смысле	2	4
89	мы видели	1	4
90	т п	2	4
91	тем самым	1	4
92	однако в	2	4
93	бы быть	1	4
94	в то	6	4
95	не по	4	4
96	никогда не	1	4
97	же время	3	4
98	к тому	12	4
99	свою очередь	1	4
100	остается только	1	4
101	бы в	2	4
102	с нею	1	4
103	то на	1	4
104	для него	1	4
105	само по	1	4
106	в более	1	4
107	не было	3	4
108	и даже	1	4
109	в действительности	2	4
110	прежде всего	4	4
111	там где	1	4
112	быть не	1	4
113	при таком	1	4
114	от того	2	4
115	не более	2	4
116	мы видим	1	4
117	в свою	1	4
118	того же	3	3
119	только потому	2	3
120	столь же	9	3
121	в своем	6	3
122	помнить что	1	3
123	хотя и	4	3
124	что по	2	3
125	в самом	4	3
126	что это	4	3
127	думать что	1	3
128	он не	2	3
129	а вместе	1	3
130	то ни	2	3
131	в мире	2	3
132	той же	3	3
133	и с	5	3
134	что например	1	3
135	в жизни	1	3
136	в них	4	3
137	в этой	3	3
138	не мог	1	3
139	не так	1	3
140	и при	1	3
141	в своей	3	3
142	и без	1	3
143	с точки	1	3
144	начнем с	1	3
145	друг другу	3	3
146	тому что	4	3
147	для того	5	3
148	самого начала	1	3
149	с и	4	3
150	в сознании	1	3
151	для себя	1	3
152	и это	2	3
153	с самого	2	3
154	когда в	2	3
155	с ним	1	3
156	и во	2	3
157	в создании	1	3
158	в глазах	2	3
159	в другой	2	3
160	по мнению	1	3
161	с одной	2	3
162	судить о	1	3
163	если мы	1	3
164	только на	1	3
165	одно из	2	3
166	и их	3	3
167	никто не	3	3
168	представить себе	3	3
169	могло бы	1	3
170	были бы	1	3
171	что для	4	3
172	связи с	3	3
173	все более	1	3
174	в самой	3	3
175	со словом	1	3
176	одной стороны	2	3
177	в состоянии	1	3
178	только для	1	3
179	к которому	1	3
180	и от	4	3
181	о котором	1	3
182	и все	2	3
183	хотя в	1	3
184	сказать что	1	3
185	по поводу	3	3
186	как на	1	3
187	во всяком	2	3
188	одним из	2	2
189	и есть	2	2
190	тем же	1	2
191	можем представить	1	2
192	видеть в	1	2
