N	2gram	Berdyaev_N_1	Istorich
1	и в	16	24
2	не только	5	21
3	что он	1	21
4	может быть	7	14
5	не может	16	14
6	что в	9	13
7	в этих	1	13
8	как в	3	12
9	в этом	7	12
10	но и	3	11
11	это не	4	10
12	том что	2	10
13	и что	2	10
14	у него	2	10
15	а в	2	10
16	с другой	3	9
17	не в	6	9
18	о том	4	9
19	потому что	4	9
20	еще не	3	8
21	так как	1	8
22	другой стороны	2	8
23	а не	17	8
24	все это	5	8
25	во всех	3	7
26	то что	4	7
27	одна из	2	7
28	с собой	1	7
29	к нему	1	7
30	в том	8	7
31	вместе с	2	7
32	но не	2	6
33	в нем	5	6
34	он не	8	6
35	как и	7	6
36	и все	4	6
37	только в	1	6
38	тем что	1	6
39	так же	2	6
40	во время	1	6
41	то это	1	5
42	в чем	1	5
43	с одной	2	5
44	но в	2	5
45	что она	2	5
46	не менее	4	5
47	с ним	1	5
48	так и	2	5
49	одной стороны	2	5
50	же как	2	4
51	он может	1	4
52	мы уже	1	4
53	мы не	2	4
54	но все	1	4
55	не всегда	1	4
56	своего рода	1	4
57	по существу	2	4
58	не имеет	4	4
59	никогда не	6	4
60	ли он	1	4
61	ее на	1	4
62	в состоянии	1	4
63	и не	11	4
64	мы должны	1	4
65	есть и	1	4
66	с его	6	3
67	себе и	1	3
68	тоже не	1	3
69	к себе	1	3
70	хотя и	2	3
71	из этих	1	3
72	том чтобы	2	3
73	в них	4	3
74	вопрос о	3	3
75	в конце	1	3
76	и его	1	3
77	должны быть	1	3
78	не столько	1	3
79	в образе	1	3
80	него и	1	3
81	раньше чем	1	3
82	и она	1	3
83	уже в	1	3
84	не случайно	1	3
85	возможно что	1	3
86	и даже	2	3
87	пришли к	1	3
88	связано с	1	3
89	превращается в	1	3
90	вступает в	1	3
91	что мы	1	3
92	сих пор	1	3
93	но это	6	3
94	он также	1	2
95	поставлен вопрос	1	2
96	не имеют	2	2
97	героя но	1	2
98	время как	2	2
99	на себя	1	2
100	их не	1	2
101	власть над	1	2
102	того же	1	2
103	и на	2	2
104	не знал	2	2
105	что его	1	2
106	с этим	2	2
107	и нет	1	2
108	в самом	1	2
109	в которой	1	2
110	он в	1	2
111	все эти	2	2
112	думать что	2	2
113	вообще не	1	2
114	в силу	1	2
115	жить в	1	2
116	в одну	2	2
117	не будет	7	2
118	было бы	1	2
119	ни в	6	2
120	быть понят	1	2
121	этого не	1	2
122	может идти	1	2
123	в котором	1	2
124	ее он	1	2
125	но он	1	2
126	есть еще	1	2
127	что этот	1	2
128	нас к	1	2
129	она не	3	2
130	в то	2	2
131	что такое	3	2
132	не по	1	2
133	в основе	3	2
134	к ней	1	2
135	друг друга	1	2
136	во всем	1	2
137	не могут	1	2
138	это конечно	1	2
139	ему все	1	2
140	он узнает	1	2
141	и это	2	2
142	в ее	3	2
143	то время	1	2
144	и когда	1	2
145	получает все	1	2
146	царь или	1	2
147	должно было	2	2
148	все в	1	2
149	вступление в	1	2
150	был ли	1	2
151	конечно не	3	2
152	уже не	2	2
153	и у	1	2
154	что не	1	2
155	из них	1	2
156	прежде всего	4	2
157	к ним	3	2
158	и начал	1	2
159	до сих	1	2
160	связаны с	2	2
161	в каких	1	2
162	и возвращается	1	2
163	ничем не	1	2
164	и оно	1	2
165	ни за	1	2
166	но оно	1	2
167	в тайны	1	2
168	как это	2	2
169	когда она	1	2
170	был в	1	2
171	это значит	1	2
172	и от	2	2
173	но для	2	2
174	сказать что	3	2
175	от всех	1	2
176	они не	1	2
177	она через	1	1
178	связана с	2	1
179	не имел	1	1
180	от этой	1	1
181	только потому	1	1
182	силы и	2	1
183	к этой	1	1
184	этого мира	1	1
185	не хочет	1	1
186	к античности	1	1
187	должна быть	3	1
188	в духовный	1	1
189	совершенно так	1	1
190	еще до	2	1
191	но она	2	1
192	я не	2	1
193	и другая	1	1
194	как я	1	1
195	зависимости от	1	1
196	с большим	1	1
197	в ней	5	1
198	той роли	1	1
199	совсем не	12	1
200	то он	1	1
201	по небу	1	1
202	в свои	2	1
203	в своем	1	1
204	власти от	1	1
205	и к	5	1
206	духа и	3	1
207	в этот	1	1
208	приобретает характер	1	1
209	в этой	1	1
210	в известном	1	1
211	эпохи и	4	1
212	дальше и	1	1
213	не могла	2	1
214	в зависимости	1	1
215	всех своих	1	1
216	в нее	1	1
217	них не	1	1
218	а по	1	1
219	теми которые	1	1
220	знает что	1	1
221	на протяжении	2	1
222	это одна	1	1
223	небесный свод	1	1
224	в новое	3	1
225	духа в	2	1
226	с тем	3	1
227	новые формы	1	1
228	для чего	2	1
229	и было	2	1
230	должно быть	4	1
231	вступаем в	4	1
232	но если	1	1
233	в своей	3	1
234	страны в	1	1
235	не стоят	1	1
236	сказать ни	1	1
237	и более	1	1
238	не могли	2	1
239	не должно	1	1
240	по себе	1	1
241	не для	1	1
242	и есть	10	1
243	одна сторона	1	1
244	а отцы	1	1
245	из их	1	1
246	того и	1	1
247	ним она	1	1
248	под этим	1	1
249	и весь	2	1
250	они являются	1	1
251	оно есть	1	1
252	она должна	1	1
253	женщины в	1	1
254	как будто	2	1
255	ли это	2	1
256	и красота	1	1
257	ему не	1	1
258	есть признак	1	1
259	к тому	3	1
260	всего что	1	1
261	в наши	3	1
262	оно не	1	1
263	он создает	1	1
264	должен быть	5	1
265	для себя	1	1
266	оно может	1	1
267	более не	2	1
268	как не	8	1
269	не могу	1	1
270	будет сказать	1	1
271	оно же	1	1
272	не их	1	1
273	можно было	2	1
274	на нее	1	1
275	на заре	1	1
276	не с	1	1
277	и которые	1	1
278	во многом	1	1
279	в религии	2	1
280	и с	2	1
281	в силах	1	1
282	магический характер	1	1
283	мы всегда	1	1
284	переходе от	2	1
285	можно сказать	1	1
286	а также	1	1
287	вопросу о	1	1
288	и во	1	1
289	всех народов	1	1
290	скрывается в	1	1
291	в его	1	1
292	и только	1	1
293	богом он	1	1
294	но тут	1	1
295	значит что	4	1
296	как например	1	1
297	вступить в	1	1
298	и потому	4	1
299	и элементы	1	1
300	бытия в	2	1
301	который в	2	1
302	во времени	1	1
303	есть вопрос	1	1
304	жизни и	8	1
305	вопрос об	1	1
306	вот что	1	1
307	в большинстве	1	1
308	или не	1	1
309	в жизни	5	1
310	большинстве случаев	1	1
311	звезды в	1	1
312	в мировой	2	1
313	земли и	1	1
314	и их	1	1
315	становится под	1	1
316	часто не	1	1
317	к той	1	1
318	от того	1	1
319	для того	1	1
320	и из	1	1
321	на ее	1	1
322	для этого	2	1
323	вернуться но	1	1
324	и пр	3	1
325	на смену	1	1
326	от этого	1	1
327	а на	1	1
