N	2gram	Tiupa_Anal_3	Problemy
1	и в	18	46
2	то есть	10	40
3	и не	12	27
4	может быть	9	23
5	не может	2	19
6	как бы	10	19
7	в нем	2	17
8	в этом	14	16
9	не только	22	14
10	и т.п	5	14
11	слова в	1	13
12	перед нами	4	12
13	как мы	1	12
14	но и	13	12
15	как и	14	12
16	и на	4	11
17	точки зрения	3	11
18	в одном	4	11
19	а не	9	11
20	в пределах	4	10
21	не в	6	10
22	между ними	1	10
23	и к	4	9
24	в самом	5	9
25	с точки	2	9
26	и все	2	9
27	в его	7	9
28	в том	9	9
29	в большинстве	2	9
30	вовсе не	1	9
31	прежде всего	5	9
32	до сих	1	8
33	большинстве случаев	1	8
34	двуголосое слово	1	8
35	сих пор	1	8
36	в сущности	5	7
37	еще не	6	7
38	в себе	2	7
39	слова с	1	7
40	по себе	4	7
41	как раз	7	7
42	то же	3	6
43	никогда не	5	6
44	и он	2	6
45	хотя и	2	6
46	но в	2	6
47	в каждом	3	6
48	на фоне	1	6
49	но это	1	6
50	и его	13	6
51	что он	4	6
52	только в	2	6
53	есть в	1	6
54	и между	1	6
55	к себе	1	6
56	все это	3	6
57	в романе	2	6
58	к другому	1	5
59	с его	8	5
60	во всех	2	5
61	по отношению	7	5
62	за пределы	1	5
63	нам кажется	2	5
64	так сказать	2	5
65	при этом	11	5
66	особенно в	1	5
67	это не	2	5
68	в жизни	2	5
69	рядом с	1	5
70	в то	3	5
71	себе самом	1	5
72	в самой	1	5
73	и сам	4	5
74	с самим	2	5
75	о том	6	5
76	же время	3	5
77	у него	1	5
78	о себе	2	5
79	отношению к	7	5
80	жизни и	1	5
81	например в	2	4
82	самом деле	2	4
83	в их	6	4
84	мы не	3	4
85	слово о	1	4
86	на себя	2	4
87	героя и	4	4
88	но не	7	4
89	как в	3	4
90	все же	4	4
91	такое слово	1	4
92	все эти	2	4
93	он не	6	4
94	таким образом	4	4
95	он и	3	4
96	том что	12	4
97	своего рода	8	4
98	этих двух	1	4
99	во всем	3	4
100	потому что	1	4
101	здесь не	3	4
102	в себя	2	4
103	приводит к	4	4
104	так и	14	4
105	в чужом	1	4
106	и здесь	2	4
107	можно сказать	4	4
108	уже не	5	4
109	уже в	3	4
110	двуголосого слова	1	4
111	к ним	1	4
112	мы можем	2	4
113	еще и	3	4
114	превращается в	1	4
115	очень часто	1	4
116	себе самому	2	4
117	да и	2	4
118	должно быть	1	4
119	слово здесь	1	4
120	то что	2	4
121	не знает	1	4
122	совершенно не	2	4
123	что в	9	4
124	человека и	1	3
125	сам по	1	3
126	тем же	1	3
127	здесь и	3	3
128	и до	1	3
129	мы уже	1	3
130	той же	5	3
131	мы имеем	5	3
132	ни у	1	3
133	и о	1	3
134	мы и	1	3
135	самим собою	1	3
136	отношение к	1	3
137	отличие от	2	3
138	в той	2	3
139	в своем	4	3
140	из этих	3	3
141	в этой	6	3
142	обычной жизненной	1	3
143	на то	1	3
144	в мире	5	3
145	было бы	3	3
146	далеко не	4	3
147	в слове	5	3
148	но если	1	3
149	и их	1	3
150	в своей	1	3
151	в отличие	2	3
152	не как	2	3
153	войти в	1	3
154	дело в	2	3
155	на два	2	3
156	слова как	1	3
157	по своей	2	3
158	на него	1	3
159	не могут	1	3
160	с ее	3	3
161	чем у	1	3
162	если бы	1	3
163	и т.д	2	3
164	никак не	1	3
165	и только	1	3
166	себя в	4	3
167	ведь это	1	3
168	в диалоге	1	3
169	в конце	5	3
170	что и	5	3
171	тем что	2	3
172	одном слове	1	3
173	и даже	8	3
174	с другой	7	3
175	себя и	1	3
176	жизнь в	1	3
177	с помощью	1	3
178	жизнь и	3	3
179	другого человека	1	3
180	и для	2	3
181	бы в	1	3
182	другой стороны	5	3
183	того же	5	3
184	героя в	1	3
185	и другие	1	3
