N	2gram	Vygotskiy__6	Marksizm
1	чужой речи	1	53
2	может быть	13	28
3	и в	28	19
4	как бы	11	19
5	и не	11	19
6	в процессе	9	18
7	не может	19	18
8	точки зрения	13	17
9	то же	7	16
10	и его	3	16
11	как мы	10	15
12	в этом	27	15
13	языка и	5	15
14	в сущности	7	14
15	таким образом	18	14
16	не только	16	13
17	с точки	10	13
18	связи с	3	13
19	речи и	5	13
20	в нем	7	11
21	если бы	7	11
22	вовсе не	1	11
23	не в	4	10
24	речи в	2	10
25	так и	6	10
26	но и	10	10
27	в пределах	5	10
28	том что	19	10
29	самом деле	2	9
30	при этом	3	9
31	как и	6	9
32	для него	6	9
33	в основе	3	9
34	а не	3	9
35	с его	3	8
36	по отношению	10	8
37	в то	6	8
38	только в	18	8
39	слова в	1	8
40	отнюдь не	1	8
41	отношению к	10	8
42	на самом	1	7
43	его в	6	7
44	и более	2	7
45	одна из	1	7
46	никогда не	8	7
47	в том	28	7
48	прежде всего	2	7
49	в связи	2	7
50	но в	5	7
51	мы уже	2	6
52	язык как	1	6
53	во всех	4	6
54	и как	6	6
55	в самом	8	6
56	если мы	2	6
57	ни в	1	6
58	того чтобы	10	6
59	в направлении	1	6
60	к тому	10	6
61	для того	8	6
62	же самое	6	6
63	и следовательно	4	6
64	и значением	1	6
65	между тем	1	6
66	мы можем	9	6
67	более того	2	6
68	с помощью	13	6
69	и все	5	6
70	в свою	1	6
71	смысле слова	1	5
72	того же	7	5
73	к другому	4	5
74	и на	5	5
75	все же	2	5
76	является не	2	5
77	на этой	5	5
78	в данном	2	5
79	в их	3	5
80	самого начала	7	5
81	свою очередь	1	5
82	с самого	7	5
83	и здесь	3	5
84	к нему	1	5
85	в его	3	5
86	отношении к	3	5
87	или иной	1	5
88	значения в	1	5
89	в той	4	5
90	этого слова	2	5
91	и того	4	5
92	значения слова	1	5
93	тем более	1	5
94	совершенно не	1	5
95	к этому	1	5
96	так же	15	5
97	тем же	1	4
98	и ее	1	4
99	конечно не	1	4
100	только на	2	4
101	в себе	4	4
102	на то	4	4
103	значение в	1	4
104	в данной	1	4
105	это не	5	4
106	было бы	9	4
107	и тем	5	4
108	мы видели	8	4
109	одного и	4	4
110	тому что	11	4
111	в отношении	10	4
112	и т.д	3	4
113	той или	1	4
114	выражения и	1	4
115	по мере	3	4
116	того что	24	4
117	с ними	2	4
118	что он	18	4
119	речь в	2	4
120	и их	1	4
121	как раз	6	4
122	влияние на	1	4
123	смысле этого	1	4
124	в основном	1	4
125	к пониманию	1	4
126	бы в	3	4
127	то что	28	4
128	сказать что	13	4
129	если б	1	3
130	и то	4	3
131	в котором	2	3
132	и до	1	3
133	исходит из	2	3
134	еще не	8	3
135	в ее	1	3
136	отличие от	1	3
137	за пределы	1	3
138	относится к	4	3
139	в истории	1	3
140	с этим	4	3
141	перед нами	1	3
142	все эти	2	3
143	учение о	1	3
144	в этой	5	3
145	нами в	2	3
146	в конкретном	1	3
147	слово в	1	3
148	он не	7	3
149	не как	1	3
150	одно и	1	3
151	в другом	2	3
152	той же	4	3
153	с другими	2	3
154	от одного	1	3
155	по себе	3	3
156	в этих	2	3
157	в своей	2	3
158	родного языка	18	3
159	в отличие	1	3
160	мысли и	2	3
161	не имеет	6	3
162	для всего	1	3
163	в каком	1	3
164	у нас	2	3
165	языка в	2	3
166	могут быть	5	3
167	бы он	1	3
168	для его	1	3
169	и это	1	3
170	оно может	1	3
171	на основе	4	3
172	направлении к	1	3
173	мы только	1	3
174	пониманию ее	1	3
175	о том	1	3
176	это вполне	1	3
177	что и	4	3
178	слов и	3	3
179	в двух	1	3
180	не идет	1	3
181	с одной	1	3
182	в качестве	4	3
183	его и	1	3
184	так как	10	3
185	в высшей	2	3
186	до сих	3	3
187	с другой	2	3
188	не прав	1	3
189	связано с	3	3
190	одной стороны	1	3
191	мы сказали	1	3
192	и от	2	3
193	сих пор	3	3
194	отсюда следует	1	3
195	не существует	1	3
196	что оно	7	3
197	только что	2	3
198	в различных	1	3
199	а в	2	3
200	в данную	1	3
201	отношения к	3	2
202	одним из	2	2
203	выражения в	1	2
204	речи во	1	2
205	собственном смысле	1	2
206	в зависимости	5	2
207	вопрос о	5	2
208	зависимости от	5	2
209	и он	1	2
210	быть понято	1	2
211	иное как	1	2
212	оно уже	1	2
213	но как	3	2
214	ответ на	1	2
215	из важнейших	1	2
216	что они	2	2
217	только путем	1	2
218	в собственном	1	2
219	в одной	4	2
220	независимо от	3	2
221	опирается на	2	2
222	стороны и	1	2
223	в своем	7	2
224	его к	1	2
225	от этого	3	2
226	что это	1	2
227	в нашем	4	2
228	в тех	1	2
229	знает ни	1	2
230	различие между	2	2
231	и с	1	2
232	на все	1	2
233	это было	1	2
234	речью и	1	2
235	может стать	1	2
236	всем этим	2	2
237	родной язык	4	2
238	рядом с	1	2
239	далеко не	1	2
240	он и	1	2
241	мы не	6	2
242	и тогда	1	2
243	восприятия и	3	2
244	переносится в	1	2
245	является в	1	2
246	точку зрения	2	2
247	совершенно иначе	1	2
248	но они	1	2
249	на языке	1	2
250	существует для	1	2
251	находятся в	1	2
252	и является	2	2
253	нам важно	1	2
254	только с	1	2
255	в живой	1	2
256	разрыв между	2	2
257	и именно	1	2
258	сравнительно с	1	2
259	лежит в	3	2
260	об одном	2	2
261	должны быть	1	2
262	должен быть	1	2
263	и о	1	2
264	приводит к	6	2
265	в соответствующем	1	2
266	не с	2	2
267	родном языке	6	2
268	и даже	1	2
269	все его	1	2
270	в значительной	2	2
271	языке как	1	2
272	все время	3	2
273	эти последние	2	2
274	но не	10	2
275	мы увидим	1	2
276	б мы	1	2
277	и у	1	2
278	языка а	1	2
279	в виде	1	2
280	мы знаем	4	2
281	допустим что	1	2
282	привела к	1	2
283	друг друга	4	2
284	но что	4	2
285	у него	2	2
286	тем что	8	2
287	ближайшим образом	1	2
288	именно в	4	2
289	здесь в	1	2
290	а с	1	2
291	они не	4	2
292	до конца	3	2
293	не на	2	2
294	и непосредственно	2	2
295	о чем	1	2
296	мы встречаем	1	2
297	все более	2	2
298	вместе с	7	2
299	ко всем	4	2
300	к его	2	2
301	там где	7	2
302	к проблеме	1	2
303	языковых явлений	1	2
304	в начале	1	2
305	является как	3	2
306	в более	1	2
307	в следующей	1	2
308	от него	2	2
309	в системе	3	2
310	между ними	7	2
311	не знает	3	2
312	в определенных	2	2
313	что в	17	2
314	все основные	2	2
315	как на	3	2
316	этом совершенно	1	1
317	из внешней	1	1
318	как известно	7	1
319	не иначе	4	1
320	например в	4	1
321	неизбежно должно	1	1
322	сам по	1	1
323	словами и	1	1
324	то в	5	1
325	между двумя	2	1
326	что эти	1	1
327	основного и	1	1
328	и за	1	1
329	и могут	1	1
330	этом направлении	1	1
331	это совершенно	1	1
332	не приходится	1	1
333	видов и	1	1
334	нашем мышлении	1	1
335	бы что	1	1
336	что уже	2	1
337	имеет свою	1	1
338	является необходимым	1	1
339	совпадает с	4	1
340	дальше от	1	1
341	что иное	1	1
342	всего сказанного	2	1
343	из того	5	1
344	что вопрос	1	1
345	мы и	4	1
346	для нашей	2	1
347	образом оказывается	1	1
348	их место	1	1
349	себе является	1	1
350	слово не	2	1
351	приближаясь к	1	1
352	по линии	1	1
353	между собой	9	1
354	с родным	1	1
355	что его	1	1
356	так если	2	1
357	является таким	1	1
358	из этих	3	1
359	видели что	3	1
360	в голове	1	1
361	а только	2	1
