N	2gram	Voloshinov_1	KulturaY
1	потому что	5	25
2	и в	38	23
3	не только	27	20
4	в том	2	19
5	в этом	10	18
6	и не	14	16
7	может быть	13	15
8	так как	7	15
9	было бы	7	15
10	ни к	2	15
11	точки зрения	10	14
12	все эти	2	12
13	у нас	4	12
14	в самом	4	12
15	если бы	4	12
16	того чтобы	7	11
17	но в	5	11
18	в области	5	11
19	том что	3	11
20	по себе	1	10
21	что в	1	10
22	а не	6	10
23	вопрос о	2	9
24	не может	12	9
25	вовсе не	2	9
26	хотя бы	18	9
27	то что	8	9
28	в сущности	1	9
29	для того	9	9
30	можно было	4	9
31	самом деле	4	9
32	языка и	4	8
33	с другой	1	8
34	не в	6	8
35	иными словами	2	8
36	прежде всего	21	8
37	в качестве	4	8
38	уже не	4	8
39	только потому	2	8
40	и что	1	8
41	с точки	5	8
42	и пр	4	8
43	и с	5	7
44	другой стороны	1	7
45	не менее	1	7
46	что это	4	7
47	все же	7	7
48	в нашем	5	7
49	с помощью	6	7
50	но и	13	7
51	в силу	1	7
52	но не	2	6
53	между тем	3	6
54	это не	3	6
55	то же	14	6
56	да и	4	6
57	вопроса о	4	6
58	слова в	5	6
59	по крайней	1	6
60	в этой	6	6
61	и на	6	6
62	тем не	1	6
63	слово это	2	6
64	речи в	1	6
65	крайней мере	1	6
66	языкового выражения	1	6
67	этот вопрос	2	6
68	что мы	11	6
69	в речи	1	6
70	и здесь	3	5
71	и вот	3	5
72	речи и	6	5
73	этого слова	3	5
74	таким образом	7	5
75	все это	4	5
76	там где	1	5
77	как это	5	5
78	об этом	3	5
79	еще не	3	5
80	что же	8	5
81	вместе с	5	5
82	в его	6	5
83	речь в	1	5
84	лишь в	4	5
85	тот же	2	5
86	зависимости от	5	5
87	и тем	6	5
88	ясно что	2	5
89	само по	1	5
90	слова и	5	5
91	не могут	1	5
92	только в	6	5
93	также и	2	5
94	один из	4	5
95	несмотря на	2	5
96	должен быть	2	5
97	я не	1	5
98	целый ряд	3	5
99	что он	2	5
100	мы имеем	2	5
101	и то	3	5
102	для нас	3	4
103	в связи	2	4
104	говорить о	1	4
105	можно сказать	4	4
106	или в	2	4
107	так же	4	4
108	это слово	2	4
109	так и	6	4
110	не было	2	4
111	в каком	2	4
112	на то	1	4
113	в нем	4	4
114	в конце	6	4
115	что я	1	4
116	бы и	2	4
117	в то	9	4
118	в нашей	1	4
119	к тому	4	4
120	хотя и	3	4
121	отнюдь не	10	4
122	сказать что	3	4
123	и о	1	4
124	ни в	1	4
125	должно быть	2	4
126	ничего не	8	4
127	со стороны	1	4
128	широком смысле	1	4
129	в особенности	1	4
130	вряд ли	3	4
131	в зависимости	5	4
132	от того	3	4
133	однако не	1	4
134	в результате	1	4
135	в разговоре	2	4
136	свою речь	1	4
137	была бы	1	4
138	к этому	2	4
139	если мы	4	4
140	перед нами	3	4
141	как бы	28	4
142	но все	4	4
143	если и	1	3
144	этой речи	1	3
145	не знает	3	3
146	в форме	6	3
147	есть в	1	3
148	гораздо более	2	3
149	конце концов	3	3
150	того же	1	3
151	этом отношении	2	3
152	на это	4	3
153	главным образом	3	3
154	же в	1	3
155	связи с	3	3
156	это так	1	3
157	или иное	4	3
158	как раз	1	3
159	у него	1	3
160	зрения в	2	3
161	то или	4	3
162	в ней	8	3
163	а в	5	3
164	слова не	2	3
165	те же	4	3
166	речи не	2	3
167	грамматических форм	1	3
168	же время	7	3
169	то для	1	3
170	совершенно не	3	3
171	того что	4	3
172	как не	2	3
173	в таких	1	3
174	что слово	1	3
175	из которых	3	3
176	как в	2	3
177	как мы	9	3
178	и его	7	3
179	выражение в	3	3
180	что такое	4	3
181	именно с	1	3
182	с этим	2	3
183	это и	1	3
184	этого вопроса	1	3
185	не надо	1	3
186	для этого	1	3
187	всех этих	1	3
188	тем что	2	3
189	именно в	1	3
190	что и	3	3
191	в процессе	6	3
192	он не	2	3
193	языка в	2	3
194	на этом	1	3
195	слов в	4	3
196	здесь не	2	3
197	слова как	2	3
198	всего в	3	3
199	знает что	1	3
200	никак не	1	3
