N	2gram	Vinokur_Ku_3	EvropaiC
1	таким образом	9	32
2	в том	22	31
3	и в	23	24
4	том что	11	20
5	все эти	7	19
6	не может	6	18
7	то что	4	17
8	может быть	14	15
9	все же	5	15
10	точки зрения	23	13
11	самом деле	14	12
12	в своем	4	12
13	до сих	8	12
14	в этом	16	12
15	сих пор	8	12
16	с этим	1	11
17	между тем	4	11
18	все это	2	11
19	по отношению	3	10
20	культуры и	1	10
21	так и	6	10
22	мы знаем	1	10
23	как бы	5	10
24	отношению к	2	10
25	культуры в	1	10
26	все что	1	10
27	того же	4	9
28	при этом	6	9
29	как и	5	9
30	в результате	3	9
31	что в	13	9
32	в самом	13	8
33	чем у	1	8
34	с точки	16	8
35	не в	5	8
36	ясно что	4	8
37	если бы	8	8
38	так же	2	8
39	на самом	3	7
40	из этих	5	7
41	из элементов	1	7
42	в силу	6	7
43	о которых	1	7
44	или менее	2	7
45	не менее	12	7
46	по существу	3	7
47	того чтобы	11	7
48	по своей	1	7
49	к тому	3	7
50	для этого	6	7
51	о том	6	7
52	и что	7	7
53	что он	6	7
54	для того	12	7
55	но и	3	7
56	и не	10	7
57	более или	2	7
58	о котором	1	7
59	должна быть	3	6
60	еще не	9	6
61	и на	1	6
62	в общем	6	6
63	тогда как	1	6
64	что касается	1	6
65	несмотря на	1	6
66	и при	2	6
67	от друга	1	6
68	что и	6	6
69	при чем	5	6
70	того что	11	6
71	только в	6	6
72	все они	2	6
73	так как	9	6
74	друг от	1	6
75	с другой	7	6
76	вместе с	2	6
77	отличается от	2	6
78	у них	1	6
79	как на	8	6
80	между двумя	1	5
81	из всех	1	5
82	от культуры	1	5
83	столь же	4	5
84	как к	2	5
85	и к	3	5
86	но в	2	5
87	в которой	1	5
88	что это	3	5
89	в целом	4	5
90	в себе	1	5
91	тому же	3	5
92	не только	17	5
93	и если	2	5
94	но все	2	5
95	не будет	1	5
96	что все	2	5
97	и с	3	5
98	лишь в	8	5
99	его в	2	5
100	и без	2	5
101	так называемого	3	5
102	что с	1	5
103	в то	3	5
104	как будто	1	5
105	в пользу	1	5
106	в его	11	5
107	потому что	12	5
108	и их	1	5
109	именно в	3	5
110	далеко не	5	5
111	другой стороны	3	5
112	по своему	2	5
113	быть и	1	5
114	и для	1	5
115	и от	1	5
116	к этому	1	5
117	в такой	1	4
118	и то	1	4
119	то же	6	4
120	из того	2	4
121	между собой	1	4
122	отношение к	3	4
123	что как	3	4
124	хотя и	5	4
125	ни один	1	4
126	он не	3	4
127	всех этих	1	4
128	мало того	1	4
129	в одну	1	4
130	том случае	4	4
131	должно быть	7	4
132	иначе говоря	2	4
133	в их	6	4
134	оказывается что	1	4
135	признать что	1	4
136	тем не	9	4
137	поэтому что	1	4
138	из которых	1	4
139	связи с	6	4
140	тех кто	1	4
141	в дальнейшем	2	4
142	никогда не	1	4
143	на вопрос	3	4
144	выше и	1	4
145	если мы	7	4
146	не есть	3	4
147	в виде	1	4
148	не так	3	4
149	а потому	2	4
150	в области	14	4
151	а с	3	4
152	которых мы	1	4
153	как сказано	1	4
154	не могут	5	4
155	это есть	1	4
156	этом случае	4	4
157	то ясно	1	4
158	мы должны	3	4
159	хотя бы	9	4
160	состоит из	1	4
161	совершенно не	5	4
162	будет тем	1	4
163	и культура	1	4
164	в таком	4	4
165	же как	1	3
166	вопрос о	11	3
167	но по	1	3
168	в данном	7	3
169	мы будем	1	3
170	очевидно что	3	3
171	которые не	1	3
172	целый ряд	4	3
173	в нашем	7	3
174	в тех	2	3
175	в степени	1	3
176	на этой	1	3
177	заключается в	4	3
178	это не	3	3
179	с тем	6	3
180	чем в	2	3
181	и того	2	3
182	одного и	2	3
183	в этих	2	3
184	что если	2	3
185	таким же	1	3
186	представление о	1	3
187	даже в	1	3
188	для нас	4	3
189	во всем	1	3
190	а лишь	3	3
191	за ними	1	3
192	от того	5	3
193	у нас	10	3
194	всему этому	1	3
195	должны быть	1	3
196	как для	1	3
197	то ни	1	3
198	данном случае	4	3
199	сказано выше	3	3
200	с одной	4	3
201	может не	1	3
202	у обоих	1	3
203	тот же	6	3
204	очень много	2	3
205	конечно не	2	3
206	в начале	1	3
207	при помощи	1	3
208	может служить	2	3
209	каждый из	1	3
210	отличие от	2	3
211	прежде всего	9	3
212	а наоборот	1	3
213	в связи	5	3
214	и потому	1	3
215	по одному	1	3
216	целом ряде	1	3
217	случаях когда	1	3
218	не то	2	3
219	от него	1	3
220	тем более	5	3
221	только что	2	3
222	а в	5	3
223	что мы	2	3
224	ту же	1	2
225	тех же	4	2
226	в котором	2	2
227	можно лишь	1	2
228	что эти	2	2
229	со своей	1	2
230	также и	5	2
231	почти все	1	2
232	в сущности	4	2
233	так чтобы	1	2
234	и ее	1	2
235	мы и	1	2
236	же что	1	2
237	в ней	3	2
238	свою очередь	1	2
239	бы то	1	2
240	тем как	1	2
241	во всяком	2	2
242	но как	3	2
243	в сторону	1	2
244	только тогда	4	2
245	совершенно ясно	2	2
246	и будет	1	2
247	что они	2	2
248	и где	1	2
249	у в	1	2
250	то в	3	2
251	в общий	1	2
252	и те	1	2
253	если он	1	2
254	но на	3	2
255	этот процесс	1	2
256	что она	5	2
257	он все	1	2
258	однако при	1	2
259	том чтобы	4	2
260	одной и	1	2
261	же касается	1	2
262	конечно в	1	2
263	таком же	1	2
264	и уже	1	2
265	мы видели	3	2
266	такой же	2	2
267	в японии	1	2
268	историки культуры	1	2
269	в эту	1	2
270	но если	3	2
271	давно уже	1	2
272	никто не	1	2
273	представить себе	1	2
274	на месте	1	2
275	что до	1	2
276	в которых	3	2
277	ответить на	2	2
278	точку зрения	2	2
279	образом и	1	2
280	совершенно иной	2	2
281	и более	3	2
282	тому что	4	2
283	она не	3	2
284	тем самым	4	2
285	тогда когда	4	2
286	на себе	1	2
287	на него	3	2
288	в процессе	3	2
289	в основе	1	2
290	из предыдущего	1	2
291	говорить о	6	2
292	все без	1	2
293	только не	1	2
294	в самой	1	2
295	на этом	2	2
296	что на	3	2
297	к таким	1	2
298	это конечно	2	2
299	понять что	1	2
300	если же	2	2
301	о них	4	2
302	как мы	5	2
303	как не	1	2
304	рассматривать как	1	2
305	стоят в	1	2
306	на том	2	2
307	те же	7	2
308	принять во	2	2
309	при том	1	2
310	в виду	8	2
311	сводится к	1	2
312	именно потому	1	2
313	в другом	1	2
314	не стоит	1	2
315	же время	1	2
316	к нему	1	2
317	которой мы	1	2
318	во втором	1	2
319	них в	1	2
320	если это	2	2
321	было бы	16	2
322	лишь о	2	2
323	показывают что	1	2
324	но так	1	2
325	но с	1	2
326	этот вопрос	3	2
327	пришлось бы	1	2
328	в вопросе	1	2
329	и так	1	2
330	они могут	1	2
331	этом что	2	2
332	то и	2	2
333	для него	1	2
334	всяком случае	1	2
335	вовсе не	5	2
336	самого факта	1	2
337	новых культурных	1	2
338	при отсутствии	1	2
339	до тех	4	2
340	и только	3	2
341	не было	4	2
342	с общим	1	2
343	культурная работа	1	2
344	того уже	1	2
345	представляет собою	1	2
346	что для	1	2
347	одной стороны	4	2
348	вытекают из	1	2
349	вопросе о	2	2
350	отнюдь не	3	2
351	во внимание	5	2
352	для этой	1	2
353	культуры он	1	2
354	в частности	2	2
355	независимо от	5	2
356	но не	3	2
357	приобщиться к	1	2
358	что же	5	2
359	этого слова	4	2
360	только то	3	2
361	с этой	3	2
362	между прочим	8	2
363	но для	3	2
364	говорить что	3	2
365	с уже	1	2
