N	2gram	Bakhtin_Pr_2	OGranits
1	и в	45	13
2	и его	8	12
3	прежде всего	11	9
4	может быть	18	8
5	не может	24	8
6	и не	42	8
7	и т.п	6	7
8	в его	22	7
9	и их	6	7
10	и пр	2	7
11	точки зрения	19	7
12	только в	9	6
13	как бы	15	6
14	не только	16	6
15	то что	5	6
16	мы должны	4	6
17	таким образом	11	6
18	художественного произведения	1	5
19	и т.д	3	5
20	все же	4	5
21	и наконец	1	5
22	но ведь	3	5
23	с точки	9	5
24	в процессе	2	5
25	хотя бы	5	5
26	и эта	3	5
27	мы не	1	4
28	произведения как	1	4
29	но в	6	4
30	мы можем	4	4
31	то же	5	4
32	лишь в	2	4
33	в сознании	2	4
34	в своей	6	4
35	было бы	4	4
36	все это	5	4
37	в выборе	1	4
38	только и	1	4
39	не является	3	4
40	вполне понятно	1	4
41	в каждом	4	4
42	вряд ли	1	3
43	связана с	1	3
44	в ее	3	3
45	самом деле	4	3
46	в пределах	4	3
47	так и	3	3
48	понятно что	1	3
49	говорить о	1	3
50	в их	4	3
51	по отношению	8	3
52	за пределы	5	3
53	общего с	1	3
54	с этим	1	3
55	в которой	2	3
56	ни один	3	3
57	в себе	5	3
58	не как	6	3
59	в одном	6	3
60	так как	5	3
61	здесь мы	1	3
62	но и	15	3
63	слово в	3	3
64	как и	14	3
65	со всей	2	3
66	точку зрения	5	3
67	что же	4	3
68	не в	8	3
69	да и	1	3
70	но для	1	3
71	и для	2	3
72	никогда не	17	3
73	и все	1	3
74	превращается в	4	3
75	т.п и	1	3
76	отношению к	8	3
77	что в	6	3
78	ничего общего	2	3
79	для себя	3	2
80	и др	4	2
81	данном случае	1	2
82	зависимости от	3	2
83	в произведении	5	2
84	на две	1	2
85	конечно в	2	2
86	мы уже	3	2
87	те же	2	2
88	есть не	1	2
89	подойти к	1	2
90	не исчерпывается	2	2
91	является уже	1	2
92	если бы	2	2
93	может в	1	2
94	к предмету	1	2
95	с самого	1	2
96	и должно	1	2
97	в ней	7	2
98	ее в	2	2
99	в чем	2	2
100	мы понимаем	1	2
101	во всей	1	2
102	что они	3	2
103	наконец в	1	2
104	чем же	2	2
105	и следовательно	7	2
106	материалом для	1	2
107	может иметь	1	2
108	как в	4	2
109	только ее	1	2
110	в данном	1	2
111	в этом	20	2
112	в полном	1	2
113	в том	8	2
114	мы видим	2	2
115	тот же	2	2
116	вся область	1	2
117	с ними	4	2
118	от этого	1	2
119	во времени	1	2
120	в целом	5	2
121	все эти	4	2
122	с одной	1	2
123	думать что	1	2
124	уже в	4	2
125	кажется что	2	2
126	в нем	20	2
127	при этом	2	2
128	для него	9	2
129	в другом	1	2
130	вовсе не	7	2
131	в зависимости	3	2
132	о языке	1	2
133	тем что	2	2
134	в них	4	2
135	в области	2	2
136	с другой	1	2
137	а как	4	2
138	в самом	13	2
139	входит в	9	2
140	может стать	2	2
141	она является	1	2
142	мы считаем	2	2
143	материал в	2	2
144	более того	5	2
145	не на	4	2
146	а не	10	2
147	другой стороны	1	2
148	между собою	1	2
149	там где	6	2
150	несмотря на	1	2
151	этот материал	1	2
152	том что	7	2
153	и истории	1	2
154	с помощью	1	2
155	от своего	1	2
156	и ее	7	2
157	так же	5	2
158	в отношении	1	2
159	который мы	1	2
160	слова и	1	2
161	с историей	1	2
162	не менее	2	2
163	что эта	2	2
164	самого начала	1	2
165	не имеет	3	2
166	в книге	1	2
167	сознания и	6	2
168	бы в	5	2
169	во всем	1	2
170	нужно отметить	1	2
171	а в	3	2
172	еще в	1	2
173	в целях	1	2
174	героя и	7	2
175	и к	2	2
176	могут быть	4	2
177	в своих	4	2
178	к тому	1	2
179	оно может	1	1
180	они проникнуты	1	1
181	одним из	3	1
182	же как	4	1
183	своего развития	2	1
184	совершенно справедливо	1	1
185	человека и	2	1
186	функции в	1	1
187	и через	2	1
188	вне этого	1	1
189	выносится за	1	1
190	в виду	2	1
191	того же	1	1
192	на нем	1	1
193	и сами	1	1
194	в некоторых	2	1
195	но далеко	1	1
196	на основе	2	1
197	в напряженном	1	1
198	непосредственным выражением	1	1
199	это и	1	1
200	но тем	1	1
