N	3gram	Propp_Morf_1	Problemy
1	с точки зрения	2	13
2	по отношению к	4	8
3	в том что	3	6
4	на самом деле	4	4
5	том что он	1	4
6	не может быть	9	4
7	подобно тому как	5	3
8	не входит в	1	3
9	это не значит	2	3
10	в этом отношении	1	3
11	во всяком случае	2	3
12	с другой стороны	4	3
13	но все же	3	2
14	оно может быть	2	2
15	он может быть	2	2
16	до сих пор	1	2
17	бы то ни	3	2
18	но это не	1	2
19	в данном случае	1	2
20	то перед нами	5	2
21	в большинстве случаев	3	2
22	так как не	1	2
23	т е не	1	2
24	мы видим не	1	1
25	и есть то	1	1
26	хотя и не	1	1
27	то ни стало	1	1
28	тому или другому	1	1
29	а вовсе не	1	1
30	и даже не	1	1
31	т е о	1	1
32	в этом случае	8	1
33	что же касается	1	1
34	во что бы	1	1
35	тому что в	1	1
36	и в других	1	1
37	отношении друг к	1	1
38	то что в	2	1
39	точно так же	1	1
40	на первом месте	1	1
41	в противном случае	1	1
42	от другого и	1	1
43	она может быть	1	1
44	может быть и	2	1
45	и др более	1	1
46	и до известной	1	1
47	что бы то	1	1
48	героя а не	1	1
49	и пр как	1	1
50	то время как	3	1
51	не потому что	1	1
52	в первом случае	3	1
53	то ни было	2	1
54	в высшей степени	1	1
55	на первый взгляд	3	1
56	тех или иных	1	1
57	мы увидим дальше	1	1
58	а в плоскости	1	1
59	не могут быть	2	1
60	могут появляться и	1	1
61	перед нами в	1	1
62	могут быть поняты	1	1
63	о том что	1	1
64	более или менее	2	1
65	друг к другу	2	1
66	т е все	1	1
67	независимо от того	3	1
68	остановимся лишь на	1	1
69	от того как	1	1
70	в то время	3	1
71	между героем и	1	1
72	и независимо от	1	1
73	с самого начала	1	1
74	ни одной из	1	1
75	ни одна из	1	1
76	можно сказать что	1	1
77	в настоящее время	3	1
78	мы имеем в	1	1
79	они ни были	1	1
80	к тому что	3	1
81	типа а не	1	1
82	до известной степени	1	1
83	друг за другом	2	1
84	друг с другом	1	1
85	другой вопрос в	1	1
86	для того чтобы	2	1
87	что и в	1	1
88	и т д	39	1
