N	2gram	Vygotskiy__7	Problema
1	в его	4	43
2	и не	18	42
3	и в	26	38
4	не может	11	27
5	может быть	7	26
6	как бы	6	22
7	по отношению	6	21
8	отнюдь не	1	19
9	отношению к	5	19
10	и с	5	17
11	и его	12	16
12	в этом	29	15
13	в нем	2	15
14	и т	1	14
15	только в	8	13
16	прежде всего	7	13
17	но не	3	12
18	за пределы	1	12
19	во всех	6	11
20	в области	4	11
21	ни в	2	11
22	и для	5	11
23	отношение к	2	10
24	таким образом	23	10
25	в их	2	10
26	к нему	3	10
27	не только	24	9
28	не имеет	2	9
29	его в	2	9
30	имеет дело	1	9
31	но и	11	9
32	и как	1	8
33	входит в	2	8
34	было бы	6	8
35	точки зрения	28	8
36	место в	1	8
37	для нее	3	8
38	в том	18	8
39	то что	24	8
40	еще не	4	7
41	в самом	9	7
42	как и	15	7
43	не в	4	7
44	содержание в	1	7
45	как мы	14	7
46	с другой	4	7
47	между тем	1	7
48	слова в	5	7
49	с помощью	13	7
50	совершенно не	2	7
51	в своей	3	7
52	что в	12	7
53	отношения к	2	6
54	самом деле	6	6
55	на основе	1	6
56	там где	1	6
57	в м	2	6
58	и наконец	4	6
59	не к	1	6
60	с точки	21	6
61	не есть	4	6
62	ничего не	2	6
63	дело с	1	6
64	мы можем	3	6
65	все же	6	6
66	а в	2	6
67	только как	1	6
68	себя как	1	5
69	высшей степени	1	5
70	отличие от	2	5
71	в своем	1	5
72	все эти	6	5
73	при этом	1	5
74	то же	8	5
75	это не	3	5
76	в них	1	5
77	в высшей	1	5
78	в отличие	2	5
79	так и	3	5
80	в основе	3	5
81	и о	3	5
82	никогда не	4	5
83	с ним	3	5
84	конечно не	1	5
85	большинстве случаев	2	5
86	в большинстве	2	5
87	а не	6	5
88	со словом	1	5
89	могут быть	2	5
90	должно быть	2	5
91	формы и	1	5
92	все они	1	5
93	имеет место	4	5
94	на самом	3	4
95	в виду	5	4
96	в ней	3	4
97	конечном счете	2	4
98	относится к	2	4
99	как в	4	4
100	но в	4	4
101	в нашем	4	4
102	в себе	9	4
103	перестает быть	1	4
104	в данном	5	4
105	значение слова	13	4
106	не менее	4	4
107	тем самым	8	4
108	в то	3	4
109	представлять себе	1	4
110	должны быть	4	4
111	здесь не	1	4
112	в ее	6	4
113	данном случае	5	4
114	можно было	2	4
115	о том	4	4
116	в конечном	2	4
117	которых мы	2	4
118	в других	1	4
119	в форме	1	4
120	и только	4	4
121	к которому	1	4
122	что не	2	4
123	только по	3	4
124	и потому	3	4
125	может и	2	4
126	между ними	3	4
127	сказать что	8	4
128	другой стороны	1	4
129	также и	2	3
130	например в	1	3
131	едва ли	4	3
132	действительности и	1	3
133	которую мы	1	3
134	говорить о	1	3
135	сказать и	1	3
136	мы будем	1	3
137	точка зрения	1	3
138	менее всего	3	3
139	нет и	3	3
140	из важнейших	3	3
141	кроме того	1	3
142	и к	7	3
143	в целом	5	3
144	вследствие этого	1	3
145	он не	3	3
146	а как	1	3
147	с другими	3	3
148	может стать	1	3
149	и тем	6	3
150	в слове	11	3
151	несмотря на	2	3
152	том что	17	3
153	почти совершенно	1	3
154	тем не	3	3
155	изоляции и	1	3
156	акта и	1	3
157	на него	1	3
158	как его	1	3
159	имеем дело	1	3
160	или как	1	3
161	как только	1	3
162	слова но	3	3
163	и это	1	3
164	хотя и	1	3
165	и от	4	3
166	приводит к	4	3
167	ясно что	1	3
168	мы в	3	3
169	совершенно невозможно	1	3
170	если бы	5	3
171	и должно	1	3
172	к действительности	2	3
173	на ее	2	3
174	сторона слова	1	3
175	этом смысле	1	3
176	но с	2	3
177	одной из	4	3
178	мы увидим	1	3
179	с одной	5	3
180	со всеми	2	3
181	вопроса о	2	3
182	слова не	1	3
183	как такового	2	3
184	себя и	2	3
185	одной стороны	5	3
186	его как	1	3
187	связь с	1	3
188	от общей	1	3
189	слова и	10	3
190	но это	3	3
191	все это	3	3
192	не является	3	3
193	за его	1	3
194	она может	2	3
195	и все	1	3
196	в таком	1	3
197	все что	6	3
198	они не	1	3
199	можно говорить	2	2
200	он может	1	2
201	и есть	2	2
202	в котором	4	2
203	значение но	1	2
204	есть не	3	2
205	и значение	5	2
206	мы имеем	1	2
207	правильного понимания	1	2
208	совпадает с	3	2
209	но она	1	2
210	это отношение	2	2
211	я не	3	2
212	и он	2	2
213	оно может	1	2
214	столь же	2	2
215	в чем	3	2
216	рабочая гипотеза	2	2
217	но как	1	2
218	а только	1	2
219	себя все	1	2
220	с совершенно	1	2
221	дело идет	1	2
222	дает нам	1	2
223	показать что	4	2
224	как к	3	2
225	к чему	1	2
226	что это	6	2
227	момент его	1	2
228	бы не	1	2
229	нами в	4	2
230	и те	1	2
231	на то	4	2
232	а к	1	2
233	оно было	1	2
234	понятий и	2	2
235	предложения и	1	2
236	на этом	1	2
237	есть единство	1	2
238	лишь в	2	2
239	и других	2	2
240	действительности в	2	2
241	не совпадает	3	2
242	о которых	2	2
243	стороны слова	1	2
244	как таковой	1	2
245	и при	2	2
246	но которые	1	2
247	не путем	1	2
248	том же	2	2
249	и вообще	1	2
250	раз и	1	2
251	этой области	1	2
252	что эта	6	2
253	она не	5	2
254	одна из	1	2
255	отнесенности и	2	2
256	того чтобы	19	2
257	слово и	9	2
258	действительности но	1	2
259	в самой	3	2
260	и весь	2	2
261	во всем	3	2
262	связи с	4	2
263	этом отношении	3	2
264	у нас	2	2
265	представляется нам	3	2
266	всего оно	1	2
267	не могут	4	2
268	есть только	2	2
269	отличается от	3	2
270	же самое	5	2
271	что оно	4	2
272	слова с	4	2
273	а ее	1	2
274	для того	18	2
275	в работах	2	2
276	что все	2	2
277	в себя	1	2
278	степени и	1	2
279	и которые	2	2
280	ибо только	1	2
281	поэтому в	1	2
282	движения и	1	2
283	и здесь	2	2
284	в другом	1	2
285	другими словами	1	2
286	и что	6	2
287	делает возможным	1	2
288	от них	1	2
289	и во	4	2
290	же самом	1	2
291	язык в	1	2
292	в лучшем	2	2
293	в каких	1	2
294	того что	14	2
295	в современной	2	2
296	предмета и	1	2
297	в двух	1	2
298	для лингвистики	3	2
299	нуждается в	3	2
300	что он	8	2
301	в какой	6	2
302	и ее	2	2
303	не можем	4	2
304	языка как	1	2
305	в виде	1	2
306	в начале	5	2
307	но совершенно	1	2
308	языка но	1	2
309	таком положении	1	2
310	что и	3	2
311	вовсе не	2	2
312	является отсутствие	1	2
313	случае не	2	2
314	тем что	9	2
315	нашем примере	1	2
316	чем в	4	2
317	или иной	1	2
318	здесь в	1	2
